Offset,Hash,Original,Translation
0,147,"お客様も、超クールな髪型で
メゼポルタ中の注目を集めるニャ！
ヘアカットするかニャ？","손님도 초쿨한 헤어스타일로
메제포르타의 이목을 끌어보시죠냥!
헤어컷 하시겠어요냥?"
0,147,"あの～頭の防具を外していただけますかニャ？
頭皮と毛根のことを考えるなら、頭防具は
お勧めしないけどニャ。","저기~ 머리 방어구를 벗어주실 수 있을까요냥?
두피와 모근을 생각하면 머리 방어구는
추천하지 않지만 말이죠냥."
0,147,"どうもありがとうニャ。それでは、行くニャ！
","정말 감사하다냥. 그럼, 간다냥!"
0,147,"う～ん、我ながらホレボレする出来ニャ！
","으~음, 내가 봐도 반할 정도의 완성도다냥!"
0,147,"残念だニャ…。用がある時はまた声を
かけてニャ！","아쉽다냥…. 볼일 있을 때는 다시 말을
걸어달라냥!"
0,147,"お金が足りないニャ。まとまりのある髪を
キープするには、それなりのお金が
かかるのニャ…。","돈이 부족하다냥. 정돈된 머릿결을
유지하려면 그에 걸맞은 돈이
든다냥…."
0,147,"昨日と違う自分になりたいのかニャ？
",어제와는 다른 자신이 되고 싶은 거냥?
0,147,それじゃあ、準備をするのニャ～,"그럼, 준비를 하겠다냥~"
0,147,ポイントが足りないニャ,포인트가 부족하다냥
0,147,変更するのをやめるのかニャ？,변경하는 걸 그만두는 거냥?
0,147,この変更を取り消したいのかニャ？,이 변경을 취소하고 싶은 거냥?
0,147,"決定してよろしいのかニャ？
まだ保存はしないので心配無用ニャ！","결정해도 괜찮은 거냥?
아직 저장은 하지 않으니 걱정 없다냥!"
0,147,"この部屋を出るまでは保存されないから
取り消せるニャ～","이 방을 나가기 전까지는 저장되지 않으니
취소할 수 있다냥~"
0,147,"どこも違った自分になってないのニャ！
",어디도 다른 모습이 되지 않았다냥!
0,147,"未使用
",미사용
0,147,"いらっしゃいニャ！ここはメゼポルタで一番
おしゃれな美容室ニャ！","어서 오세요냥! 여기는 메제포르타에서 제일
세련된 미용실이다냥!"
0,147,End of Line,
1,249,"ダミー
",더미
1,249,"ダミー
",더미
1,249,"ダミー
",더미
1,249,"ダミー
",더미
1,249,"ダミー
",더미
1,249,"ダミー
",더미
1,249,"ダミー
",더미
1,249,"ダミー
",더미
1,249,"ダミー
",더미
1,249,"ダミー
",더미
1,249,"ダミー
",더미
1,249,"ダミー
",더미
1,249,"ダミー
",더미
1,249,"ダミー
",더미
1,249,"ダミー
",더미
1,249,"ダミー
",더미
1,249,"ダミー
",더미
1,249,"ダミー
",더미
1,249,"ダミー
",더미
1,249,"ダミー
",더미
1,249,"ダミー
",더미
1,249,"ダミー
",더미
1,249,"ダミー
",더미
1,249,"ダミー
",더미
1,249,"ダミー
",더미
1,249,"ダミー
",더미
1,249,"ダミー
",더미
1,249,"ダミー
",더미
1,249,"ダミー
",더미
1,249,"ダミー
",더미
1,249,"ダミー
",더미
1,249,"ダミー
",더미
1,249,"ダミー
",더미
1,249,"ダミー
",더미
1,249,"ダミー
",더미
1,249,"ダミー
",더미
1,249,"ダミー
",더미
1,249,"ダミー
",더미
1,249,"ダミー
",더미
1,249,"ダミー
",더미
1,249,"俺より早起きか？{u0}のくせに
やるな。すぐ行くから待ってな。","나보다 일찍 일어났나? {u0} 주제에
제법이군. 바로 갈 테니 기다려."
1,249,"ん…？なんだ、もう朝か？
すぐ起きるよ。ふわぁ…","음…? 뭐야, 벌써 아침이야?
바로 일어날게. 하아암…"
1,249,"うん…？まだ眠いぞ…もう少しだけ……
…って、貴様！俺の寝顔を見たな！？
なんという失態…！！","음…? 아직 졸리다…조금만 더……
…라니, 네놈! 내 자는 얼굴을 봤구나!?
이 무슨 실태…!!"
1,249,"寝ているのではない。瞑想中だ…邪魔するな。
",자고 있는 게 아니다. 명상 중이다…방해하지 마라.
1,249,"ムニャムニャ………ハッ！　うう～、
いい夢見てたのに～！","우물우물………헉! 으으~,
좋은 꿈 꾸고 있었는데~!"
1,249,"うーん…まだ眠い…寝かせてください…
すみません…すみません……","으음…아직 졸려…자게 해주세요…
죄송해요…죄송해요……"
1,249,"…うぅ～ん、よく寝たっす！
…エッ！？　三日も寝てた！？
   
…あ、冗談っすか。やめてくださいよ～。","…으으~음, 잘 잤어요!
…엣!? 사흘이나 잤다고요!?
   
…아, 농담이에요? 그러지 마세요~."
1,249,"うん…？だめ、もうちょっと…
もうちょっとだけ…","음…? 안 돼, 조금만 더…
조금만 더……"
1,249,"なんの夢だったか…でも確か、
{u0}さんの夢だったような気が
するんだよなぁ…！","무슨 꿈이었더라…근데 분명,
{u0}씨의 꿈이었던 것 같은
느낌이 드는데…!"
1,249,"うぅん……朝陽がまぶしい……
こんな人間になりたい。そう思いませんか？","으응……아침 햇살이 눈부셔……
이런 사람이 되고 싶어요. 그렇게 생각하지 않으세요?"
1,249,"ん…母さん…
   
はっ！？な、何ですか。…いけませんか？少し位故郷を夢見ては。","음…엄마…
   
헉!? 무, 무슨 일인가요. …안 되나요? 조금은 고향을 꿈꿔도."
