Offset,Hash,Original,Translation
61,0,@MYNAMEさん、こんにちは。,"@MYNAME님, 안녕하세요."
107,1,"突然ですが、@MYNAMEさんは
子持ちナマコという食材をご存知ですか？","갑작스럽지만, @MYNAME님은
알배기해삼이라는 식재료를 아시나요?"
206,2,"卵の塩漬けは特に絶品で
貴族なども好む高級食材なんです。","알의 소금절임은 특히 일품이라
귀족들도 즐기는 고급 식재료랍니다."
283,3,"この子持ちナマコを使った料理に
私も挑戦してみようと思いまして…","이 알배기해삼을 사용한 요리에
저도 도전해 보려고 하는데…"
368,4,"@MYNAMEさん、よろしければ
私に子持ちナマコを１匹
譲ってはいただけませんでしょうか？","@MYNAME님, 괜찮으시다면
제게 알배기해삼을 １마리
나눠 주실 수 없을까요?"
474,5,"もちろんお礼はいたします。
どうかよろしくお願いします！","물론 답례는 하겠습니다.
부디 잘 부탁드려요!"
577,6,"よろしければ子持ちナマコを１匹
譲ってはいただけませんでしょうか？","괜찮으시다면 알배기해삼을 １마리
나눠 주실 수 없을까요?"
664,7,"手に入ったら、
猟団部屋まで持ってきてください。
どうかよろしくお願いします！","구하시면
수렵단실로 가져다주세요.
부디 잘 부탁드려요!"
789,8,"ありがとうございます！
これで新作料理に挑戦できますわ。","감사합니다!
이제 신작 요리에 도전할 수 있겠어요."
879,9,"どんな料理かですって？
うふふ、今回は自信作なんです。","어떤 요리냐고요?
후후, 이번엔 자신작이랍니다."
954,10,"子持ちナマコの塩漬けに
雷光虫のエキスを練りこんで、
さらに甲虫種の特濃液を…","알배기해삼의 소금절임에
뇌광충의 엑기스를 반죽해 넣고,
거기에 갑충종의 특농액을…"
1053,11,"ああ、きっと舌がシビれるような
素敵な料理になりますわね！","아아, 분명 혀가 얼얼해질 만큼
근사한 요리가 될 거예요!"
1132,12,"ティアラの驚く顔が
今から目に浮かぶようですわ。","티아라가 놀랄 얼굴이
벌써부터 눈에 선하네요."
1214,13,"ありがとうございました。
お礼に、@MYNAMEさんの狩りに
一度だけお供いたしますわね。","감사했습니다.
답례로 @MYNAME님의 사냥에
한 번만 동행해 드릴게요."
1318,14,"どんなクエストでも結構です。
ここでお待ちしておりますので、
いつでもお声がけください。","어떤 퀘스트든 상관없어요.
여기서 기다리고 있을 테니
언제든 말씀해 주세요."
