Offset,Hash,Original,Translation
95,0,"やあ、@MYNAME様！
ニャにかご用ですかニャ？","이야, @MYNAME님!
무슨 볼일이신가요냥?"
186,1,た、助けてくれー！,"사, 살려줘~!"
232,2,"タイゾウ！？
また来たニャ！？","타이조!?
또 왔다냥!?"
290,3,"なんだアンタ、
まだナターシャと揉めてるのかニャ？","뭐야 당신,
아직도 나타샤랑 다투고 있는 거냥?"
374,4,"いや、おかげでナターシャの機嫌は
大変よろしくなったんだ。","아니, 덕분에 나타샤의 기분은
아주 좋아졌다네."
453,5,ところが、そうなると今度はリアが…,"그런데, 그렇게 되니 이번엔 리아가…"
508,6,"タイゾウさん。
ここにいらしたのですね。","타이조 님.
여기에 계셨군요."
569,7,リ、リア！,"리, 리아!"
600,8,"あら、@MYNAME様もいらしたのね。
ごきげんよう。","어머, @MYNAME님도 와 계셨군요.
안녕하세요."
716,9,"歌姫にお仕えするアイルーさんたちも、
少しこの場をお借りしますわね。","가희를 모시는 아이루분들도,
잠시 이 자리를 좀 빌리겠어요."
812,10,"それは別に構わニャいが…。
一体ニャにを？","그건 딱히 상관없다냥…
대체 뭘 하려고냥?"
875,11,"タイゾウさん、覚えてらっしゃいますか？
先日、私たちは例のモンスターに対し
有効な戦術について話し合っていました。","타이조 님, 기억하고 계신가요?
얼마 전, 저희는 그 몬스터에 대한
유효한 전술에 대해 이야기를 나누고 있었죠."
1010,12,も、もちろん覚えているとも！,"무, 물론 기억하고 있다마다!"
1059,13,"議論は剣士とガンナー、
どちらの戦術が優れているかの
言い合いに発展しました。","논의는 검사와 거너,
어느 쪽의 전술이 더 뛰어난가 하는
말다툼으로 번졌었죠."
1158,14,"タイゾウさんはお優しい気性ゆえ、
私とナターシャさん、どちらの味方にもならず
場を収めようとしましたね。","타이조 님은 상냥한 성품이시기에,
저와 나타샤 님, 어느 쪽 편도 들지 않고
자리를 수습하려 하셨었죠."
1290,15,それは、君たちがあまりにも…,"그건, 자네들이 너무나도…"
1339,16,"けれど、タイゾウさんのガンランスは
私の大剣と同じ近接武器。","하지만, 타이조 님의 건랜스는
제 대검과 같은 근접 무기."
1420,17,"心の奥底では私に味方してくださっていると
思っていました。","마음속 깊은 곳에서는 저의 편을 들어주고 계신다고
생각하고 있었어요."
1499,18,"それなのにナターシャさんに味方して、
弓製作の手伝いをなさったそうですね。","그런데도 나타샤 님의 편을 들어,
활 제작을 도와주셨다고 하더군요."
1594,19,"ま、待ってくれ！
あれは、ナターシャが一方的に…！","자, 잠깐 기다려줘!
그건, 나타샤가 일방적으로…!"
1665,20,あん…？,네…?
