Offset,Hash,Original,Translation
103,0,"@MYNAME様！
たったいま武具工房から連絡があって、
バモート鋼が完成したそうですニャ！","@MYNAME님!
방금 막 장비공방에서 연락이 와서,
바모트강이 완성됐다고 합니다냐!"
217,1,これで穿龍棍が作れますニャ！,이걸로 천룡곤을 만들 수 있습니다냐!
266,2,"おめでとう、@MYNAME。
武具工房の親方に言えば、
穿龍棍の試作品を作ってくれるはずだ。","축하하네, @MYNAME.
장비공방의 대장장이에게 말하면
천룡곤 시작품을 만들어 줄 거야."
372,3,"そこで、提案なんだが…
ちょうど今、穿龍棍に慣れるためのクエストを
ギルドが出していてね。","그래서 말인데, 제안이 하나 있어…
마침 지금, 천룡곤에 익숙해지기 위한 퀘스트를
길드에서 내놓았거든."
483,4,"せっかくだし、君もそのクエストで
穿龍棍を試してみないか？","모처럼이니, 자네도 그 퀘스트에서
천룡곤을 시험해 보지 않겠나?"
575,5,"よし、決まりだ。
穿龍棍のお試しクエストは
広場の~C05Ｇ級クエスト受付~C00から受注できるはずだ。","좋아, 결정됐군.
천룡곤 체험 퀘스트는
광장의 ~C05Ｇ급 퀘스트 접수처~C00에서 수주할 수 있을 거야."
692,6,"~C05武具工房で穿龍棍を作った上で~C00、
お試しクエストを受注してくれ。","~C05장비공방에서 천룡곤을 만든 다음~C00,
체험 퀘스트를 수주해 줘."
783,7,"クエストを達成したら、
またここに戻ってきてくださいニャ。","퀘스트를 달성하면
다시 이곳으로 돌아와 주십시오냐."
862,8,"穿龍棍の製作とお試しクエスト、
がんばってきてくださいニャ！","천룡곤 제작과 체험 퀘스트,
힘내서 다녀와 주십시오냐!"
977,9,"~C05武具工房で穿龍棍を作った上で~C00、
お試しクエストを受注してくださいニャ。","~C05장비공방에서 천룡곤을 만든 다음~C00,
체험 퀘스트를 수주해 주십시오냐."
1076,10,"穿龍棍のお試しクエストは、
広場の~C05Ｇ級クエスト受付~C00から受注できますニャ。","천룡곤 체험 퀘스트는
광장의 ~C05Ｇ급 퀘스트 접수처~C00에서 수주할 수 있습니다냐."
1177,11,"穿龍棍の製作とお試しクエスト、
がんばってきてくださいニャ！","천룡곤 제작과 체험 퀘스트,
힘내서 다녀와 주십시오냐!"
1274,12,"@MYNAME様、
お待ちしておりましたニャ！","@MYNAME님,
기다리고 있었습니다냐!"
1334,13,"ついに穿龍棍を
完成させられましたニャ！
お見事ですニャ！","드디어 천룡곤을
완성시키셨습니다냐!
훌륭하십니다냐!"
1420,14,君なら必ずやってくれると思ってたよ。,자네라면 반드시 해낼 거라 생각했어.
1511,15,やあ皆さん、お揃いですナ。,"이거, 다들 모이셨군요."
1592,16,"フラウ…にキースじゃないか。
どうしたんだ？","플라우…에 키스 아닌가.
무슨 일이야?"
1712,17,"@MYNAMEが穿龍棍を作ったって聞いて
飛んできたんだよ。","@MYNAME가 천룡곤을 만들었다고 듣고
한걸음에 달려왔어."
1786,18,左様。,그렇습니다.
