Offset,Hash,Original,Translation
61,0,おっ、@MYNAMEじゃないか。,"오, @MYNAME 아니냐."
107,1,丁度いいところにきたな。,마침 잘 왔군.
152,2,"…実はまた少し悩みがあってだな…
少し相談に乗ってはくれないか…","…실은 또 좀 고민이 있어서 말이지…
조금 상담 좀 해주지 않겠나…"
249,3,ほ、本当か！？何度もすまないな。,"저, 정말인가!? 몇 번이나 미안하군."
302,4,お前さんにしか相談できなくてな…。,너한테밖에 상담할 수가 없어서 말이야….
357,5,"できれば、他の輩には聞かれたくない。
すまんが、祈樹の泉まで来てくれないか。","가능하면 다른 놈들에게는 들키고 싶지 않다.
미안하지만, 기수의 샘까지 와주지 않겠나."
453,6,"俺もすぐに行くから、
また先に行っていてくれないか。","나도 곧 갈 테니,
먼저 가 있어주지 않겠나."
538,7,"すまん、また祈樹の泉まで来てくれないか。
なかなか大声で話せる内容ではなくてな…","미안하다, 다시 기수의 샘까지 와주지 않겠나.
좀처럼 큰소리로 말할 수 있는 내용이 아니라서 말이야…"
639,8,"俺もすぐに後を追おう。
よろしく頼んだぞ。","나도 곧 뒤따라가마.
잘 부탁한다."
704,9,"いつもすまない、@MYNAME。","항상 미안하네, @MYNAME."
751,10,相談というのは…俺の椅子の件なんだが…,상담이라는 건… 내 의자 건인데 말이지…
823,11,"あの椅子が、壊れてしまってな。
あまりにも情けない壊れ方なもんで、
居てもたってもいられなくなってしまった。","그 의자가, 부서지고 말았어.
너무나도 한심한 부서지는 방식이라서,
가만히 있을 수가 없었다."
950,12,"そこに丁度お前さんが来たもんでな。
慌てて祈樹の泉へ逃げてきたという訳だ。","그때 마침 네가 와서 말이지.
허둥지둥 기수의 샘으로 도망쳐 온 거다."
1044,13,人には見せられん壊れ方だ…。,남에게 보여줄 수 없는 부서지는 방식이다….
1093,14,"そこで、だ。
また新しく作ろうと思ったんだが…","그래서, 말인데.
다시 새로 만들려고 생각했는데…"
1159,15,"狩猟に出かけるには移動を要するだろう。
俺はいつも、マイチェアに座っているからな。
備え付けの椅子に座っていては不審に思われる。","사냥을 나가려면 이동이 필요하겠지.
나는 항상, 마이체어에 앉아 있으니까 말이야.
비치된 의자에 앉아 있으면 수상하게 여겨질 거다."
1306,16,"そうなって訊かれた際に、
理由を説明したら恥ずかしいだろう…。
だから、代わりに素材を取ってきて貰いたいのだ。","그렇게 되어 질문을 받았을 때,
이유를 설명하면 창피하잖나….
그래서, 대신 소재를 가져다줬으면 하는 거다."
1448,17,"ああ、分かっているとも。
こんな情けない上に身勝手な頼みは聞き辛いだろう。","아아, 알고 있고말고.
이렇게 한심한 데다 제멋대로인 부탁은 듣기 힘들겠지."
1542,18,"だが、もはやお前さんにしか頼めないんだ。
この通りだ。頼む。","하지만, 이제 너한테밖에 부탁할 수가 없다.
이렇게 부탁한다. 부탁이다."
1622,19,「ティガレックス」を１頭、狩猟してきて貰いたい。,"「티가렉스」를 １마리, 사냥해와줬으면 한다."
1717,20,"俺はここで待っている。
すまないが、「ティガレックス」を１頭、
狩猟してきてはくれないか。","나는 여기서 기다리고 있으마.
미안하지만, 「티가렉스」를 １마리,
사냥해와주지 않겠나."
1828,21,"おお、@MYNAME！
ティガレックスを狩猟してきてくれたか。","오오, @MYNAME！
티가렉스를 사냥해와줬나."
1903,22,"ありがたい！
これで椅子を直せるぞ。","고맙군！
이걸로 의자를 고칠 수 있겠어."
1959,23,"どれ、さっさと作るか。
まずはこの革を広げて…","자, 얼른 만들어볼까.
우선 이 가죽을 펼치고…"
2025,24,"そうそう、ここを磨くと座り心地が良くなるんだ。
だが、逆に磨きすぎると脆くなってしまう。","맞아 맞아, 여기를 다듬으면 앉은 느낌이 좋아지지.
하지만, 반대로 너무 다듬으면 약해지고 말아."
2133,25,"この辺の匙加減は難しいんだがな。
もう椅子作りには慣れたもんだ。","이쯤에서 조절하는 게 어렵긴 하지만.
이제 의자 만들기는 익숙해졌지."
2224,26,"色々な素材で試したが、
今のところは轟竜の素材が最もフィットしている。
やはり素材には拘った方が良いという事が……","다양한 소재로 시험해봤지만,
지금으로서는 굉룡의 소재가 가장 잘 맞더군.
역시 소재에는 신경 쓰는 편이 좋다는 게……"
2377,27,"どうだ、出来たぞ！
ンハハ！　手先の器用なもんだろう。","어떠냐, 완성했다！
음하하！　손재주가 좋지 않나."
2451,28,いやはや、一時はどうなる事かと思ったが。,"이거 참, 한때는 어떻게 될까 싶었는데."
2525,29,"ああ。
@MYNAME、今回も本当に世話になった。
礼の言いようもない。","그래.
@MYNAME, 이번에도 정말 신세를 졌군.
뭐라 감사해야 할지 모르겠다."
2609,30,いつものように、俺に狩りを手伝わせて欲しい。,"평소처럼, 나에게 사냥을 돕게 해줬으면 한다."
2674,31,"猟団部屋で待っているから、
いつでも呼んでくれ。","수렵단실에서 기다리고 있을 테니,
언제든 불러 줘."
