Offset,Hash,Original,Translation
61,0,"こんにちは、@MYNAME様。
その節はお世話になりました。","안녕하세요, @MYNAME님.
그때는 신세 많이 졌어요."
135,1,"おかげさまで、お花の病気は
すっかり良くなりましたよ。","덕분에 꽃의 병이
말끔히 나았어요."
210,2,けれど、それも一時のこと…,하지만 그것도 잠시뿐…
257,3,"あの痛ましい事故以来、
お花はまた弱ってしまいました。","그 가슴 아픈 사고 이후로
꽃은 다시 약해지고 말았어요."
332,4,"それは、私が部屋のお掃除を
していた時のことです。","그건 제가 방을 청소하고
있을 때의 일이에요."
403,5,"足元に置いていた荷物につまづいて、
手に持っていたものを
お花の上にぶちまけてしまったんです。","발밑에 두었던 짐에 걸려 넘어져서
손에 들고 있던 것을
꽃 위에 쏟아버리고 말았어요."
518,6,手に持っていたものは、劇薬でした…,손에 들고 있던 건 극약이었어요…
573,7,"それから懸命にお世話をしても、
お花は弱っていくばかりです。","그 후로 열심히 돌봐도
꽃은 약해지기만 해요."
654,8,本当に可哀相なことをしたと、胸が痛みます。,"정말 못할 짓을 했다고, 가슴이 아파요."
717,9,"水だけでは良くなりそうにありませんので、
以前@MYNAME様とお作りした甲殻種のスープを
与えてみようとおもうのです。","물만으로는 나아질 것 같지 않아서
예전에 @MYNAME님과 함께 만들었던 갑각종 수프를
줘볼까 해요."
851,10,"滋養強壮に効くあのスープなら、
きっと元気を取り戻してくれるでしょう。","자양강장에 효과가 있는 그 수프라면
분명 기운을 되찾아줄 거예요."
942,11,@MYNAME様、また協力していただけますか？,"@MYNAME님, 다시 협력해주실 수 있나요?"
1015,12,"@MYNAME様はタイクンザムザを
一匹狩猟していただければ結構ですから。","@MYNAME님은 타이쿤자무자를
한 마리만 사냥해주시면 되니까요."
1103,13,"きちんとお礼はしますので、
狩猟が終わりましたらここに来てください。
どうかお願いします。","제대로 사례는 할 테니
사냥이 끝나면 이곳으로 와주세요.
부디 부탁드립니다."
1226,14,"タイクンザムザの狩猟をお願いします。
狩猟が終わりましたら、
猟団部屋でご報告をお願いします。","타이쿤자무자 사냥을 부탁드립니다.
사냥이 끝나면
수렵단실에서 보고해 주세요."
1339,15,"きちんとお礼はしますので、
どうかお願いします。","사례는 확실히 하겠으니,
부디 부탁드립니다."
1410,16,"タイクンザムザを狩猟してくださったのですね。
ありがとうございます！","타이쿤자무자를 사냥해 주셨군요.
감사합니다!"
1499,17,おかげさまで、甲殻種のスープの材料が揃いました。,덕분에 갑각종 수프의 재료가 모였습니다.
1568,18,きっと、これでお花も元気になると思います。,이제 분명 꽃도 다시 기운을 차릴 거예요.
1631,19,"お礼に、また@MYNAME様の狩りに
お供いたしますね。","답례로, 다시 @MYNAME님의 사냥에
동행하겠습니다."
1701,20,"感謝の気持ちを込めて大剣を振るいますので、
どうぞご期待ください！","감사하는 마음을 담아 대검을 휘두를 테니,
부디 기대해 주세요!"
