Offset,Hash,Original,Translation
61,0,"う、うぅぅ…。
@MYNAME…い、いいところへ…","으, 으으윽…
@MYNAME…자, 잘 왔어…"
138,1,"く、苦しい…。
おなかが痛くて死にそうだ…","크, 괴로워…
배가 아파서 죽을 것 같아…"
201,2,"悪いけど、解毒薬を…
解毒薬を持ってきてくれないか！？","미안한데, 해독약을…
해독약을 가져다줄 수 없을까!?"
276,3,"ひ、１つや２つじゃとても足りない…！
１０個だ！解毒薬を１０個くれ！","히, １개나 ２개로는 도저히 부족해…!
１０개다! 해독약을 １０개 줘!"
391,4,"悪いけど、解毒薬を…
解毒薬を猟団部屋まで
持ってきてくれないか！？","미안한데, 해독약을…
해독약을 수렵단실까지
가져다줄 수 없을까!?"
479,5,"ひ、１つや２つじゃとても足りない…！
１０個だ！解毒薬を１０個くれ！","히, １개나 ２개로는 도저히 부족해…!
１０개다! 해독약을 １０개 줘!"
596,6,"ふう、ありがとう。
なんとか助かったよ。
危うく意識を失うところだった。","후우, 고마워.
어떻게든 살았어.
하마터면 의식을 잃을 뻔했어."
701,7,え？何があったかって？,어? 무슨 일이 있었냐고?
744,8,"それがさあ、
レジェンドラスタのユウェルって女が、
お菓子をくれたんだよ。","그게 말이야,
레전드 라스터인 유웰이라는 여자가,
과자를 줬거든."
839,9,"蜜トンボの蜜で作った、
甘くて美味しいケーキとかいってさ。","꿀 잠자리의 꿀로 만든,
달콤하고 맛있는 케이크라고 하더라고."
918,10,"ところが、食べてみれば
この有様だよ！","그런데, 먹어보니
이 꼴이라니까!"
977,11,"ありゃ蜜トンボじゃなくて、
カゲロウトンボか何かだね。
とても人間の食べ物じゃなかったよ！","그건 꿀 잠자리가 아니라,
카게로톤보인가 뭔가였어.
도저히 인간이 먹을 게 아니었다고!"
1088,12,"ああ、酷い目に遭った。
あんたもユウェルって女には
気をつけた方がいいよ。","아아, 심하게 당했어.
당신도 유웰이라는 여자는
조심하는 게 좋을 거야."
1196,13,"ともあれ、お礼をしなくちゃね。
またあんたの狩りに１回だけ
つきあうってのはどうかな？","아무튼, 답례를 해야지.
다시 당신 사냥에 １회만
같이 가는 건 어떨까?"
1303,14,"獲物はなんだっていいよ。
ここにいるから、準備ができたら
声をかけてよね。","사냥감은 뭐든 상관없어.
여기 있을 테니, 준비되면
말 걸어줘."
