Offset,Hash,Original,Translation
61,0,@MYNAME、こんにちは。,"@MYNAME, 안녕."
103,1,"この間は苦労かけたわね。
おかげでいい枕が手に入ったわ。","지난번엔 고생시켰네.
덕분에 좋은 베개를 얻었어."
180,2,"本当にふわふわで寝心地がよくて、
素晴らしい枕ね。","정말 폭신폭신하고 잠자리가 편해서
훌륭한 베개야."
251,3,"でもね@MYNAME。
なにごとも中途半端はよくないと思わない？","그런데 말이야, @MYNAME.
뭐든지 어중간한 건 좋지 않다고 생각하지 않아?"
329,4,"例えば、頭の防具だけ頑張って強化していっても、
手足の防具が生産段階のままだったら
防御力は伸びないわよね？","예를 들어 머리 방어구만 열심히 강화해도
팔다리 방어구가 생산 단계 그대로라면
방어력은 늘지 않잖아?"
458,5,"それと同じで、
枕だけいいものにしてもダメなのよ。","그거랑 마찬가지로
베개만 좋은 걸로 해봤자 소용없어."
529,6,"布団も最高のものにして初めて、
完璧な眠りが得られるんじゃないかしら。","이불도 최고의 것으로 해야 비로소
완벽한 잠을 얻을 수 있는 거 아닐까."
620,7,"そういう訳だから、
今度はふかふかな羽毛布団を作ろうと思ってね。
また@MYNAMEに協力して欲しいの。","그런 이유로
이번엔 폭신폭신한 오리털 이불을 만들려고 해.
또 @MYNAME이 도와줬으면 해."
751,8,"そうね…ヒプノックの尾羽根だったら、
羽毛布団に最適だと思うわ。","그러네… 히프노크의 꼬리깃털이라면
오리털 이불에 최적일 것 같아."
836,9,"ヒプノックを狩猟してくれたら、
またあなたの狩りに付き合ってあげる。","히프노크를 사냥해주면
또 네 사냥에 함께해줄게."
925,10,"狩猟が終わったら、
ここまで報告に来て頂戴。
こんなおいしい話、めったにないわよ？","사냥이 끝나면
여기까지 보고하러 와줘.
이런 좋은 이야기, 흔치 않잖아?"
1026,11,それじゃ、よろしくね。,그럼 잘 부탁해.
1082,12,"ヒプノックを狩猟して欲しいの。
協力してくれたら、
またあなたの狩りに付き合ってあげるわよ。","히프노크를 사냥해줬으면 해.
도와주면
또 네 사냥에 함께해줄게."
1193,13,"狩猟が終わったら、
ここまで報告に来て頂戴。
こんなおいしい話、めったにないわよ？","사냥이 끝나면
여기까지 보고하러 와줘.
이런 좋은 이야기, 흔치 않잖아?"
1296,14,"おかえりなさい。
ヒプノックを狩猟してくれたようね。","어서 와.
히프노크를 사냥해온 모양이네."
1369,15,"これで羽毛布団が作れるわ。
ありがとう。","이걸로 오리털 이불을 만들 수 있겠어.
고마워."
1430,16,"約束した通り、
あなたの狩りに付き合ってあげる。","약속한 대로
네 사냥에 함께해줄게."
1499,17,"相手はなんだっていいけど、
あんまり退屈なのはイヤよ？","상대는 뭐든 상관없지만
너무 지루한 건 싫어?"
1587,18,"もし私に退屈な思いをさせたら、
罰として肩もみ１０分だからね。","만약 나를 지루하게 만들면
벌로 어깨 안마 10분이야."
1670,19,"それじゃ、私の力が必要になったら
声をかけてちょうだい。","그럼 내 힘이 필요해지면
말 걸어줘."
1747,20,"あなたに弓の強さと美しさを
見せつけてあげるわ！","너에게 활의 강함과 아름다움을
보여줄게!"
