Offset,Hash,Original,Translation
86,0,……すー,……새근
154,1,…はっ！,…헉!
183,2,な、なに人の顔じろじろ見てるのよ？,"뭐, 뭘 그렇게 남의 얼굴을 빤히 쳐다보는 거야?"
251,3,"いやね。
私がこんな場所で
うたた寝なんかするはずないじゃない。","참 나.
내가 이런 곳에서
깜빡 졸 리가 없잖아."
336,4,"いまのはちょっと、
考えごとをしていただけよ。","방금 건 그냥
생각 좀 하고 있었을 뿐이야."
403,5,ところで@MYNAME、いま時間ある？,"그건 그렇고 @MYNAME, 지금 시간 있어?"
455,6,"ちょっと相談したいことがあるの。
ここじゃ落ち着かないから、
祈樹の泉まで来て欲しいんだけど。","잠깐 상의하고 싶은 게 있어.
여긴 마음이 안 놓이니까
기수의 샘까지 와줬으면 하는데."
583,7,"一刻を争う事態なのよ。
場合によっては、メゼポルタの存続に関わるわ。","일각을 다투는 사태야.
경우에 따라서는 메제포르타의 존속이 달린 일이야."
672,8,"そういうわけだから、
寄り道せずにさっさと来てよね。","그러니까
딴 데 들르지 말고 얼른 와."
745,9,じゃあ、待ってるから。,"그럼, 기다리고 있을게."
801,10,"ちょっと相談したいことがあるの。
ここじゃ落ち着かないから、
祈樹の泉まで来てくれない？","잠깐 상의하고 싶은 게 있어.
여긴 마음이 안 놓이니까
기수의 샘까지 와주지 않을래?"
919,11,あら@MYNAME。ちゃんと来てるわね。,어머 @MYNAME. 제대로 왔네.
973,12,"相談っていうのは、
夜にベッドの中で使うアレのことなの。","상의하고 싶다는 건
밤에 침대에서 쓰는 그거에 관한 거야."
1050,13,"最近、アレを新しくしたんだけど、
体に合わないのか全然気持ち良くなくて。","요즘 그걸 새로 바꿨는데,
몸에 안 맞는지 전혀 기분이 좋지 않아서."
1143,14,"おかげで寝つきは悪くなるし、
肩は凝るしで困ってるのよ。","그 바람에 잠도 잘 안 오고
어깨는 뭉치고 곤란해 죽겠어."
1220,15,"睡眠不足は美容の敵。
１日でも早くアレを作り直したいから、
手伝ってくれる？","수면 부족은 미용의 적.
하루라도 빨리 그걸 다시 만들고 싶으니까
좀 도와줄래?"
1330,16,"アレってなにかって？
枕に決まってるじゃない。
それ以外になにがあるのよ。","그게 뭐냐고?
베개인 게 당연하잖아.
그것 말고 또 뭐가 있겠어."
1425,17,"このままじゃレジェンドラスタの仕事にも
影響が出かねないわ。","이대로라면 레전드 라스터로서의 일에도
지장이 생길지 몰라."
1506,18,"…メゼポルタの存続に関わるなんて言うから、
もっと大変なことかと思った？","…메제포르타의 존속이 달렸다고 하니까
더 큰일인 줄 알았어?"
1599,19,"あのね、この天才弓使いの私が、
睡眠不足でふらふらなのよ。","있잖아, 이 천재 활잡이인 내가
수면 부족으로 비틀거리고 있다고."
1678,20,メゼポルタの未来を左右する大問題でしょ。,메제포르타의 미래를 좌우하는 큰 문제잖아.
1739,21,"メゼポルタの未来のためにも、
あなたには寝心地のいい枕について、
調べてきて欲しいの。","메제포르타의 미래를 위해서라도
너한테는 잠자리 편한 베개에 대해
알아봐 줬으면 해."
1846,22,"そうねえ。
チルカが枕にこだわりを持っているって話は、
聞いたことがあるわ。","그러고 보니.
칠카가 베개에 나름 고집이 있다는 얘기를
들은 적이 있어."
1943,23,"とりあえず、チルカのところへ
行ってみてちょうだい。","일단 칠카한테
가 보도록 해."
2036,24,"チルカが枕にこだわりを持っているって話を
聞いたことがあるわ。","칠카가 베개에 나름 고집이 있다는 얘기를
들은 적이 있어."
2119,25,"とりあえず、チルカのところへ
行ってみてちょうだい。","일단 칠카한테
가 보도록 해."
2194,26,"わあ、チルカと契約してくれるのぉ？
狩猟笛を選ぶなんて、お目が広い！
…ん？高い？","와아, 칠카랑 계약해주는 거예요~?
수렵피리를 고르다니, 안목이 넓으시네요!
…음? 비싸다구요?"
2297,27,どっちでもいっかあ～。,어느 쪽이든 상관없나~.
2340,28,え？寝心地のいいまくらについて知りたい？,네? 잠자리 편한 베개에 대해 알고 싶다구요?
2414,29,"もちろん、知ってますよお～！
チルカ、夢を見るのが大好きなんですよぅ。","물론 알고 있어요~!
칠카는 꿈꾸는 걸 정말 좋아하거든요."
2505,30,だから当然、まくらにもこだわりがあるんです。,그러니까 당연히 베개에도 고집이 있는 거예요.
2570,31,"そのせいか、たまに言われるんだよねぇ。
チルカは起きていても夢を見てるみたいだって！","그 탓인지 가끔 그런 말을 듣곤 해요.
칠카는 깨어 있어도 꿈꾸는 것 같다고!"
2675,32,すごいでしょ？でしょ～？,대단하죠? 그렇죠~?
2720,33,"あ、まくらの作り方なら、
チルカが直接ナターシャさんに教えるよお。","아, 베개 만드는 법이라면
칠카가 직접 나타샤 씨한테 알려줄게요."
2807,34,"伝言って、しっかり覚えてるつもりでも
間違えちゃったりしますから。","전언이란 게, 확실히 기억한다고 생각해도
틀리게 전달되곤 하니까요."
2894,35,チルカも経験あるから分かります！,칠카도 경험이 있어서 알아요!
2947,36,"チルカは後から行くんで、
キミは先に祈樹の泉へ行っててね！","칠카는 나중에 갈 테니까
당신은 먼저 기수의 샘에 가 있어요!"
3039,37,"チルカが枕にこだわりを持っているって話を
聞いたことがあるわ。","칠카가 베개에 나름 고집이 있다는 얘기를
들은 적이 있어."
3122,38,"チルカに話を聞いてくれたら、
祈樹の泉でまた話しましょう。
忘れずに、必ず来るのよ？","칠카한테 얘기를 듣고 나면
기수의 샘에서 다시 얘기하자.
잊지 말고 꼭 와야 해?"
3234,39,"おかえりなさい。
どう、枕についてなにか分かった？","어서 와.
어때, 베개에 대해 뭔가 알아냈어?"
3312,40,こんにちはー！,안녕하세요~!
3388,41,あら、わざわざ来てくれたの。,"어머, 일부러 와줬구나."
3444,42,"もちろん！
人の猟団部屋で、よだれ垂らして寝るほど
睡眠不足の仲間を放っておけないよ！","당연하죠!
남의 수렵단실에서 침 흘리며 잘 정도로
수면 부족인 동료를 내버려 둘 순 없잖아요!"
3592,43,"…@MYNAME、余計なことを言ったわね。
覚えておきなさいよ。","…@MYNAME, 쓸데없는 소리를 했구나.
각오해 두는 게 좋을 거야."
3677,44,"で、チルカは寝心地のいい枕の
作り方を知ってるの？","그래서, 칠카는 잠자리 편한 베개
만드는 법을 알고 있어?"
3748,45,"うん！
寝心地のいいまくらに必要な条件は３つ！","네!
잠자리 편한 베개에 필요한 조건은 세 가지예요!"
3815,46,"ひとつめは、柔らかさ！
ふたつめは、いい香り！","첫 번째는 부드러움!
두 번째는 좋은 향기!"
