Offset,Hash,Original,Translation
0,238,"ＤＭ
",
0,238,"うむ。よく来たな！我輩は待ちくたびれて
立ったまま寝てしまうところだったぞ！","음. 잘 왔구나! 본좌는 기다리다 지쳐
선 채로 잠들어 버릴 뻔했다!"
0,238,"よし！今回もガッツリミッションを達成して
来るが良い！","좋다! 이번에도 확실히 미션을 달성하고
오거라!"
0,238,"ミッションを受け、対象のクエストに出発する
時、パーティーに空きがある場合は、びっくり！
我輩が同行するサービス付きだ！
はっはっは！","미션을 받고, 대상 퀘스트로 출발할
때, 파티에 빈자리가 있으면, 깜짝 놀랄지어다!
본좌가 동행하는 서비스까지 붙어 있다!
하하하하!"
0,238,"おっと…。すでにミッションは全て
達成済みではないか！また新しいミッションを
用意するまで、己を磨いておくことだな！
ナッハッハッ！","이런…. 이미 미션은 전부
달성했지 않느냐! 또 새로운 미션을
준비할 때까지, 스스로를 갈고닦아 두거라!
나핫핫핫!"
0,238,"我輩と貴様は、これから長い付き合いをするわけ
だ。そこで、まずは貴様の腕前を知った上で、
今後のミッション準備やらをしようと思う。","본좌와 그대는, 앞으로 오랜 인연을 맺게
될 것이다. 그러니, 먼저 그대의 실력을 파악한 후에,
앞으로의 미션 준비 등을 하려 한다."
0,238,"と言うわけで、まずはこれから挑戦して
もらおうじゃないか！ミッションＯＫ？","그런 이유로, 우선은 이것부터 도전해
보거라! 미션 좋으냐?"
0,238,"秘伝書を手に入れたは良いが、振り出しに
戻った感じがする…とか思っていないか？
けしからん！初心忘るべからず。
あの頃を思い出せ！","비전서를 손에 넣은 것은 좋지만,
원점으로 돌아온 듯한 기분이 든다…라고
생각하는 것은 아니겠지? 괘씸하다!
초심을 잊지 말지어다. 그때를 떠올려라!"
0,238,"何にでも緊張し、慎重に挑んでいたあの頃を…。
と言うわけで、今回はこれに挑戦してもらおう
じゃないか！ミッションＯＫ？","무엇에든 긴장하고, 신중하게 임했던 그때를….
그런 이유로, 이번에는 이것에 도전해
보거라! 미션 좋으냐?"
0,238,"腕前を知りたい割に、小型ばかり…。
そんなつぶやき声が我輩の胸に聞こえて来たぞ！
たわけがっ！しかし、我輩もそろそろ
この辺のモンスターで、","실력을 알고 싶다면서, 소형만…
그런 중얼거림이 본좌의 가슴에 들려왔다!
어리석은 놈! 하지만, 본좌도 슬슬
이 근방의 몬스터로,"
0,238,"貴様の腕前を見てみたくなったぞ。
と言うわけで、今回はこれに挑戦してもらおう
じゃないか！ミッションＯＫ？","그대의 실력을 보고 싶어졌다.
그런 이유로, 이번에는 이것에 도전해
보거라! 미션 좋으냐?"
0,238,"一方的すぎて肩透かしを食らっているようだと
言わんばかりな顔をしているが、笑止！
何事にも段階・順番は必要なのだ！
では少し趣を変えてみようじゃないか。","너무 일방적이라 맥이 빠진다는 듯한 얼굴을
하고 있구나만, 우습도다! 무슨 일에든
단계·순서는 필요한 법이다! 그럼 조금
분위기를 바꿔 보자꾸나."
0,238,"と言うわけで、今回はこれに挑戦してもらおう
じゃないか！ミッションＯＫ？","그런 이유로, 이번에는 이것에 도전해
보거라! 미션 좋으냐?"
0,238,"よいか！１つ前のミッション。
閃光は使うもので、食らうものではない！
かつて書き込んだ心のメモを、よく読み返し
ておくことだ！","알겠느냐! 하나 전의 미션.
섬광은 쓰는 것이지, 당하는 것이 아니다!
예전에 적어 둔 마음의 메모를, 잘 다시 읽어
두거라!"
0,238,"よし！では次なる復習として、今回はこれに
挑戦してもらおうじゃないか！
ミッションＯＫ？","좋다! 그럼 다음 복습으로, 이번에는 이것에
도전해 보거라!
미션 좋으냐?"
0,238,"貴様の立ち回りや思考…少しずつ見えてきたぞ！
さすが我輩！はっはっは！
しかし、まだ確認したいことがいくつか残って
いるので","그대의 몸놀림과 사고…조금씩 보이기 시작했구나!
역시 본좌로다! 하하하하!
하지만, 아직 확인하고 싶은 것이 몇 가지 남아
있으니"
0,238,"今度は甲殻種であるこれに挑戦してもらおう
じゃないか！ミッションＯＫ？","이번에는 갑각종인 이것에 도전해
보거라! 미션 좋으냐?"
0,238,"…その冷ややかな眼。何事にも「メリハリ」は
重要ではないか！良いか？手ぬるいと
思って挑んでは怪我の元だ！","…그 차가운 눈. 무슨 일이든 「강약 조절」은
중요하지 않느냐! 알겠느냐? 만만하다고
생각하고 임하면 다칠 수 있다!"
0,238,"よし！納得できたところで、
今回はこれに挑戦してもらおうじゃないか！
ミッションＯＫ？","좋다! 납득했으니,
이번에는 이것에 도전해 보거라!
미션 좋으냐?"
0,238,"すでにゲリョスはミッションとして紹介
している。が！これは【亜種】なのである！
弱点属性が違っていたりと、その変化に対応でき
るか否かが求められるのである！よいか？","이미 게료스는 미션으로 소개 했다. 하지만!
이것은 [아종]이다! 약점 속성이 다르기도
하고, 그 변화에 대응할 수 있는지 여부가
요구되는 법! 알겠느냐?"
0,238,"では、今回はこの亜種に挑戦だ！
ミッションＯＫ？","그럼, 이번에는 이 아종에 도전이다!
미션 좋으냐?"
0,238,"はっはっは！たかだか１つのモンス
ター亜種ごときで、関心などするか！笑止！
属性だけでなく、肉質にも注意・対応が必要なの
である！","하하하하! 고작 몬스터 아종 하나 정도에, 관심
따위 가지겠느냐! 우습도다! 속성뿐만 아니라,
육질에도 주의·대응이 필요한 법이다!"
0,238,"さ、今回はこれだ！貴様の腕前を、これでも
確認させてもらうぞ！よいか！
ミッションＯＫ？","자, 이번에는 이것이다! 그대의 실력을, 이것으로도
확인해 보겠다! 알겠느냐!
미션 좋으냐?"
0,238,"貴様の行動をこれまで見て来たのだが、なるほ
ど…ここまで運で来ていた訳ではないということ
は納得したぞ！我輩もこれからが楽しみ
になってきた！","그대의 행동을 지금껏 지켜보았는데, 과연…
여기까지 운으로만 온 것은 아니라는 것을
납득했다! 본좌도 앞으로가 기대 되는구나!"
