Offset,Hash,Original,Translation
74,0,"やあ、@MYNAME。
相変わらず元気そうだね。","야, @MYNAME.
여전히 건강해 보이네."
136,1,"そうそう、ちょっとあんたに
聞きたいことがあるんだけどさ。
コナマキダケって知ってる？","맞다, 잠깐 당신한테
물어보고 싶은 게 있는데.
코나마키다케라고 알아?"
256,2,"そう、タイクンザムザを狩った時に、
ヤツが落とすキノコのことだよ。","그래, 타이쿤자무자를 사냥했을 때,
그놈이 떨어뜨리는 버섯 말이야."
343,3,"触ると粉を吹くんだけどさ、
蜜を絡めたダンゴにその粉をかけると、
甘くてこれが美味いんだ！","만지면 가루가 날리는데,
꿀을 묻힌 경단에 그 가루를 뿌리면,
달콤해서 이게 진짜 맛있어!"
454,4,"アタシ、あのダンゴが大好きで…
って、アタシっぽくない？
あははは。","나, 그 경단을 정말 좋아해서…
라니, 나답지 않지?
아하하하."
543,5,"実はアタシ、美味いものに目がなくてさ。
特に甘いものが大好きなんだ。
他の連中には内緒だよ？","사실 나, 맛있는 거라면 사족을 못 써.
특히 단 걸 정말 좋아해.
다른 애들한테는 비밀이야?"
656,6,"でさあ、良かったら
コナマキダケを少しわけて欲しいんだ。","그래서 말이야, 괜찮으면
코나마키다케를 조금 나눠줬으면 해."
746,7,"もちろん、お礼はするからさ。
頼んだよ、@MYNAME！","물론, 답례는 할 테니까.
부탁할게, @MYNAME!"
829,8,"良かったら、
コナマキダケを少しわけて欲しいんだ。","괜찮으면,
코나마키다케를 조금 나눠줬으면 해."
900,9,"もちろん、お礼はするからさ。
頼んだよ、@MYNAME！","물론, 답례는 할 테니까.
부탁할게, @MYNAME!"
998,10,"コナマキダケを持ってきてくれたんだね。
ありがとう。","코나마키다케를 가져다준 거구나.
고마워."
1071,11,"いつもホントごめんね。
あんたには感謝してるよ。","항상 정말 미안해.
당신한테는 감사하고 있어."
1140,12,"そういえば、ウワサで聞いたんだけど、
レジェンドラスタのユウェルって女が
料理に詳しいんだって。","그러고 보니, 소문으로 들었는데,
레전드 라스터인 유웰이라는 여자가
요리에 빠삭하대."
1257,13,"お菓子も作れるのかなぁ。
今度、話しかけてみようかなぁ…","과자도 만들 수 있으려나.
다음에, 말 걸어볼까나…"
1347,14,"ああ、ごめんごめん。
あんたにお礼をしなきゃね。","아, 미안 미안.
당신한테 답례를 해야겠네."
1416,15,"またあんたの狩りに
１回だけつきあうよ。","다시 당신 사냥에
１회만 같이 가줄게."
1477,16,"獲物はなんだっていいよ。
ここにいるから、準備ができたら
声をかけてよね。","사냥감은 뭐든 상관없어.
여기 있을 테니, 준비되면
말 걸어줘."
