Offset,Hash,Original,Translation
67,2996971483,"これは@MYNAME様。
ニャにかご用ですかニャ？","이거 @MYNAME님.
무슨 볼일이신가요냥?"
145,2635510101,"おかげさまで、近頃祈樹の泉では
平穏な日々が続いておりますニャ。","덕분에, 요즘 기수의 샘에서는
평온한 나날이 계속되고 있다냥."
230,1378078853,"歌姫さまもくつろいでおられるようで
なによりですニャ。","가희님도 편히 쉬고 계신 듯하여
다행이다냥."
305,4084339099,"ホント、このまま平穏な日々が続くと
良いですニャぁ。","정말로, 이대로 평온한 나날이 계속되면
좋겠다냥~."
378,1791923392,はーい！こんにちは！,네~! 안녕하세요!
419,1407932044,………,
428,1710690026,・,
453,1407932044,………,
487,279034562,"ちょ、ちょっとぉ！
キミたち、なんでそんなに残念そうな
顔するんだよ！","자, 잠깐만!
너희들, 왜 그렇게 아쉬운 듯한
표정을 짓는 거야!"
578,4071029250,"残念だからに決まってるぜニャ。
ああ、平穏の壊れる音が聞こえるぜニャ。","아쉬우니까 그런 거다냥.
아아, 평온이 깨지는 소리가 들린다냥."
669,3996421100,やだなぁ、ひとをやっかい事製造機みたいに。,"아이 참, 사람을 무슨 골칫거리 제조기처럼."
745,3149890045,"ボクはこれでもレジェンドラスタだからね！
やっかい事なら解決するのが専門だよ！","나 이래 봬도 레전드 라스터니까!
골칫거리라면 해결하는 게 전문이야!"
851,928431504,"そのレジェンドラスタに、何度もやっかい事を
持ち込まれて困っているのニャ！","그 레전드 라스터한테, 몇 번이나 골칫거리를
떠맡아서 곤란하다냥!"
946,861742411,"まあまあ。
そう言わずに話だけでも聞いてよ。","자자.
그렇게 말하지 말고 이야기만이라도 들어봐."
1018,1731756107,"実はね、昨日見た夢の中に
トキシが出てきたんだよ！","실은 말이야, 어제 꾼 꿈속에
토키시가 나왔어!"
1089,3406301274,"…トキシって、あの行方不明になった
ハンターのトキシかニャ？","…토키시라면, 그 행방불명된
헌터 토키시 말이냐냥?"
