Offset,Hash,Original,Translation
0,2,"ＤＭ
",
0,2,"うむ。
では引き続き、メゼポルタフェスタを
楽しんで来るのじゃ！","음.
그럼 계속해서 메제포르타 페스타를 즐기고 오너라!"
0,2,"~C05メゼフェス１人用券~C00が~C05１枚~C00必要じゃ。
１人用のどのゲームが選ばれるか分からない。
各ゲームの操作やルールは把握済みじゃな？
もろもろの準備は良いか？","~C05메제페스 1인용권~C00이 ~C051장~C00 필요하다.
1인용 게임 중 어느 것이 선택될지는 알 수 없다.
각 게임의 조작이나 룰은 파악하고 있겠지?
이런저런 준비는 되었느냐?"
0,2,うむ。では楽しんでくるのじゃぞ！,음. 그럼 즐기고 오너라!
0,2,"うぅーむ。残念だがメゼフェス１人用券が
底をついているようじゃな。
次回開催の時にまた発行されるので、それまで
待つか、各ゲームの「ゲームを試す」で遊ぶと
よいぞ。","으으음. 아쉽지만 메제페스 1인용권이 바닥난 모양이구나.
다음 개최 때 다시 발행되니 그때까지 기다리거나, 각 게임의 「게임을 시험해보기」로 노는 것이 좋겠다."
0,2,"おっと。そうじゃった。もう開催は終了しているようじゃな。
ここにいても何も出来ないし、間もなく自動的に
メゼポルタ広場へ移動になるだろうから、別の
ワールドへ移動すると良いぞ。","이런. 그랬지. 벌써 개최가 종료된 모양이구나.
여기 있어도 아무것도 할 수 없고, 곧 자동으로 메제포르타 광장으로 이동될 테니, 다른 월드로 이동하는 것이 좋겠다."
0,2,"おお、お前か！よく来たな。
ここではゲームで手に入れたフェスポイントを
各種アイテムと交換するほか、１人用ゲームを
ランダムで開始する代わりにランダムボーナス
が発生する「ランダム開始」が選べるぞ！","오오, 너로구나! 잘 왔다.
여기서는 게임으로 얻은 페스포인트를 각종 아이템과 교환하는 것 외에, 1인용 게임을 무작위로 시작하는 대신 랜덤 보너스가 발생하는 「무작위 시작」을 선택할 수 있다!"
0,2,End of Line,
1,3,"ＤＭ
",
1,3,"お？もう終わりかい？

また来るんだぜい！！","오? 벌써 끝이냐?

또 오라구!!"
1,3,"このゲームは、~C05メゼフェス１人用券~C00が
~C05１枚~C00必要になるぜい。
フェスポイントも獲得できるって寸法だ！
どうだい？遊んでみるかい？遊ぶよな？","이 게임은 ~C05메제페스 1인용권~C00이 ~C051장~C00 필요하다구.
페스포인트도 획득할 수 있다는 계산이지!
어때? 놀아볼래? 놀 거지?"
1,3,"はっはぁー！いいねぇ！行ってらっしぇーい！
せーのっ！
タルにゃげどっかーん！ハーハッハッハー！","하하아~! 좋아! 다녀오세요이~!
하나 둘!
통던지냥, 펑~!! 하하핫하하~!"
1,3,"残念ながらメゼフェス１人用券が不足してるな。
練習ならできるんだが…。
次回開催の時に、また来るんだぜい！！","아쉽지만 메제페스 1인용권이 부족하네.
연습이라면 할 수 있지만…….
다음 개최 때 또 오라구!!"
1,3,"好きなだけ練習していきな！
まあ、フェスポイントは獲得できねぇが、
やるか？やるよな？","마음껏 연습하고 가라!
뭐, 페스포인트는 획득 못 하지만, 할래? 할 거지?"
1,3,"行ってらっしぇい！
せーのっ！
タルにゃげどっかーん！ハッハッハー！","다녀오세요이!
하나 둘!
통던지냥, 펑~!! 하핫하하~!"
1,3,"こりゃーまいったな。
もう開催は終了しているみてぇだ！
名残惜しいのは嬉しいが、そろそろメゼポルタ
広場に戻るころじゃねぇのかい？
また次回開催の時に来るんだぜい！！","이거 참 곤란한걸. 벌써 개최가 끝난
모양이다! 아쉬워하는 건 고맙지만, 슬슬
메제포르타 광장으로 돌아갈 때가 아니냐?
다음 개최 때 또 오라구!!"
1,3,"っしぇい！おっと、凄腕狩人さんじゃねえか。
ここは「どっかん！タルにゃげ」受付所だよ。
操作やルールについても確認してくれよな。","잇쳬이! 이런, 실력 좋은 사냥꾼 아니냐.
여기는 「펑! 통던지냥」접수처야.
조작이나 룰도 확인해줘라."
1,3,さぁ。遊んでいくかい？遊んでいくだろ？,자. 놀고 갈 텐가? 놀고 갈 거지?
1,3,End of Line,
2,4,"ＤＭ
",
2,4,また来てくださいね。私との約束、ですよ。,"또 와주세요. 저와의 약속, 이에요."
2,4,"「ニャれんどう」で遊ぶには、
~C05メゼフェス１人用券~C00が~C05１枚~C00必要ですよ。
チケットを消費して、さっそく遊びますか？","「냥련도」에서 놀려면 ~C05메제페스 1인용권~C00이 ~C051장~C00 필요해요.
티켓을 소비해서 바로 놀아보시겠어요?"
2,4,"はい。いってらっしゃい。
私…ハンターさんのこと、応援しています。","네. 다녀오세요.
저…헌터님을 응원하고 있어요."
2,4,"ごめんなさい。
メゼフェス１人用券が足りないようです。
また次の開催の時に遊びにきてくださいね。","죄송해요.
메제페스 1인용권이 부족한 것 같아요.
다음 개최 때 다시 놀러 와주세요."
2,4,"練習ではメゼフェス１人用券を消費せずに
遊べます。
その代わりにフェスポイントがもらえませんが、
よろしいですか？","연습에서는 메제페스 1인용권을 소비하지 않고 놀 수 있어요.
대신 페스포인트는 받을 수 없는데, 괜찮으시겠어요?"
2,4,"練習を欠かさないハンターさん…素敵です。
がんばってきてくださいね。","연습을 거르지 않는 헌터님…멋지네요.
힘내고 오세요."
2,4,"あ…。もう開催時間が終わっているようです。
ごめんなさい。
間もなくメゼポルタ広場へ自動的に移動と
なります。
また次の開催の時に遊びに来てくださいね。","아…. 벌써 개최 시간이 끝난 것 같아요.
죄송해요. 곧 메제포르타 광장으로 자동
이동됩니다. 다음 개최 때 다시 놀러
와주세요."
