Offset,Hash,Original,Translation
61,0,"ハ～イ、@MYNAME！
また来てあげたわよ。","하~이, @MYNAME!
또 와줬어."
121,1,"実はアタシね、
あれから調合屋のおじいさんに
錬金調合の組み合わせを教えてもらってるの。","실은 나 말이야,
그 뒤로 조합상점 할아버지한테
연금조합 조합법을 배우고 있어."
243,2,"なんでかって？
そりゃあ、自分でいろいろ調合できたら
便利だからに決まってるじゃない。","왜냐고?
그야, 스스로 이것저것 조합할 수 있으면
편리하니까 당연하지."
350,3,"でね、次の狩り用に
怪力の種を作りたいんだけど、
カクサンの実が足りないのよ。","그래서 다음 사냥용으로
괴력의 씨를 만들고 싶은데,
확산열매가 부족해."
449,4,"悪いけどアンタ、
アタシにカクサンの実を
５つほど譲ってくれない？","미안하지만 너,
나한테 확산열매를
５개 정도 나눠주지 않을래?"
549,5,"ありがとう。
アンタってば、本当にイイ人ね。","고마워.
너 정말 좋은 사람이네."
614,6,"カクサンの実は
結構いろんな狩り場で採集できるし、
なんなら調合屋さんでも売ってるわ。","확산열매는
여러 사냥터에서 채집할 수 있고,
조합옥에서도 팔고 있어."
721,7,"ここまで持ってきてくれたら、
またアンタの狩りに付き合ってあげる。
じゃあ、よろしくね。","여기까지 가져다주면
또 너의 사냥에 함께해줄게.
그럼, 잘 부탁해."
843,8,"カクサンの実は
結構いろんな狩り場で採集できるし、
なんなら調合屋さんでも売ってるわ。","확산열매는
여러 사냥터에서 채집할 수 있고,
조합옥에서도 팔고 있어."
950,9,"５つ集まったら、猟団部屋に来て。
そうしたら、またアンタの狩りに
付き合ってあげる。じゃあ、よろしくね。","５개 모이면 수렵단실로 와.
그러면 또 너의 사냥에
함께해줄게.그럼, 잘 부탁해."
1102,10,"カクサンの実を持ってきてくれたのね。
ありがとう、これで狩り場に怪力の種を
持って行けるわ。","확산열매를 가져다줬구나.
고마워, 이걸로 사냥터에
괴력의 씨를 가져갈 수 있겠어."
1215,11,"次は何を作ろうかなぁ。
調合ってね、やってみると
とっても面白いのよ？","다음엔 뭘 만들까나.
조합이란 게 말이야,
해보면 정말 재밌다니까?"
1306,12,"もっともっと勉強して、
ハンターを引退したあとは
アタシも調合屋さんになろうかしら。","더 더 공부해서,
헌터를 은퇴한 뒤에는
나도 조합옥이 될까 봐."
1411,13,"あ、これはアンタには
関係のない話だったわね、ふふ。","아, 이건 너랑은
상관없는 얘기였네, 후후."
1484,14,"約束通り、アンタの狩りに
１回だけ付き合ってあげるわね。","약속대로 너의 사냥에
한 번만 함께해줄게."
1561,15,"獲物は何だっていいから、
準備ができたら声をかけてちょうだい。","사냥감은 뭐든 상관없으니까,
준비되면 말 걸어줘."
