Offset,Hash,Original,Translation
95,0,"これは@MYNAME様。
ニャにかご用ですかニャ？","이거 @MYNAME님.
무슨 볼일이신가요냥?"
180,1,"…ん？
あっちから走って来るのは…","…음?
저쪽에서 뛰어오는 건…"
256,2,"やあ、君たち！
邪魔するよ！","이야, 다들!
방해 좀 하겠네!"
312,3,"@MYNAME、
こんなところで会うとは奇遇だな！","@MYNAME,
이런 곳에서 만나다니 기이한 인연이군!"
383,4,"…ところで、キミ以外には
誰も来ていないだろうね？","…그런데, 자네 말고는
아무도 안 왔겠지?"
467,5,"そんニャにきょろきょろして、
会うとマズい人間でもいるのかニャ？","그렇게 두리번거리다니,
마주치면 곤란한 사람이라도 있는 거냥?"
552,6,"な、何を言うのかね。
無敵のガンランス使い、タイゾウ様が
そんな臆病な態度などするはずが…","무, 무슨 소리를 하는 건가.
무적의 건랜스 사용자, 타이조 님이
그런 겁쟁이 같은 태도를 보일 리가…"
663,7,するはずが…,보일 리가…
696,8,"…ないと今まで思ってたんだが、
実は少々困ったことになってしまってな。
はあ、どうしたものか…","…없다고 여태 생각했었네만,
실은 조금 곤란한 일이 생겨버려서 말이지.
하아, 어쩌면 좋을꼬…"
811,9,"あの暑苦しーい、脳ミソまで筋肉で
できているようニャタイゾウがため息ニャンて。
いったいどうしたのニャ？","그 답답할 정도로 뜨거운, 뇌까지 근육으로
되어있는 것 같은 타이조가 한숨이라니냥.
대체 무슨 일이냥?"
956,10,"きっかけはささいなことだった。
先日、あるモンスターに対し有力な戦術は何か
レジェンドラスタ同士で話し合ってたんだ。","발단은 사소한 것이었다.
얼마 전, 어떤 몬스터에 대한 유력한 전술이 무엇인지
레전드 라스터끼리 이야기를 나누고 있었지."
1093,11,"だがそのうちナターシャは遠距離攻撃が、
リアは近接武器が有効だと言って
互いに譲らなくなった。","그런데 그러다 나타샤는 원거리 공격이,
리아는 근접 무기가 유효하다고 말하며
서로 물러서지 않게 되었다."
1221,12,"まあ、他のみんなは傍観してたけどね。
ただ僕だけは…どちらが正しいとも
言えなくなってしまった。","뭐, 다른 사람들은 다들 방관하고 있었지만 말이야.
다만 나만은…어느 쪽이 옳다고도
말할 수 없게 되어버렸어."
1338,13,"ニャるほどニャ。
アンタはガンランスだから…","그렇구나냥.
당신은 건랜스니까…"
