Offset,Hash,Original,Translation
61,0,"@MYNAME様、
ようこそおいで下さいましたニャ。","@MYNAME님,
잘 오셨다냥."
141,1,"実は、何の用かは知りませんが
乱暴オンニャ…もとい、歌姫さまの妹君の
レイラ様が来ておりますニャ。","사실, 무슨 용건인지는 모르겠지만
난폭한 온냥…아니, 가희님의 여동생분이신
레일라님이 와 계신다냥."
260,2,"やあ、@MYNAME。
ここに来れば、あんたに会えるかもと
思ってたよ。","야, @MYNAME.
여기 오면, 너를 만날 수 있을지도
모른다고 생각했어."
346,3,"@MYNAME様に
何か御用があるのですかニャ？","@MYNAME님께
무슨 용무가 있으신 건가요냥?"
415,4,"別に何かあるわけじゃないけど…
なんだよ、用がなくちゃ
来ちゃいけないのかよ。","딱히 뭐가 있는 건 아니지만…
뭐야, 용건이 없으면
오면 안 되는 거냐."
514,5,"そ、そういうわけでは
ありませんがニャ…","그, 그런 건
아니지만 말이다냥…"
575,6,"ったく、どいつもこいつも
アタシを色メガネで見やがってさ。","정말, 누구 하나 할 것 없이
나를 색안경을 끼고 보고 말이지."
661,7,"あんたたちの相手なんか、
もう頼まれたってしてやるもんか！
邪魔したな！","너희들 상대 같은 거,
이제 부탁받아도 해 줄까 보냐!
방해했군!"
781,8,行ってしまいましたニャ…,가 버렸다냥…
826,9,"まったく、何なんニャあのオンニャは！？
ケンカを売りに来たのかニャ！？","정말, 뭐다냥 그 온냥은!?
시비를 걸러 온 거냐냥!?"
931,10,やっほー、みんな元気？,"야호~, 다들 잘 지내?"
1015,11,"ていうか、今そこで
レイラちゃんとすれ違ったんだけど、
何かあったの？","근데 있잖아, 방금 저기서
레일라랑 마주쳤는데,
무슨 일 있었어?"
1106,12,"こっちが聞きたいですニャ！
勝手に怒って、帰ってしまいましたニャ！
もう付き合いきれんですニャ！","이쪽이 묻고 싶다냥!
제멋대로 화내고, 가 버렸다냥!
더 이상 상대 못 하겠다냥!"
1223,13,"ふーん、そうなんだ。
なんかね、レイラちゃんって
酒場でもずっとあの調子でさ…","흐응, 그렇구나.
뭔가 있잖아, 레일라 걔
주점에서도 계속 그런 식이라서…"
1322,14,"ちょっと浮いてるっていうか…
あれじゃあ友達もできないんじゃないかって、
他のみんなも心配してるんだよね。","좀 겉도는 느낌이랄까…
저래서는 친구도 못 사귀는 거 아닌가 하고,
다른 애들도 걱정하고 있어."
1449,15,"放っておけばいいですニャ。
孤独死しても自業自得ですニャ。","내버려두면 된다냥.
고독사해도 자업자득이다냥."
1528,16,"うーん、でもねぇ…
ボクたちレジェンドラスタとしては、
やっぱりみんなと仲良くなりたいんだよね。","음~, 근데 있잖아…
우리 레전드 라스터로서는,
역시 다들과 사이좋게 지내고 싶어."
1645,17,"ところで、フラウ。
お前は何をしにきたんだニャ？","그런데, 플라우.
너는 뭘 하러 온 거냥?"
1721,18,"ああ、そうそう。
実はギルドの仕事で…","아, 맞다맞다.
실은 길드 일 때문에…"
1780,19,"なんだ、またかニャ。
どうせそんなことだろうと思ったぜニャ。","뭐야, 또냐냥.
어차피 그런 거겠지 싶었다냥."
1861,20,そう言わないでさぁ…,그렇게 말하지 말고…
1909,21,"お願い、@MYNAMEさん！
助けると思って手伝って！","부탁이야, @MYNAME 씨!
도와준다 생각하고 도와줘!"
1990,22,"やったあ！
さすが@MYNAMEさん、大好き！","됐다!
역시 @MYNAME 씨, 정말 좋아해!"
2050,23,"必要なのはギアオルグの素材なんだ。
とりあえず１頭、狩猟してくれれば大丈夫。
よろしくね！","필요한 건 기어올그의 소재야.
일단 1마리, 사냥해 주면 괜찮아.
잘 부탁해!"
2161,24,"はあ…@MYNAME様は甘いですニャ。
このオンニャには、もっと世間の厳しさを
教えてやるべきですニャ。","하아…@MYNAME님은 무르시다냥.
이 온냥한테는, 더 세상의 매서움을
가르쳐 줘야 한다냥."
2279,25,"まあまあ、それが@MYNAMEさんの
いいトコでもあるぜニャ。","자자, 그게 @MYNAME 씨의
좋은 점이기도 하다냥."
2355,26,"というわけで~C05ギアオルグの狩猟~C00、
がんばってきてくれニャ！","그런 이유로 ~C05기어올그 사냥~C00,
힘내고 오라냥!"
2453,27,"フラウの依頼は、~C05ギアオルグの狩猟~C00ですニャ。
がんばってきてくださいニャ！","플라우의 의뢰는 ~C05기어올그 사냥~C00이다냥.
힘내고 오시라냥!"
2583,28,"@MYNAME様、
おかえりなさいですニャ！
すでにフラウが待ち構えておりますニャ。","@MYNAME님,
어서 오세요다냥!
이미 플라우가 기다리고 있다냥."
2688,29,"@MYNAMEさん、ありがとう！
おかげで素材が集まったよ！","@MYNAME 씨, 고마워!
덕분에 소재가 모였어!"
2769,30,"まったく、お前たちは
いつもいつも@MYNAME様に頼って、
ちゃんと自分で仕事してるのかニャ？","정말이지, 너희들은
항상항상 @MYNAME님한테 의지해서,
제대로 자기 일은 하고 있는 거냥?"
2886,31,"もっちろん！
今回だって、ちゃんと手分けして
極海で狩りをしてました！","물론이지!
이번에도 제대로 나눠서
극해에서 사냥했었다고!"
2977,32,"あ、そういえば狩りの最中に
レイラちゃんとバッタリ会ったんだけどね。","아, 그러고 보니 사냥하던 중에
레일라랑 딱 마주쳤는데 말이야."
3066,33,"素材が持ちきれないからって、
いくつかおすそ分けしてくれたんだよ。","소재를 다 못 든다면서
몇 개 나눠줬거든."
