Offset,Hash,Original,Translation
61,0,"おう、@MYNAME…。
元気でやってるか…？","오, @MYNAME…
잘 지내고 있나…?"
121,1,"なに…？
俺様こそらしくないだと？","뭐…?
내가 오히려 나답지 않다고?"
176,2,はあ、実はそうなんだ。,"하아, 실은 그렇다."
219,3,"キースに教えてもらった珠で
はらへりの技能を身につけたものの、
ちっとも満腹にならん。","키스에게 배운 주로
허기짐 기능을 익혔지만,
조금도 배가 부르지 않아."
326,4,"キースの奴、
何かとんでもない勘違いでも
してるんじゃないだろうか…？","키스 그 녀석,
뭔가 엄청난 착각이라도
하고 있는 게 아닐까…?"
417,5,"まあいい、今さら言っても始まらん。
それに、妙な因縁でもつけて
奴との友情を失いたくはないしな。","뭐 됐다, 이제 와서 말해봐야 소용없지.
게다가 괜히 트집이라도 잡아서
그 녀석과의 우정을 잃고 싶지도 않고."
534,6,"だが、この空腹だけは何とかせねば、
レジェンドラスタの沽券に関わる！","허나, 이 공복만큼은 어떻게든 해결하지 않으면,
레전드 라스터의 체면이 걸린 문제다!"
623,7,"@MYNAME、すまんが
何か腹がふくれるものを
俺様に差し入れてはくれないか？","@MYNAME, 미안하지만
뭔가 배부른 걸
나한테 좀 가져다주지 않겠나?"
717,8,"そうだなぁ…。
アブラフグと古代豆をたっぷり使った
ジャンボピザがいい！","글쎄…
기름복어와 고대콩을 듬뿍 사용한
점보 피자가 좋겠군!"
810,9,"それを俺様に食わせてくれるなら、
またお前さんの狩りに付き合ってやろう。","그걸 나한테 먹여준다면,
다시 자네 사냥에 함께 해주지."
903,10,"どうだ？
悪い話ではないだろう？","어떠냐?
나쁜 얘기는 아니지?"
956,11,"まずはアブラフグを５匹だ。
集まったら、ここまで持ってきてくれ。
よろしく頼む！","우선은 기름복어 ５마리다.
다 모이면, 여기까지 가져다줘.
잘 부탁한다!"
1069,12,"まずはアブラフグを５匹だ。
集まったら、猟団部屋まで持ってきてくれ。
よろしく頼む！","우선은 기름복어 ５마리다.
다 모이면, 수렵단실까지 가져다줘.
잘 부탁한다!"
1175,13,"おお、アブラフグを持ってきてくれたか！
では次は古代豆だな。","오오, 기름복어를 가져왔구나!
그럼 다음은 고대콩이군."
1256,14,"こちらも５つほど持ってきてくれ。
なにせ俺様は大食いだからな！
ガハハハハ！","이것도 ５개 정도 가져다줘.
뭐니 뭐니 해도 나는 대식가니까!
가하하하하!"
1366,15,"次は古代豆を５つだ。
こちらも猟団部屋まで持ってきてくれ。
よろしく頼むぞ！","다음은 고대콩 ５개다.
이것도 수렵단실까지 가져다줘.
잘 부탁한다!"
1464,16,"おお、古代豆も持ってきてくれたか！
これであとは食材屋に持っていけば
ジャンボピザの完成だ！","오오, 고대콩도 가져왔구나!
이제 식료품점에 가져가기만 하면
점보 피자 완성이다!"
1577,17,"なあに、心配するな。
それぐらい俺様が自分でやる。","걱정 마라.
그 정도는 내가 직접 하마."
1648,18,"この分量なら、
軽く５人前は作れそうだな！
想像するだけでよだれが出るわい！","이 정도 양이면
５인분은 거뜬히 만들 수 있겠군!
상상만 해도 군침이 도는군!"
1745,19,"いやあ、お前さんには
また世話になってしまったな。","이야, 자네한테는
또 신세를 지고 말았군."
1816,20,"約束通り、お前さんの狩りに
１回だけ付き合ってやろうではないか。","약속대로, 자네 사냥에
한 번만 함께 해주도록 하지."
1901,21,"獲物は何だっていいぞ？
俺様の剛腕ハンマーを堪能してくれ！
ガハハハハ！","사냥감은 뭐든 상관없다!
나의 괴력 해머를 맛보도록 해라!
가하하하하!"
