Offset,Hash,Original,Translation
61,0,"@MYNAME様、
ようこそおいでくださいましたニャ！","@MYNAME님,
잘 와주셨다냥!"
143,1,今日はフラウが来ておりますニャ！,오늘은 플라우가 와 있다냥!
196,2,"ハーイ！
聞いたよ、レイラのこと。
大変だったんだってね。","하이!
들었어, 레일라 얘기.
힘들었다면서."
275,3,"そうですニャ。
もう少しで、あのイカつい穿龍棍を
脳天にブチ込まれるところでしたニャ。","그렇다냥.
하마터면, 그 우락부락한 천룡곤을
정수리에 처박힐 뻔했다냥."
382,4,あはは、生きてて良かったね。,"아하하, 살아있어서 다행이네."
438,5,"笑い事じゃないニャ。
あのオンニャが、本当に歌姫さまの
妹かと思うと胸が痛むニャ。","웃을 일이 아니다냥.
그 온냥이, 정말로 가희님의
여동생이라 생각하니 가슴이 아프다냥."
541,6,"あんな乱暴なオンニャ、
とても歌姫さまにご紹介できないニャ。","저런 난폭한 온냥,
도저히 가희님께 소개할 수 없다냥."
622,7,"あれ？
じゃあ、まだ歌姫さま本人には
レイラのこと言ってないんだ？","어라?
그럼, 아직 가희님 본인에게는
레일라 얘기 안 한 거야?"
709,8,"当然ですニャ。
歌姫さまの心中をお察しすれば、
とてもとても…","당연하다냥.
가희님의 심중을 헤아리면,
도저히 도저히…"
792,9,"フーン。
てことは、あの２人は結局、
姉妹の名乗りをせずに別れちゃうのか…","흐음.
그렇다는 건, 그 두 사람은 결국,
자매라고 밝히지 못하고 헤어지는 건가…"
887,10,"別れる？
どういうことだニャ？","헤어져?
무슨 소리다냥?"
938,11,"それがさあ、レイラったら、
レジェンドラスタをやめて
また旅に出るとか言い出してるんだよ。","그게 말이지, 레일라가 글쎄,
레전드 라스터를 그만두고
다시 여행을 떠난다고 말을 꺼냈어."
1049,12,"え…？
そうなのかニャ！？","어…?
그런 거냥!?"
1096,13,"うん。
ボクたちが彼女のことを調べてたのが
よっぽど気に入らなかったんだと思う。","응.
우리가 그녀에 대해 조사했던 게
어지간히 마음에 안 들었던 것 같아."
1197,14,"でもね、本当はレイラも
歌姫さまに会いたいと思うんだ。","근데 있잖아, 사실은 레일라도
가희님을 만나고 싶어 한다고 생각해."
1272,15,"だろうニャ。
でなきゃ、わざわざメゼポルタにまで
来ないだろうからニャ。","그렇겠다냥.
그렇지 않다면, 일부러 메제포르타까지
오지 않았을 테니 말이다냥."
1385,16,"ねえ、@MYNAME。
キミはどう思う？","저기, @MYNAME.
너는 어떻게 생각해?"
1452,17,"だよねぇ。
余計なおせっかいだとは思うけど、
やっぱりあの２人は会うべきだよ。","그렇지.
괜한 참견이라고 생각하지만,
역시 그 두 사람은 만나야 해."
1551,18,"お願い、@MYNAME。
レイラに直接話を聞いてくれないかな？","부탁이야, @MYNAME.
레일라에게 직접 이야기를 들어봐 주지 않을래?"
1627,19,"キミなら、あのトキシの
メラギナスの穿龍棍も持ってるわけだし、
話を聞いてくれると思うんだ。","너라면, 그 토키시의
메라기나스 천룡곤도 가지고 있으니까,
이야기를 들어줄 거라 생각해."
1740,20,"オレからもお願いするぜニャ。
生き別れた哀れな姉妹のために、
一肌脱いで欲しいぜニャ！","나도 부탁하는 거다냥.
생이별한 가엾은 자매를 위해,
한몫 거들어줬으면 좋겠다냥!"
1847,21,"~C05レイラ~C00なら~C05ラスタ酒場~C00にいると思う。
頼んだよ、@MYNAME！","~C05레일라~C00라면 ~C05라스터 주점~C00에 있을 거야.
부탁할게, @MYNAME!"
1979,22,"キミなら、あのトキシの
メラギナスの穿龍棍も持ってるわけだし、
話を聞いてくれると思うんだ。","너라면, 그 토키시의
메라기나스 천룡곤도 가지고 있으니까,
이야기를 들어줄 거라 생각해."
2092,23,"~C05レイラ~C00なら~C05ラスタ酒場~C00にいると思う。
頼んだよ、@MYNAME！","~C05레일라~C00라면 ~C05라스터 주점~C00에 있을 거야.
부탁할게, @MYNAME!"
2186,24,"アタシと契約したいのか？
だったら、まずはあんたの腕を…","나와 계약하고 싶은 거야?
그렇다면, 우선 네 실력을…"
2263,25,"…って、誰かと思えばあんたか。
聞いたよ、あんたの話。","…라니, 누군가 했더니 너였냐.
들었어, 네 이야기."
2338,26,"他のレジェンドラスタや
泉のネコたちとつるんで、
アタシのことを詮索してるんだろ？","다른 레전드 라스터들이나
샘의 냥이들이랑 어울려서,
나에 대해 캐고 다니는 거지?"
2441,27,"あの時は怒って悪かったね。
でもまあ、この街にいるのもあと少しだし、
アタシがいなくなったら忘れてくれよ。","그때는 화를 내서 미안했어.
뭐, 이 마을에 있는 것도 얼마 안 남았으니,
내가 사라지면 잊어줘."
