Offset,Hash,Original,Translation
0,203,"じゃぁな！
",그럼 이만!
0,203,"またいつでも顔だせよ。   
オレは毎日ヒマしてるからな、
ガッハッハ！","또 언제든지 얼굴 비춰라.   
난 매일 한가하니까,
가핫핫핫!"
0,203,"今、特殊な薬の研究をしていてな…。
   
この薬を飲めば、飲んだ本人だけ
カーニバル状態になるはず…なんだ。","지금, 특수한 약을 연구하고 있는데 말이지….
   
이 약을 마시면, 마신 본인만
카니발 상태가 될 것…이다."
0,203,"ただ、この薬はちと費用がかかっていてな。
200000CPばかり　くれればやらんことも
ないが…。どうだ、
オマエ試してみないか？","다만, 이 약은 좀 비용이 들어서 말이지.
200000CP　정도만 주면 안 해줄 것도
없는데…. 어떠냐,
너 한번 시험해 보지 않겠나?"
0,203,"まいどありっ！
   
カーニバル気分を楽しんできなよ！","매번 감사합니다!
   
카니발 기분을 즐기고 오라구!"
0,203,"おっと…。オマエさんＣＰが
足りないようだぜ。
   
またＣＰを貯めて顔出せや。
   
待ってるぜ！","이런…. 자네 ＣＰ가
부족한 것 같군.
   
또 ＣＰ를 모아서 얼굴 비춰라.
   
기다리고 있으마!"
0,203,"ただ、この薬はちと費用がかかっていてな。
~C05100000~C00CPばかりくれればやらんことも
ないが…。どうだ、
オマエ試してみないか？","다만, 이 약은 좀 비용이 들어서 말이지.
~C05100000~C00CP정도만 주면 안 해줄 것도
없는데…. 어떠냐,
너 한번 시험해 보지 않겠나?"
0,203,"おっ、こんなとこまでよくきたな！
","오, 이런 데까지 잘 왔구나!"
0,203,End of Line,
1,204,"ニャ！
",냥!
1,204,"あの真ん中にいるオッチャンに雑用を
お願いされているニャ。   
…けど、量が多すぎるニャー！！
   
ニャッ！　ニャッ！","저 한가운데 있는 아저씨한테 잡일을
부탁받은 거다냥.   
…근데, 양이 너무 많다냥~!!
   
냐앗!　냐앗!"
1,204,"まったくあのオッチャンはネコ使いが荒いニャ！
   
まだ作業が終わらないニャ…。","정말이지 저 아저씨는 고양이 부리는 게 거칠다냥!
   
아직 작업이 안 끝난다냥…."
1,204,End of Line,
2,205,"ニャ！
",냥!
2,205,"あの資料をとるためにこのはしごを登るか
登らないか…、それが問題ニャ。","저 자료를 가져오기 위해 이 사다리를 오르느냐
오르지 않느냐…, 그것이 문제다냥."
2,205,"……ニャッ！
   
立ちながら眠っていたニャ。","……냐앗!
   
선 채로 잠들어 있었다냥."
2,205,End of Line,
