Offset,Hash,Original,Translation
74,0,"あっ、@MYNAMEさん！
お待ちしてました～！","앗, @MYNAME 님!
기다리고 있었어요~!"
136,1,"@MYNAMEさんの猟団部屋、
とっても素敵ですね！","@MYNAME 님의 수렵단실,
정말 멋지네요!"
202,2,"う～ん、ここでお茶でもしながら
おしゃべりを楽しみたいんですけど～…","음~, 여기서 차라도 마시면서
수다를 즐기고 싶은데요~…"
291,3,"実はちょっと、@MYNAMEさんに
相談したいことがあるんです…","실은 잠깐, @MYNAME 님께
상담하고 싶은 게 있어요…"
369,4,"お忙しいとは思うんですけど、
お話聞いてもらってもよいですか？","바쁘신 줄은 알지만,
이야기 좀 들어주실 수 있을까요?"
465,5,"やったあ！
@MYNAMEさんなら、
きっとそう言ってくれると思ってました！","야호! 
@MYNAME님이라면
분명 그렇게 말해주실 거라 생각했어요!"
555,6,"ただですね、他の皆さんに聞かれるのは
ちょっと恥ずかしくって…","다만, 다른 분들이 물어보시는 건
좀 부끄러워서…"
638,7,"お手数なんですけど、
あとで祈樹の泉で集合でもイイですか？","번거로우시겠지만,
나중에 기수의 샘에서 만나도 될까요?"
717,8,"詳しいお話はそこで！
ネコちゃんと話でもして待っててください！
よろしくお願いします～！","자세한 이야기는 거기서요!
냥이랑 이야기라도 하면서 기다려 주세요!
잘 부탁드려요~!"
838,9,"お手数なんですけど、
あとで祈樹の泉で集合でもイイですか？","번거로우시겠지만,
나중에 기수의 샘에서 만나도 될까요?"
917,10,"詳しいお話はそこで！
よろしくお願いします～！","자세한 이야기는 거기서요!
잘 부탁드려요~!"
986,11,"@MYNAMEさん！
来てくれたんですね、嬉しいです～！","@MYNAME님!
와주셨네요, 기뻐요~!"
1069,12,"実は～、悩み事っていうのが…
あぁ、こんな事で恥ずかしいですけど…","실은요~, 고민이 있는데…
아, 이런 일로 부끄럽지만…"
1156,13,"新しい武器を作りたいのに作れなくて、
すっごく悩んでるんですよ～！","새 무기를 만들고 싶은데 못 만들어서,
엄청 고민하고 있거든요~!"
1243,14,"どうしても、あとひとつ、
必要な素材が何かがわからなくて…","아무리 해도, 마지막 하나,
필요한 소재가 뭔지 몰라서…"
1322,15,"何かの鉱石なのは間違いないと思うんですけど、
うーん、参っちゃったなぁ～！
って感じなんです～。","무슨 광석인 건 틀림없다고 생각하는데,
으음, 곤란해졌네~!
그런 느낌이에요~."
1439,16,"でも鉱石とかあんまり詳しくなくて、
工房の親方に聞いてもチンプンカンプンで…","근데 저는 광석 같은 건 잘 몰라서,
공방 두목님께 물어봐도 아리송해서…"
