Offset,Hash,Original,Translation
61,0,"やあ、@MYNAME。
元気そうで何よりだね。","이야, @MYNAME.
건강해 보여서 다행이군."
121,1,"ああ、そうだ。
今日も君に、狩りについての
レクチャーをしてあげようと思ってね。","아, 그래.
오늘도 자네에게 사냥에 대한
강의를 해줄까 하고 말이야."
222,2,"今日のお題は、
罠の有効性についてだ。","오늘의 과제는
덫의 유효성에 대해서다."
281,3,"君も落とし穴やシビレ罠は
狩りの時に使ったことがあるだろう？
中でも特に重要なのが落とし穴だ。","자네도 구멍함정이나 마비 함정은
사냥할 때 써본 적이 있겠지?
그중에서도 특히 중요한 게 구멍함정이다."
396,4,"実際に説明するのが早いかな？
ここに落とし穴を持ってきてくれたまえ。","실제로 설명하는 게 빠르려나?
여기에 구멍함정을 가져와주게."
511,5,"君に落とし穴の重要性について
レクチャーしてあげよう。","자네에게 구멍함정의 중요성에 대해
강의해주지."
586,6,"実際に説明するのが早いかな？
猟団部屋まで落とし穴を
持ってきてくれたまえ。","실제로 설명하는 게 빠르려나?
수렵단실까지 구멍함정을
가져와주게."
710,7,"ありがとう、
落とし穴を持ってきてくれたんだね。","고맙네,
구멍함정을 가져와줬군."
792,8,"ああ、心配しなくていいよ。
何もここで落とし穴を作動させる
わけじゃないから。","아, 걱정하지 않아도 돼.
딱히 여기서 구멍함정을 작동시키는
건 아니니까."
891,9,"君も知っての通り、
落とし穴に落としたモンスターは、
数秒の間、身動きが取れなくなる。","자네도 알고 있듯이
구멍함정에 빠뜨린 몬스터는
몇 초 동안 움직이지 못하게 되지."
998,10,"だが、コイツの真骨頂は、
実は麻痺との連携技にある。","하지만 이 녀석의 진가는
실은 마비와의 연계기에 있다네."
1071,11,"落とし穴に落とした
モンスターを麻痺させることで、
完全に気絶させることができるんだ。","구멍함정에 빠뜨린
몬스터를 마비시킴으로써
완전히 기절시킬 수 있다네."
1178,12,"閃光玉などを使って目を回させる
気絶とは違って、完全に意識を失わせる。","섬광구슬 등을 사용해 눈이 돌게 만드는
기절과는 달리, 완전히 의식을 잃게 만들지."
1269,13,"その間、獲物はまったくの無抵抗だからね。
しかも、落とし穴の有効時間よりも長い。
これほど楽な狩りはないよ。","그동안 사냥감은 완전히 무저항이니까 말이야.
게다가 구멍함정의 유효시간보다도 길지.
이렇게 편한 사냥은 없을 거야."
1411,14,"ただし、中には
麻痺が効かないモンスターもいるからね。
その点については要注意だ。","다만, 개중에는
마비가 통하지 않는 몬스터도 있으니까.
그 점에 대해서는 주의가 필요하다."
1514,15,"熟練したハンターになると、
さらにシビレ罠も使った連携技を
使う連中もいる。","숙련된 헌터가 되면
거기에 마비 함정도 사용한 연계기를
쓰는 자들도 있지."
1611,16,"君も仲間たちと試行錯誤しながら、
自分のやり方を確立するといいだろう。","자네도 동료들과 시행착오를 겪으면서
자신만의 방식을 확립하면 좋을 걸세."
1702,17,"ああ、狩りの話をしていたら
一狩り行きたくなってしまったね。","아, 사냥 이야기를 하다 보니
한 사냥 다녀오고 싶어졌군."
1783,18,"話を聞いてくれたお礼に、
君の狩りに１回だけ付き合おう。","이야기를 들어준 답례로
자네의 사냥에 한 번만 함께해 주지."
1860,19,"獲物は何でもいいよ。
ここにいるから、いつでも声をかけてくれ。","사냥감은 뭐든 상관없네.
여기 있을 테니 언제든 말을 걸어주게."
