Offset,Hash,Original,Translation
88,0,"@MYNAME様、よく来てくれましたニャ。
実は、またタイゾウが来てるんですニャ。","@MYNAME님, 잘 와주셨다냥.
실은, 또 타이조가 와 있다냥."
191,1,"おお、魂の友よ！
ここに来れば、君に会えると思ったぞ！","오오, 영혼의 벗이여!
여기 오면 그대를 만날 수 있으리라 생각했다!"
266,2,"話を聞いてくれ。
リアの手伝いを終えた僕は、
まっすぐ帰ってベッドに潜り込んだ。","이야기를 들어 다오.
리아를 돕는 일을 마친 나는,
곧장 집에 돌아가 침대 속으로 파고들었다."
380,3,"ところが、眠れないんだ！
あれほど焦がれたふかふかベッドも、
僕を癒してはくれなかった！","그런데, 잠이 오지 않는 거다!
그토록 그리워하던 폭신폭신한 침대도,
나를 편안하게 해주지 못했다!"
496,4,"だったら、お前の好きな
酒でも飲めばいいニャ！","그렇다면, 네가 좋아하는
술이라도 마시면 되잖냥!"
563,5,"違うんだ…。
原因は自分でもわかってる。","그게 아니야….
원인은 나 자신도 알고 있어."
624,6,"僕はね、今までガンランスは、
近接武器でありながら、砲撃という特殊な立ち回りで
攻撃もできる最高の武器だと思ってた。","나는 말이지, 지금까지 건랜스는
근접무기이면서도 포격이라는 특수한 운용으로
공격도 가능한 최고의 무기라고 생각했었어."
761,7,"ところが今回の一件で、ナターシャには
弓の素晴らしさを延々と聞かされ、
リアには大剣の講義を…","그런데 이번 일로 나타샤에게는
활의 훌륭함을 끝없이 듣고,
리아에게는 대검 강의를…"
876,8,"そのうち僕は、自分でも
ガンランスは中途半端な武器じゃないかと
自信を無くしてしまったんだ…","그러던 중 나는 스스로도
건랜스가 어중간한 무기가 아닐까 하고
자신감을 잃어버리고 말았어…"
1002,9,"ニャさけない！
天下のレジェンドラスタが、
ニャに弱々しいことを言ってるニャ！","한심하다냥!
천하의 레전드 라스터가,
뭐 그리 약한 소리를 하고 있냥!"
1101,10,"そうですニャ。
全国のガンランス使いのハンター様たちが
怒ってきますニャ！","그렇다냥.
전국의 건랜스 사용자 헌터님들이
화내러 온다냥!"
1196,11,"そうは言うけどね。
あの２人に猛烈な勢いで迫られたら…","그렇게 말은 하지만.
그 두 사람에게 맹렬한 기세로 다그침을 당하면…"
1271,12,"ま、まあ…それは確かに
ちょっと同情するけどニャ…","뭐, 뭐…그건 확실히
조금 동정이 가긴 한다냥…"
1349,13,"はあ～…魂の友よ。
僕はこれからどうすればいいんだろう。","하아~…영혼의 벗이여.
나는 앞으로 어떻게 해야 할까."
1426,14,"やれやれ。
どうやら@MYNAMEさん、
またアンタの出番らしいぜニャ。","이거 참.
아무래도 @MYNAME씨,
또 당신이 나설 차례인 것 같다냥."
1519,15,"しかし、これほどまでに
打ちのめされた男を元気づけるには、
どうすればいいですかニャ？","그런데, 이렇게까지
기가 꺾인 남자를 기운 나게 하려면
어떻게 해야 하냥?"
1633,16,"オレに考えがあるぜニャ。
まずは@MYNAMEさん、アンタに
~C05レビディオラを討伐~C00してきて欲しいぜニャ。","나한테 생각이 있다냥.
우선은 @MYNAME씨, 당신이
~C05레비디오라를 토벌~C00하고 와줬으면 한다냥."
1757,17,"雷極龍かニャ！？
Ｇ級モンスターの中でも、
かニャり手ごわいヤツだニャ！","뇌극룡 말이냥!?
Ｇ급 몬스터 중에서도
꽤나 만만치 않은 녀석이다냥!"
1857,18,"その通りだぜニャ。
@MYNAMEさん、危険な頼みだが、
よろしくだぜニャ！","바로 그거다냥.
@MYNAME씨, 위험한 부탁이지만
잘 부탁한다냥!"
1980,19,"~C05レビディオラ~C00とは…Ｇ級モンスターの中でも
かニャり手ごわいヤツですニャ。","~C05레비디오라~C00라 하면…Ｇ급 몬스터 중에서도
꽤나 만만치 않은 녀석이다냥."
2081,20,"@MYNAMEさん、
危険な頼みだが、よろしくだぜニャ！","@MYNAME씨,
위험한 부탁이지만 잘 부탁한다냥!"
