Offset,Hash,Original,Translation
61,0,おや、@MYNAMEじゃないか。,"이런, @MYNAME 아닌가."
107,1,丁度いいところに来てくれた。,마침 잘 왔군.
156,2,"…実はまた少し悩みがあってだな…
少し相談に乗ってはくれないか…","…실은 또 좀 고민이 있어서 말이지…
조금 상담 좀 해주지 않겠나…"
253,3,ほ、本当か！？何度もすまないな。,"저, 정말인가!? 몇 번이나 미안하군."
306,4,"内容が内容だけに、きみくらいにしか
相談できそうな人がいなくてな…。","내용이 내용인 만큼, 자네 말고는
상담할 수 있을 만한 사람이 없어서 말이지…."
394,5,"できれば、他の輩には聞かれたくないんだ。
すまないが、祈樹の泉まで来てくれないか。","가능하면 다른 녀석들에게는 들키고 싶지 않네.
미안하지만, 기수의 샘까지 와주지 않겠나."
496,6,"私もすぐに行くから、
また先に行っていてくれないか。","나도 곧 갈 테니,
또 먼저 가 있어주지 않겠나."
581,7,"すまない、また祈樹の泉まで来てくれないか。
なかなか大声で話せる内容ではなくてな…","미안하네, 또 기수의 샘까지 와주지 않겠나.
좀처럼 큰소리로 말할 수 있는 내용이 아니라서…"
684,8,"私もすぐに後を追おう。
よろしく頼んだぞ。","나도 바로 뒤따라가지.
잘 부탁하네."
749,9,"いつもすまない、@MYNAME。","항상 미안하네, @MYNAME."
796,10,"相談というのはその…何て言ったか…
ほら、あの穿龍棍とかいう武器の…","상담이라는 게 그…뭐라고 했더라…
그, 그 천룡곤이라나 하는 무기 말인데…"
884,11,"そうだ、レイラ！
彼女のことなんだが…","맞아, 레일라!
그녀에 대한 이야기인데…"
955,12,"どうも、その…彼女に
嫌われているのではないかと
思ってな…。","아무래도, 그게…그녀에게
미움받고 있는 게 아닐까
싶어서 말이지…."
1036,13,"彼女も最近レジェンドラスタとして
新しく入ったとのことだったから、
色々話しかけてみたんだが…","그녀도 최근 레전드 라스터로
새로 들어왔다고 해서,
이것저것 말을 걸어 봤는데…"
1149,14,"どうも邪険に扱われているようで、
あまり話ができないんだ。","아무래도 쌀쌀맞게 대하는 것 같아서,
이야기를 제대로 못 하겠어."
1227,15,"私が何か悪いことをしたか…
とも思ったんだが、
全く心当たりがない。","내가 뭔가 잘못한 게 있나…
싶기도 했지만,
전혀 짚이는 데가 없다."
1314,16,"悪いところがあったなら直したいと思うのだが、
なかなか自分から訊ける内容でもないしな…","잘못된 점이 있다면 고치고 싶지만,
좀처럼 직접 물어볼 수 있는 내용도 아니라서…."
1420,17,"そこで度々すまないのだが、
レイラに私に何か悪いところがあったか
訊いてきてくれないか。","그래서 자꾸 미안하지만,
레일라에게 나한테 뭔가 잘못된 점이 있었는지
물어봐 주지 않겠나."
1540,18,"本当か！ありがとう！
ずっと心配だったんだ…
どうかよろしく頼む。","정말인가! 고맙네!
계속 걱정하고 있었어…
부디 잘 부탁하네."
1625,19,"私はここで待っているから、
すまないがレイラのところに行って、私に何か
悪い点があったか、訊いてみてくれないか。","나는 여기서 기다리고 있을 테니,
미안하지만 레일라에게 가서, 나한테 뭔가
잘못된 점이 있었는지 물어봐 주지 않겠나."
1769,20,"私はここで待っているから、
すまないがレイラのところに行って、私に何か
悪い点があったか、訊いてみてくれないか。","나는 여기서 기다리고 있을 테니,
미안하지만 레일라에게 가서, 나한테 뭔가
잘못된 점이 있었는지 물어봐 주지 않겠나."
1902,21,"やあ、アンタか。
どうしたんだ？","어, 너였냐.
무슨 일이야?"
1967,22,"アタシに嫌われてる…？
クロエのヤツがそんな事を？","내가 싫어한다고…?
클로에 그 녀석이 그런 소리를 해?"
2037,23,"うーん、参ったな…
アタシはこれっぽっちもそう思われるような
ことをしたつもりはないんだがなぁ…","으음, 곤란하네…
나는 눈곱만큼도 그렇게 보일 만한
짓을 한 기억이 없는데 말이지…."
2152,24,"まあ正直、アタシは無愛想だってのは
自覚してるから、意識はしてなくても
そんな言動になっちまったのかもしれないね。","뭐 솔직히, 내가 무뚝뚝하다는 건
스스로도 알고 있으니까, 의식하지 않아도
그런 태도가 나와 버렸을지도 모르겠네."
2285,25,"アタシの態度のせいで
クロエのヤツに心配をかけちまったのなら、
誤解は解いておかなきゃな…","내 태도 때문에
클로에 그 녀석한테 걱정을 끼친 거라면,
오해는 풀어 둬야겠네…."
2394,26,"…そうだ。
すまないが@MYNAME、
迷惑ついでにひとつ頼まれてくれないか。","…그래.
미안하지만 @MYNAME,
귀찮은 김에 하나 부탁 좀 들어주지 않을래?"
2484,27,マカライト鉱石を１つ、持ってきて欲しいんだ。,"마카라이트 광석을 １개, 가져다줬으면 해."
2549,28,"クロエのヤツも
あれはあれでいいところがあるからね。
心配かけた詫びをしたいんだ。","클로에 그 녀석도
그건 그거대로 좋은 구석이 있으니까.
걱정 끼친 것에 대한 사과를 하고 싶어."
2663,29,"すまないね。
それじゃ、ひとつお願いするよ。","미안하네.
그럼, 하나 부탁할게."
2727,30,"クロエは祈樹の泉にいるんだろ？
それじゃ、アタシも行くから、
そこに届けてくれると嬉しい。","클로에는 기수의 샘에 있지?
그럼, 나도 갈 테니까,
거기로 가져다주면 좋겠어."
2836,31,"クロエの心配は杞憂だったようだ。
誤解を解くため、祈樹の泉まで
マカライト鉱石を持って行こう。","클로에의 걱정은 기우였던 모양이다.
오해를 풀기 위해, 기수의 샘까지
마카라이트 광석을 가져가자."
2962,32,"どうした？
何やらレイラが、マカライト鉱石がどうの…と
言っていたようだが…。","무슨 일인가?
레일라가 마카라이트 광석이 어쩌고저쩌고…
라고 말했던 것 같은데…."
3082,33,"ど、どうしたんだレイラ？
私に何か…は、話があるのか？","어, 어쩐 일이야, 레일라?
나한테 뭔가… 하, 할 말이 있는 거야?"
3156,34,"ああ、ちょっとね。
すまないがちょっと待っていてくれるかい？","아, 잠깐.
미안하지만 잠깐 기다려 줄래?"
3243,35,"さて、@MYNAME。
さっきはマカライト鉱石をありがとう。
しっかり受け取ったよ。","자, @MYNAME.
아까는 마카라이트 광석 고마워.
확실히 받았어."
3339,36,"こう見えても、アタシは手先が器用なんだ。
砥石があればほら、こんなもんさ。","이래 봬도, 나는 손재주가 좋거든.
숫돌만 있으면 봐, 이 정도는 뚝딱이지."
3433,37,"マカライト鉱石は見違えるような、
綺麗な球状になっていた。","마카라이트 광석은 몰라볼 정도로
예쁜 구슬 모양이 되어 있었다."
3511,38,"規則正しく紐に通され、
アクセサリーのようになっている。","가지런히 끈에 꿰어져,
장신구처럼 되어 있다."
3587,39,"たまにこういうの一人で作ってるんだ。
ガラじゃないから、自分では
つけないんだけどね。","가끔 이런 걸 혼자 만들곤 해.
어울리는 성격은 아니라서, 직접
차고 다니진 않지만 말이야."
3699,40,"さてクロエ、悪かったね。誤解させて。
詫びと言っちゃ何だけど、
これ、受け取ってよ。","자, 클로에. 미안했어. 오해하게 만들어서.
사과라고 하긴 뭐하지만,
이거, 받아 줘."
3802,41,"…え？
これは…髪飾りか？
これを私に…どうして…？","…어?
이건…머리 장식인가?
이걸 나한테…어째서…?"
3873,42,"クロエの髪留め、古くなってるだろ。
良かったら使ってよ。
心配かけた詫びだよ。","클로에 머리핀, 낡았잖아.
괜찮으면 써 줘.
걱정 끼친 것에 대한 사과야."
3970,43,"…っ！
な、何だ、私の思い過ごしだったのか…
よ、良かった…。","…윽!
뭐, 뭐야, 내 착각이었던 건가…
다, 다행이다…."
4051,44,"あっ…ありがとう…
髪留め、大事に使うよ。","아…고마워…
머리핀, 소중히 쓸게."
4113,45,"お、おいおい。
何で泣いてるんだよ！
困るって、そういうの！","이, 이봐.
왜 울고 그래!
곤란하다고, 그런 거!"
4192,46,"な、泣いてなんかない！！
手についた強撃ビンが
ちょっと目に入っただけだ！","우, 울지 않았어!!
손에 묻은 강격병이
눈에 좀 들어갔을 뿐이다!"
4285,47,"…それ、結構やばいんじゃ…
ま、クロエのそういうところ、
嫌いじゃないけどね。","…그거, 꽤 심각한 거 아니야…
뭐, 클로에의 그런 점,
싫진 않지만 말이야."
4402,48,"それはそうと、@MYNAME、
今回も世話になった。
礼の言いようもない。","그건 그렇고, @MYNAME,
이번에도 신세 졌다.
뭐라 감사해야 할지 모르겠군."
4488,49,"いつものように、私に狩りを
手伝わせて欲しい。","평소처럼, 나에게 사냥을
돕게 해 줬으면 한다."
4554,50,"猟団部屋で待っているから、
いつでも呼んでくれ。","수렵단실에서 기다리고 있을 테니,
언제든 불러 줘."
