Offset,Hash,Original,Translation
61,0,"こんにちは、@MYNAMEさん！
お元気ですか？","안녕하세요, @MYNAME님!
잘 지내세요?"
123,1,"私はというと…
また悩み事ができちゃって…","저는 그러니까요…
또 고민거리가 생겨버려서…"
186,2,"色々考えたんですけど、
自分ではどうしようもなくって…","이것저것 생각해 봤는데,
저 혼자서는 어쩔 도리가 없어서…"
261,3,"優しい@MYNAMEさんに
お話を聞いて欲しいんです！","다정하신 @MYNAME님께
이야기를 들어주셨으면 해요!"
329,4,"よろしければ、祈樹の泉で…
いかがでしょう？","괜찮으시다면, 기수의 샘에서…
어떠신가요?"
407,5,"わぁい、ありがとうございます！
では泉でお待ちしてますね！！
またネコちゃんとお話ししててください！","와아이, 감사합니다!
그럼 샘에서 기다리고 있을게요!!
다시 냥이랑 이야기하고 계세요!"
540,6,"お手数なんですが、祈樹の泉で
お話を聞いてもらいたくて…","번거로우시겠지만, 기수의 샘에서
이야기를 들어주셨으면 해서…"
617,7,"@MYNAMEさんのこと、
ずっとお待ちしてますね！","@MYNAME님을,
계속 기다리고 있을게요!"
685,8,"わあ、@MYNAMEさん！
来てくれると思ってましたっ！","와아, @MYNAME님!
와주실 거라 생각했어요!"
768,9,"あの、悩み事というのはですね…
最近飼い始めたプーギーちゃんのことで…","저기, 고민거리라는 게 있잖아요…
최근에 키우기 시작한 푸기짱에 대한 건데…"
859,10,"やっぱり、プーギーちゃんには
可愛いお洋服を作ってあげたくて！","역시, 푸기짱한테는
귀여운 옷을 만들어주고 싶어서요!"
942,11,"ちなみに、絶対フワフワのモフモフな服が
似合うと思うんです、うちの子には！","참고로, 분명 폭신폭신하고 복슬복슬한 옷이
어울릴 거예요, 우리 아이한테는!"
1037,12,"そこでですね、『モフモフ薬』作りに
挑戦したんですが、調合が難しくて…","그래서요, '복슬복슬 약' 만들기에
도전했는데, 조합이 어려워서…"
1128,13,"素材は合ってるはずなのに、
何が悪いのか、全然分かんないんです～！","소재는 맞을 텐데,
뭐가 잘못된 건지, 전혀 모르겠어요~!"
1215,14,"@MYNAMEさん、私の代わりに
調合屋さんに聞いてきてもらえませんか？","@MYNAME님, 저 대신
조합상점 사람에게 물어봐 주실 수 있나요?"
1314,15,"私が聞くとまた間違えちゃうかも
しれないし、よろしくお願いしますっ！","제가 물어보면 또 잘못 들을지도
모르니까, 잘 부탁드려요!"
1416,16,"お願いです、広場にいる調合屋さんに
何が悪いのか聞いてきて欲しいのです～！","부탁이에요, 광장에 있는 조합상점 사람에게
뭐가 잘못됐는지 물어봐 주셨으면 좋겠어요~!"
1511,17,"@MYNAMEさんだけが頼りなのです、
よろしくお願いします～！！","@MYNAME님만이 의지가 되는걸요,
잘 부탁드립니다~!!"
1593,18,"なんじゃ、お前さんか。
何かあったのか？","뭐냐, 자네였나.
무슨 일 있었나?"
1667,19,"『モフモフ薬』…？
ああ、あの調合は一癖あってな。
どれ、分かりやすく教えてやろうかの。","『복슬복슬약』…?
아아, 그 조합은 좀 까다롭지.
어디, 알기 쉽게 가르쳐 줄까."
1776,20,"素材は、バクレツアロワナと獄炎石と火薬草。
これら全部、爆発しやすいのは知っておろう？","재료는 폭렬 아로와나와 옥염석, 화약초일세.
이것들 전부, 폭발하기 쉬운 건 알고 있겠지?"
1883,21,"ヘタに調合すると爆発してしまうんじゃ。
うまく混ぜ合わせるコツはな、
モンスターの体液を使うことじゃ。","섣불리 조합하면 폭발해 버리지.
잘 섞는 요령은 말이다,
몬스터의 체액을 사용하는 것이야."
2006,22,"チルカのやつ、おそらくその工程を
間違ったんじゃろう。","칠카 그 녀석, 아마 그 공정을
잘못했을 게야."
2081,23,戻ってチルカに教えてやりなされ。,돌아가서 칠카에게 가르쳐 주게나.
2160,24,"お願いです、調合屋さんに
何が悪いのか聞いてきて欲しいのです～！","부탁이에요, 조합상점 사람에게
뭐가 잘못됐는지 물어봐 주셨으면 좋겠어요~!"
2245,25,"@MYNAMEさんだけが頼りなのです…
私は祈樹の泉で待ってますので、
よろしくお願いします～！！","@MYNAME님만이 의지가 되는걸요…
저는 기수의 샘에서 기다리고 있을 테니,
잘 부탁드립니다~!!"
2357,26,"おかえりなさいです～！
調合屋さん、なんて言ってましたか？","어서 오세요~!
조합상점 사람, 뭐라고 하던가요?"
2449,27,"なるほど、モンスターの体液ですか～！
それを忘れてたから、毎回ドカーンて
爆発しちゃったんですねっ！","그렇군요, 몬스터의 체액이었군요~!
그걸 깜빡해서 매번 콰광하고
폭발했던 거네요!"
2570,28,"そりゃあ、うまくいかないはずです！
なんとも、お恥ずかしい…！","그러니 잘 될 리가 없었네요!
정말이지, 부끄럽네요…!"
2653,29,"で、ですね、@MYNAMEさん…
コトのついでと言っては何ですが…","그, 그런데요, @MYNAME님…
이왕 이렇게 된 김에 말인데요…"
2733,30,"モンスターの体液を２つ、
私にいただけませんか？","몬스터의 체액을 2개,
저에게 주실 수 있나요?"
2802,31,"それさえあれば、プーギーちゃんを
フワフワのモフモフにできるのです！","그것만 있으면, 푸기를
푹신푹신 복슬복슬하게 만들 수 있어요!"
2891,32,"すべてはプーギーちゃんのために！
私はここで待っていますので、
よろしくお願いします～！","모든 건 푸기를 위해서예요!
저는 여기서 기다리고 있을 테니,
잘 부탁드립니다~!"
3012,33,"モンスターの体液を手に入れるには、
ランゴスタやカンタロスを狩った時とか、
あとは広場でも交換できるみたいですね。","몬스터의 체액을 손에 넣으려면,
란고스타나 칸타로스를 사냥했을 때라든가,
그리고 광장에서도 교환할 수 있는 것 같아요."
3147,34,"私は祈樹の泉で待っていますので、
モンスターの体液を２つ…
プーギーちゃんのために下さい！！","저는 기수의 샘에서 기다리고 있을 테니,
몬스터의 체액을 2개…
푸기를 위해 주세요!!"
3287,35,"わぁ～、やったぁ～！
@MYNAMEさん…感謝感謝です！！","와아~, 해냈다~!
@MYNAME님… 감사, 감사드려요!!"
3359,36,"これで念願の『モフモフ薬』ができます！
とっても楽しみです～！","이제 염원하던 『복슬복슬약』을 만들 수 있어요!
정말 기대돼요~!"
3442,37,"お礼に、@MYNAMEさんの狩りを
一度お手伝いさせて下さいっ！","답례로, @MYNAME님의 사냥을
한 번 도와드리게 해 주세요!"
3520,38,"@MYNAMEさんの
猟団部屋で待ってますから、
いつでも声をかけてくださいねっ！","@MYNAME님의
수렵단실에서 기다리고 있을 테니까,
언제든지 말 걸어주세요!"
