Offset,Hash,Original,Translation
61,0,"あら@MYNAME。
待ってたのよ。","어머, @MYNAME.
기다리고 있었어."
111,1,今日はね、あなたに頼みがあってきたの。,"오늘은 말이야, 너한테 부탁이 있어서 왔어."
170,2,"ほら、あなたに作ってもらった
枕があるじゃない？","봐봐, 네가 만들어준
베개가 있잖아?"
239,3,"とっても寝心地がよくて気に入ってたんだけど、
中に詰めたゴゴモアの毛が、へたってきたのよ。","너무 편안해서 마음에 들었었는데
속에 채운 고고모아 털이 눌려버렸어."
350,4,"私、眠っている間に
枕をぎゅっと抱きしめるくせがあってね。","나, 자는 동안
베개를 꼭 껴안는 버릇이 있어서 말이야."
429,5,"そのせいで、
枕がすぐくたくたになっちゃうの。","그 때문에
베개가 금방 후줄근해져 버려."
509,6,…何を笑っているのよ。,…뭘 웃는 거야.
552,7,"言っておくけど、
別にさびしくて枕を抱いてるわけじゃないからね。
子供の頃からの癖なの。","말해두는데
딱히 외로워서 베개를 안는 게 아니야.
어릴 때부터 있던 버릇이야."
661,8,"だからそのニヤニヤ笑いをやめなさい。
私の矢が飛んでいくわよ？","그러니까 그 히죽거리는 웃음 그만둬.
내 화살이 날아갈지도 몰라?"
757,9,…本題に戻るわね。,…본론으로 돌아갈게.
796,10,"枕がくたくたになってきたから、
ゴゴモアの毛を入れ替えようと思ってるの。","베개가 후줄근해졌으니까
고고모아 털을 교체하려고 해."
889,11,"それであなたにゴゴモアの狩猟を
お願いしたいわけ。","그래서 너한테 고고모아 사냥을
부탁하고 싶은 거야."
960,12,"ほら、あの枕って
誰かの思いやりがこもった素材を使わないと
いけないらしいじゃない？","봐봐, 그 베개는
누군가의 배려가 담긴 소재를 쓰지 않으면
안 되는 것 같잖아?"
1065,13,"覚えてる？
いい枕の条件は柔らかさと、香りと
思いやりだったでしょ。","기억나?
좋은 베개의 조건은 부드러움과 향,
배려였잖아."
1154,14,"だから自分でゴゴモアを狩ったんじゃ、
ダメだと思うのよね。","그러니까 내가 직접 고고모아를 사냥하면
안 될 것 같아."
1233,15,"ちゃんと思いやりをこめて
ゴゴモアを狩猟してくれたら、
あなたの狩りを手伝ってもいいわよ。","제대로 배려를 담아서
고고모아를 사냥해주면
네 사냥을 도와줘도 좋아."
1344,16,"私はここで待ってるわ。
よろしくね、@MYNAME。","나는 여기서 기다리고 있을게.
잘 부탁해, @MYNAME."
1422,17,ゴゴモアを狩猟してきてちょうだい。,고고모아를 사냥해다 줘.
1477,18,"ちゃんと思いやりをこめて
ゴゴモアを狩猟してくれたら、
あなたの狩りを手伝ってもいいわよ。","제대로 배려를 담아서
고고모아를 사냥해주면
네 사냥을 도와줘도 좋아."
1588,19,"私は猟団部屋で待っているから、
よろしく頼むわね。","나는 수렵단실에서 기다리고 있을 테니까
잘 부탁할게."
1660,20,"おかえりなさい。
ゴゴモアの狩猟、ご苦労さま。","어서 와.
고고모아 사냥, 수고했어."
1727,21,"ちゃんと思いやりの心を持って
狩猟してくれたかしら？","제대로 배려하는 마음을 가지고
사냥해줬으려나?"
1813,22,"そう。それならいいわ。
またあなたの狩りに付き合ってあげる。","그래. 그럼 됐어.
또 네 사냥에 함께해줄게."
1894,23,"私の弓さばきが見たくなったら、
いつでも声をかけてちょうだい。","내 활 솜씨가 보고 싶어지면
언제든지 말 걸어줘."
