Offset,Hash,Original,Translation
68,0,"@MYNAME様！
よく来てくれましたニャ。","@MYNAME님!
잘 와주셨다냥."
126,1,"しかし、前回は
ビックリしましたニャ。","그나저나, 지난번엔
깜짝 놀랐다냥."
185,2,"まさかギルドが、@MYNAME様に
トキシの狩りの再現を
させていたとはニャ…","설마 길드가, @MYNAME님에게
토키시의 사냥 재현을
시키고 있었다니냥…"
284,3,"ギルドは、一体ニャんのつもりで
そんなことをさせているニャ？","길드는, 대체 무슨 생각으로
그런 짓을 시키는거다냥?"
365,4,"さあニャ。
それは、直接ギルドマスターにでも
聞いた方が早いだろうぜニャ。","글쎄다냥.
그건, 직접 길드마스터에게라도
물어보는 게 빠를거다냥."
467,5,"ニャるほど。
確かにモービンの言う通りですニャ。","냥그렇군.
확실히 모빈의 말대로다냥."
550,6,"@MYNAME様、ここはひとつ
~C05ギルドマスター~C00を問いつめた方が
良さそうですニャ。","@MYNAME님, 여기는 한번
~C05길드마스터~C00를 추궁하는 편이
좋을 것 같다냥."
654,7,"オイラたちも気になりますニャ。
話を聞いたら、またここに
戻ってきて欲しいですニャ！","저희들도 궁금하다냥.
이야기를 듣고 나면, 다시 여기로
돌아와줬으면 좋겠다냥!"
779,8,"@MYNAME様、ここはひとつ
~C05ギルドマスター~C00を問いつめた方が
良さそうですニャ。","@MYNAME님, 여기는 한번
~C05길드마스터~C00를 추궁하는 편이
좋을 것 같다냥."
883,9,"オイラたちも気になりますニャ。
話を聞いたら、またここに
戻ってきて欲しいですニャ！","저희들도 궁금하다냥.
이야기를 듣고 나면, 다시 여기로
돌아와줬으면 좋겠다냥!"
990,10,"お前か。
どうやら、ギルドの目的に
気づいたようじゃの。","너였구나.
아무래도, 길드의 목적을
눈치챈 모양이구나."
1080,11,"そうじゃ、お前に依頼したのは
まさにトキシの旅の再現。","그렇다, 네게 의뢰한 것은
바로 토키시의 여정의 재현이니라."
1155,12,"お前も知っての通り、
トキシはアノルパティスの狩りに
向かったきり、その消息を絶った…","너도 알다시피,
토키시는 아놀파티스의 사냥에
나선 이후, 소식이 끊겼다…"
1262,13,"じゃが、もしも
アノルパティスを狩れるほどの
穿龍棍使いがこの街に現れれば…","허나, 만약
아놀파티스를 사냥할 정도의
천룡곤 사용자가 이 거리에 나타난다면…"
1359,14,"それは、伝説のトキシをも超える
新たな凄腕ハンターの誕生
ということにはなるまいか？","그것은, 전설의 토키시마저 뛰어넘는
새로운 실력자 헌터의 탄생이
되는 것은 아니겠느냐?"
1464,15,"ギルドとしてはな、
この試練を乗り越えてくれる
ハンターの出現を待っておるのじゃ。","길드로서는 말이다,
이 시련을 극복해줄
헌터의 출현을 기다리고 있느니라."
1567,16,それに、歌姫にとっても…,"게다가, 가희에게 있어서도…"
1612,17,"ともかく、お前がその
ハンターであることを期待しておる。","어쨌든, 네가 바로 그
헌터이기를 기대하고 있느니라."
1689,18,"~C05祈樹の泉~C00に戻って、いま一度
アイルーたちと話してみるがいい。","~C05기수의 샘~C00으로 돌아가서, 다시 한번
아이루들과 이야기해 보거라."
1798,19,"@MYNAME様、
おかえりなさいですニャ！","@MYNAME님,
어서 오세요다냥!"
1856,20,"ギルドマスターは
ニャんと言ってましたかニャ？","길드마스터는
뭐라고 했다냥?"
1936,21,"ニャんと！？
トキシを超えるような
ハンターの出現に期待すると！？","뭐라고냥!?
토키시를 뛰어넘을 만한
헌터의 출현을 기대한다고냥!?"
2023,22,"ニャるほど。
そのためにあえてトキシと同じ
獲物を狩っていたのですニャ。","냥그렇군.
그 때문에 일부러 토키시와 같은
사냥감을 사냥했던거다냥."
2116,23,"ん、ちょっと待つニャ。
最後のお題は確か、
アノルパティスの狩猟だったニャ？","음, 잠깐 기다려봐라냥.
마지막 과제는 분명,
아놀파티스 수렵이었다냥?"
2213,24,"けど、@MYNAME様は以前、
アノルパティスの狩猟に
成功しているニャ！","근데, @MYNAME님은 예전에,
아놀파티스 수렵에
성공했다냥!"
2301,25,"それどころか、その後もレビディオラや
ゼルレウスなどの数々の難関を
蹴散らしてきましたニャ。","그뿐만 아니라, 그 후에도 레비디오라나
제르레우스 등의 수많은 난관을
물리쳐 왔다냥."
2414,26,"実績でいえば、とっくに
トキシなんて追い越してるはずですニャ。","실적으로 따지면, 이미
토키시 따위는 뛰어넘었을 거다냥."
2504,27,じゃあ、ギルドはニャんで今さら…,"그럼, 길드는 어째서 이제 와서…"
2571,28,そこから先は、俺が話そう。,"그 다음은, 내가 이야기하지."
2625,29,ギネル…！？,기넬…!?
2705,30,"…まさかお前も、ギルドのお使いで
ここに来たかニャ！？","…설마 너도, 길드 심부름으로
여기에 왔다냥!?"
2780,31,まあ、そういうこった。,"뭐, 그런 셈이지."
2823,32,"お前さんたちの言う通り、
確かに@MYNAMEの実績は
すでに相当なモンだろうよ。","너희들 말대로,
확실히 @MYNAME의 실적은
이미 상당한 것이겠지."
2919,33,"だがな、ギルドの目的は
あくまで『新たな穿龍棍の使い手』を
探すことにある。","하지만 말이다, 길드의 목적은
어디까지나 『새로운 천룡곤의 사용자』를
찾는 데에 있다."
3016,34,"え…？
ということは、つまり…！","어…?
그렇다는 건, 즉…!"
3069,35,"そうだ。
今回の狩りの条件、それは…","그렇다.
이번 사냥의 조건, 그것은…"
3126,36,"穿龍棍だけを使って、
アノルパティスを狩ることだ！","천룡곤만을 사용해서,
아놀파티스를 사냥하는 것이다!"
