Offset,Hash,Original,Translation
75,0,"@MYNAME様、こんにちはですニャ。
今日は、レジェンドラスタの
タイゾウが来ておりますニャ。","@MYNAME님, 안녕하세요다냥.
오늘은 레전드 라스터인
타이조가 와 있다냥."
206,1,やあ、魂の友よ…,"어이, 영혼의 친구여…"
243,2,"君はいつも元気そうだね。
うらやましいよ…","자넨 항상 건강해 보이는군.
부럽구나…"
313,3,"見ての通り、いつも暑苦しいタイゾウが
すっかりやつれておりますニャ。
こっちまで調子が狂いますニャ。","보다시피 항상 후끈후끈하던 타이조가
완전히 초췌해졌다냥.
이쪽까지 컨디션이 이상해진다냥."
434,4,タイゾウ様、いったい何があったんですかニャ？,"타이조 님, 대체 무슨 일이 있었던 거냥?"
499,5,"レイラのことさ。
いつかこうなるんじゃないかとは思ってたが、
とうとう問題を起こしてしまってねぇ…","레일라 얘기라네.
언젠가 이렇게 될 줄은 알았지만,
결국 문제를 일으키고 말았어…"
618,6,"リアとナターシャが狙ってた獲物を、
レイラが横取りしたらしいんだよ。","리아와 나타샤가 노리고 있던 사냥감을
레일라가 가로챈 모양이야."
707,7,"それはいけませんニャ。
ハンター同士には暗黙のルールがありますニャ。","그건 안 되지냥.
헌터들 사이에는 암묵적인 규칙이 있다냥."
796,8,"ネコババなんて、ネコでもやらない
極悪非道の所業ですニャ。","슬쩍 가로채다니, 고양이도 안 할
극악무도한 짓이다냥."
875,9,"だろう？
リアとナターシャはもうカンカンでね、
レイラを街から追い出すって言うんだよ。","그렇지?
리아와 나타샤는 이미 잔뜩 화나서,
레일라를 마을에서 쫓아내겠다는 거야."
982,10,"僕とフローラが仲裁に入ったんだが、
おかげでとばっちりを食らってね。","나와 플로라가 중재에 나섰는데,
덕분에 불똥이 튀었지 뭔가."
1071,11,"僕たちに、代わりにＧ級のグラビモスを
大量に狩猟してこいっていうんだよ。","우리더러 대신 Ｇ급 그라비모스를
대량으로 사냥해 오라는 거야."
1164,12,その光景が目に浮かぶようだニャ。,그 광경이 눈에 선하다냥.
1217,13,"頼む、魂の友よ！
助けると思って、~C05Ｇ級グラビモスの狩猟~C00に
協力してくれないか！？","부탁하네, 영혼의 친구여!
도와준다 생각하고, ~C05Ｇ급 그라비모스 사냥~C00에
협력해주지 않겠나!?"
1339,14,"おお、ありがとう！
君ならそう言ってくれると思った！","오오, 고맙네!
자네라면 그렇게 말해줄 거라 생각했어!"
1412,15,"しかし、あのレイラってオンニャにも
困ったものだぜニャ。","그나저나 그 레일라라는 온냥도
참 곤란한 녀석이다냥."
1489,16,"こんなことばかりしてると、
いつかホントに追い出されてしまうぜニャ。","이런 짓만 하다간
언젠가 진짜로 쫓겨나 버릴 거다냥."
1578,17,"僕もそう思うんだけどね、
なにせ彼女のあの性格だろう？
言っても聞かないんだよ。","나도 그렇게 생각하지만,
워낙 그녀의 그 성격이잖나?
말해도 듣질 않아."
1679,18,"まあ、彼女のことは
ひとまずフローラに任せて、
僕はＧ級グラビモスの狩りに行ってくるよ。","뭐, 그녀 일은
일단 플로라에게 맡기고,
나는 Ｇ급 그라비모스 사냥하러 다녀오겠네."
1795,19,魂の友よ、君もよろしく頼む！,"영혼의 친구여, 자네도 잘 부탁하네!"
1857,20,"タイゾウの依頼は、
~C05Ｇ級グラビモスの狩猟~C00ですニャ。
がんばってきてくださいニャ！","타이조의 의뢰는,
~C05Ｇ급 그라비모스 사냥~C00이다냥.
힘내고 오시라냥!"
1975,21,"おかえりなさいですニャ！
タイゾウが慌てて駆け込んできましたニャ！","어서 오세요다냥!
타이조가 허둥지둥 뛰어 들어왔다냥!"
2076,22,"き、聞いてくれ！
大変なことになったんだ！","드, 들어봐!
큰일이 나 버렸어!"
2139,23,"落ち着いてくださいニャ。
一体何があったんですかニャ？","진정하세요다냥.
대체 무슨 일이 있었던 거냥?"
2214,24,"レイラだよ！
僕が狩ったグラビモスの素材まで、
横取りされてしまったんだ！","레일라야!
내가 사냥한 그라비모스 소재까지
가로채여 버렸어!"
2309,25,ニャ、ニャんですと！？,"냐, 냐니 그게 무슨 소리다냥!?"
2352,26,"それだけじゃない。
@MYNAMEが狩って、ギルドに
納品するはずだった『鎧竜の至骨』まで…","그것뿐만이 아니야.
@MYNAME가 사냥해서 길드에
납품할 예정이었던 『갑룡의 지골』까지…"
2458,27,ニャんてこった…,이럴 수가냥…
