Offset,Hash,Original,Translation
68,3349147358,"やあ、@MYNAME様！
またオイラの力になってくれるのですかニャ！？","야, @MYNAME님!
또 나의 힘이 되어 주시는 겁니까냥!?"
175,1385195548,"そうですかニャ…。
気が変わったらまた声をかけてくださいニャ。","그렇습니까냥…
마음이 바뀌면 다시 말을 걸어 주십시오냥."
279,2910402874,"おお、さすがは@MYNAME様！
そう言ってくれると信じていましたニャ！","오오, 역시 @MYNAME님!
그렇게 말해 주실 거라 믿고 있었다냥!"
366,382741762,"今回のお願いをする前に、
まずはオイラの仲間を紹介するニャ。","이번 부탁을 하기 전에,
우선 내 동료를 소개하겠다냥."
429,1710690026,・,
461,322273149,バッシ！出番ニャ！,바시! 등장이다냥!
514,752644377,"お初にお目にかかりますニャ。
ワタシのニャはバッシ。","처음 뵙겠다냥.
제 이름은 바시다냥."
601,752811569,"世界中の民話や伝説を研究する探究者…
とでも覚えておいておくんニャまし。
ニュヒ、ニュヒヒ…","세계 각지의 민화와 전설을 연구하는 탐구자…
정도로 기억해 두시라냥.
니휴, 니휴히…"
728,454871672,"相変わらずのろくて
気持ち悪いしゃべり方ニャ！
もっとサッサと話を進めるニャ！","여전히 굼뜨고
기분 나쁜 말투다냥!
더 빨리 이야기를 진행해라냥!"
834,3939311736,"そういうアナタは、
相変わらずせっかちですニャぁ…","그렇게 말하는 당신은,
여전히 성급하시다냥…"
905,2629634384,"そんニャだから、
ワタシが与えた偉大な叡智も
上手く活用できニャいのですよ…","그러니까,
제가 드린 위대한 지혜도
제대로 활용하지 못하는 겁니다냥…"
1002,515778966,"ニャんだと！？
オイラはちゃんとお前が言った通りに
神龍木の衣装を作ったニャ！","뭐라고냥!?
나는 제대로 네가 말한 대로
영룡목 의상을 만들었다냥!"
1101,2172677236,"だけど、それでも歌姫さまは
ちーっとも元気にならなかったニャ！","그런데도, 그런데도 가희님은
조금도 기운이 나지 않으셨다냥!"
1184,3461539091,"それは、おそらくアナタのやり方が
間違っていたのでしょうニャぁ。","그건, 아마도 당신의 방식이
잘못되었던 것이겠지요냥."
1269,3202996341,"ちゃんとワタシの言った通り、
霞龍の血に神龍木を漬け込みましたかニャ？","제대로 제가 말한 대로,
하룡의 피에 영룡목을 담가 두셨습니까냥?"
1360,3895913239,"もちろんニャ！
その場で霞龍の新鮮な血に漬けて…","물론이다냥!
그 자리에서 하룡의 신선한 피에 담가서…"
1429,220731488,"それですニャ、それ！
これだからせっかちなネコは困るニャ。","그거다냥, 그거!
그래서 성급한 아이루는 곤란하다냥."
1508,913489951,"新鮮な霞龍の血は、
そのままでは成分が開かニャいのです。","신선한 하룡의 피는,
그대로는 성분이 열리지 않는 겁니다냥."
1585,2860948816,"壺に入れて一週間は熟成させる。
そうすることによって、初めて力強い
龍の生命力が花開くのですニャ。","항아리에 넣어 일주일은 숙성시킨다.
그렇게 함으로써, 비로소 강력한
용의 생명력이 꽃피는 것이다냥."
1704,2015565564,"そ、そんニャことは一言も
教えてもらってなかったニャ！","그, 그런 건 한마디도
듣지 못했다냥!"
1779,2059072051,"常識ですニャ、常識！
こんなこともわからニャい素人に
叡智を与えたワタシが浅はかだったですニャぁ。","상식이다냥, 상식!
이런 것도 모르는 초짜에게
지혜를 준 제가 얕았던 것이다냥."
1898,3830773871,"キィ～ッ！
本当にお前は腹が立つニャ！","끼이~익!
정말로 너는 화가 난다냥!"
1964,2322035712,"@MYNAME様、ワタシの連れが
大変失礼を働きましたニャ。","@MYNAME님, 제 일행이
대단히 실례를 저질렀다냥."
2038,3087942873,"しかし、ワタシが来たからには
もう失敗はございませんですニャ。","하지만, 제가 온 이상
더 이상 실패는 없다냥."
2121,377453391,"早速ですが、我らが歌姫さまのために
今から言う素材を集めて欲しいですニャ","다름이 아니라, 저희 가희님을 위해
지금부터 말씀드릴 소재를 모아 주셨으면 한다냥"
2227,963080594,まずは~C05ケルビの角を３０個~C00…,우선은 ~C05켈비의 뿔을 ３０개~C00…
2282,728863168,さ、３０個ぉ！？,"사, ３０개!?"
2319,830502763,"それから~C05混沌茸を２０個~C00に、
~C05キリンの蒼角を５個~C00…","그리고 ~C05혼돈버섯을 ２０개~C00에,
~C05키린의 창각을 ５개~C00…"
2404,1133124914,"これらをすべて集めて、
ワタシに持ってきて欲しいですニャ。","이것들을 전부 모아서,
저에게 가져와 주셨으면 한다냥."
2483,1602326131,"ふざけるニャ！
そんな大量の素材ニャんて、
すぐに集められるはずがニャいニャ！","장난치지 마라냥!
그렇게 대량의 소재를,
금방 모을 수 있을 리가 없다냥!"
2589,3540506924,"やって頂かなくては困りますニャぁ…。
見たところこの御方は、秘伝書もお持ちの
凄腕のハンター様のようですニャ。","해 주시지 않으면 곤란하다냥…
보아하니 이분은, 비전서도 가지신
실력자 헌터님인 듯하다냥."
2720,2559610627,"ワタシの頼みごとニャど、
簡単に達成していただかニャければ
沽券に関わりますよニャぁ？","제 부탁 같은 건,
간단히 달성해 주시지 않으면
체면이 서지 않는다냥?"
