Offset,Hash,Original,Translation
24,3295551688,ﾟ,
75,374461292,@MYNAME様、よく来てくださいましたニャ。,"@MYNAME님, 잘 와주셨다냥."
142,3039771353,"歌姫さまは、ついにご決断されましたニャ。
お話しを聞いて欲しいですニャ。","가희님께서, 드디어 결심하셨다냥.
이야기를 들어주셨으면 한다냥."
235,281984305,"@MYNAME様、これまでのご尽力、
本当にありがとうございました。","@MYNAME님, 그동안의 노력에
진심으로 감사드립니다."
338,172315529,"わたくしはすべてを失ったあの日、
もう二度と歌を歌うまいと心に決めました。","저는 모든 것을 잃었던 그날,
두 번 다시 노래를 부르지 않겠다고 마음먹었습니다."
440,4072066452,"わたくしの歌は大きな災厄を招きました。
わたくしが歌っては皆が不幸になる。
そう思ったのです。","저의 노래는 커다란 재앙을 불러왔습니다.
제가 노래하면 모두가 불행해진다.
그렇게 생각했던 것입니다."
555,1634671046,"しかし、あなたを見ているうちに、
わたくしは自分の本心に気が付いたのです。","하지만, 당신을 보고 있는 사이에,
저는 저 자신의 본심을 깨달았습니다."
650,1810313527,また歌いたいという本心に…,다시 노래하고 싶다는 본심을…
697,3984186901,"わたくしはその想いと、
歌う資格などないのだという気持ちの間で
苦しみました。","저는 그 마음과,
노래할 자격 따위 없다는 마음 사이에서
괴로워했습니다."
796,3782891869,"けれど、メゼポルタに危険が迫るいま、
わたくしにできることは１つです。","하지만, 메제포르타에 위험이 닥친 지금,
제가 할 수 있는 일은 단 １가지입니다."
887,3941348886,"わたくしは今度こそ後悔のない道を選びたい。
大切な方のお力になりたいのです。","저는 이번에야말로 후회 없는 길을 선택하고 싶습니다.
소중한 분의 힘이 되어드리고 싶은 것입니다."
984,2200869731,それじゃあ、歌姫さま…！,"그렇다면, 가희님…!"
1029,3320850530,"はい。
@MYNAME様のため、メゼポルタのために、
わたくしは歌います！","네.
@MYNAME님을 위해, 메제포르타를 위해,
저는 노래하겠습니다!"
1117,1884326196,おお…おおおおお！,오오… 오오오오오!
1156,1672790268,"う、歌姫さまあ～！
オイラは感動でニャみだが…！","우, 가희니이임~!
오이라는 감동해서 냥물이 나온다냥…!"
1231,2288076350,"@MYNAME、歌姫は自分を取り戻し、
大きな決断をした。","@MYNAME, 가희는 자신을 되찾고,
큰 결단을 내렸다."
1302,1524592453,"あとは君の仕事だ。
歌姫が心おきなく歌えるように、
最後の試練を…","이제 남은 건 그대의 일이다.
가희가 마음 편히 노래할 수 있도록,
마지막 시련을…"
1387,3058044336,"龍の怒りを鎮めるため、
レビディオラを討伐して欲しい。","용의 분노를 가라앉히기 위해,
레비디오라를 토벌해 주었으면 한다."
1488,3193578617,"ここには、あのトキシでさえ果たせニャかった
儀式の素材がすべて揃ってるニャ。","여기에는, 그 토키시조차 이루지 못했던
의식의 소재가 모두 갖춰져 있다냥."
1591,3876432741,"素材の一部を使って、
狩猟に役立つ薬も用意しましたニャ。","소재의 일부를 사용해서,
사냥에 도움이 되는 약도 준비했다냥."
1660,4251816714,<,
1680,2322244508,=,
1708,2980987944,"この素材たちの神秘の力が、
きっと@MYNAME様を守ってくれますニャ！","이 소재들의 신비한 힘이,
분명 @MYNAME님을 지켜줄 거다냥!"
1793,2566715446,"勝てるニャ！
この力さえあれば、あのレビディオラにも
必ず勝てるはずニャ！","이길 수 있다냥!
이 힘만 있으면, 그 레비디오라에게도
반드시 이길 수 있을 거다냥!"
1886,1902392050,"@MYNAME様、どうかお願いです。
このメゼポルタを守ってくださいまし。","@MYNAME님, 부디 부탁드립니다.
이 메제포르타를 지켜주세요."
1973,778432101,"レビディオラを退けられるのは、
あなたしかおりません！","레비디오라를 물리칠 수 있는 것은,
당신밖에 없습니다!"
2034,2517025534,l,
2066,3154250762,"どうかお願いです。
このメゼポルタを守ってくださいまし。","부디 부탁드립니다.
이 메제포르타를 지켜주세요."
2143,778432101,"レビディオラを退けられるのは、
あなたしかおりません！","레비디오라를 물리칠 수 있는 것은,
당신밖에 없습니다!"
2262,1965914856,"@MYNAME様！
ああ、お帰りをお待ちしておりました！","@MYNAME님!
아아, 돌아오시기를 기다리고 있었습니다!"
2353,610883023,"メゼポルタは救われたのですね。
あなたもご無事で…。","메제포르타는 구원받은 것이군요.
당신도 무사하셔서…."
2453,1853179715,"良かった。
本当に良かった…！","다행이다.
정말로 다행이야…!"
2504,1789949392,"歌姫さまの笑顔を見れたのは何年ぶりですかニャ。",가희님의 미소를 본 것이 몇 년 만인지 모르겠다냥.
2579,747919760,これも@MYNAME様のおかげですニャ！,이것도 @MYNAME님 덕분이다냥!
2633,3673188719,"本当に本当に、
ありがとうございましたニャ！！","정말로 정말로,
감사했다냥!!"
2720,3597799794,"アンタが運命を変えたおかげで、
歌姫はようやく悪夢から解放されたんだニャ。","네가 운명을 바꿔준 덕분에,
가희는 마침내 악몽에서 해방되었다냥."
2815,4131946646,"恩に着るニャ。
いいオンニャの笑顔は、
どんな美酒よりも気持ち良く酔えるものニャ。","은혜를 잊지 않겠다냥.
좋은 온냥의 미소는,
어떤 미주보다도 기분 좋게 취할 수 있는 것이다냥."
2918,1546289674,"歌姫さま、あんニャに嬉しそうにして…。
ワタシも何だか、ニャみだが止まりませんニャぁ…","가희님, 그렇게나 기뻐하시다니….
와타시도 어쩐지, 냥물이 멈추지 않는다냥아…"
3025,2963992574,ニュヒニュヒニュヒヒヒ…。,뉴히뉴히뉴히히히….
3072,3148621157,"まったく、あのレビディオラまで
退けちゃうんだからね。","정말이지, 그 레비디오라마저
물리쳐버리다니 말이야."
3147,11561919,キミは本当に大したハンターだよっ！,너는 정말 대단한 헌터야!
3202,3606368471,"@MYNAME様、これは感謝の印です。
どうか受け取ってください。","@MYNAME님, 이것은 감사의 표시입니다.
부디 받아주세요."
3302,2322244508,=,
3330,3505148496,歌姫、ここから先は君の仕事だ。,"가희, 여기서부터는 그대의 일이다."
3388,1627278419,"歌ってくれるよね？
メゼポルタと、すべてのハンターのために！","노래해 줄 거지?
메제포르타와, 모든 헌터를 위해!"
3468,2988716652,…はい！,…네!
3497,131684199,"わたくしは皆さまのために歌います。
わたくしの力が必要な時はいらしてください。","저는 여러분을 위해 노래하겠습니다.
저의 힘이 필요할 때는 찾아와 주세요."
3595,666908722,"その時は、歌の触媒として
『天籟の祈珠』を持ってくるといいぜニャ。","그때는, 노래의 촉매로서
『천뢰의 기주』를 가져오면 된다냥."
