Offset,Hash,Original,Translation
68,0,"これはこれは、@MYNAME様。
良いところに来てくれましたニャ。","이거 이거, @MYNAME님.
마침 잘 와주셨다냥."
182,1,"実は、ちょっぴり
困ったことにニャっておりまして…","실은, 조금
곤란한 일이 생겨서 말이다냥…"
274,2,"やっほー、狩人さん！
お先にお邪魔してます～。
狩り大好き、狩猟笛のチルカですよっ！","야홀~, 사냥꾼 씨!
먼저 실례하고 있어요~.
사냥을 정말 좋아하는, 수렵피리의 칠카랍니다!"
446,3,"ちょ、ちょっとお！
なんでそんなに嫌そうな顔するのよぅ！","자, 잠깐만~!
왜 그렇게 싫은 얼굴을 하는 거야!"
536,4,"当たり前ですニャ！
あなたは、我々や@MYNAME様のことを
一体ニャんだと思ってるのですかニャ！","당연하다냥!
당신은, 우리와 @MYNAME님을
대체 뭐라고 생각하는 거다냥!"
648,5,"ええ～、だってぇ。
ココに来れば、頼み事をなんでも
聞いてくれるって話だよぉ？","에에~, 그치만~.
여기 오면, 부탁을 뭐든지
들어준다는 얘기였는데?"
760,6,"うニャあああ！
@MYNAME様は何でも屋ではニャい！","우냐아아아!
@MYNAME님은 해결사가 아니다냥!"
828,7,え？　違うの？,어? 아닌 거야?
876,8,"じゃあ、今回だけね！
実はいま、新しい武器を作ろうと
思ってるんですけどぉ…","그럼, 이번만이야!
실은 지금, 새로운 무기를 만들려고
생각하고 있는데 말이지…"
973,9,だから、勝手に話を進めるニャ！,"그러니까, 멋대로 얘기를 진행하지 마라냥!"
1024,10,"あのね、剛種武器の、
真舞雷笛っていう狩猟笛は知ってるよね？","있잖아, 강종무기인,
진무뢰적이라는 수렵피리는 알고 있지?"
1118,11,"それの強化先を、ベルキュロス系にするか
ドラギュロス系にするかで
迷ってるんですよぅ。","그것의 강화 방향을 벨큐로스 계열로 할지
드라규로스 계열로 할지로
고민하고 있거든요."
1225,12,"雷属性と龍属性、
どっちも捨てがたいんだよね～。","뇌속성과 용속성,
둘 다 포기하기 어렵단 말이지~."
1307,13,"そんニャこと知るかニャ！
お前が好きな方を作ればいいニャ！","그런 거 알게 뭐다냥!
네가 좋아하는 쪽을 만들면 된다냥!"
1386,14,"そう言われてもぉ、
私にだってレジェンドラスタとしての
お仕事があるし～。","그렇게 말해도~,
나한테도 레전드 라스터로서의
일이 있고 말이지~."
1481,15,"ちゃんとお礼はしますから、
お願い、何でも屋さん！","제대로 답례는 할 테니까,
부탁해, 해결사 씨!"
1572,16,"ですから、@MYNAME様は
何でも屋ではニャいと何度…","그러니까, @MYNAME님은
해결사가 아니라고 몇 번이나…"
1649,17,"~C06どうやらチルカに
引き下がる気はないようだ。
依頼を受けるしかなさそうだ…。~C00","~C06아무래도 칠카는
물러설 생각이 없는 듯하다.
의뢰를 받을 수밖에 없을 것 같다….~C00"
1771,18,そんなこと言わずに、お願い！,"그런 말 하지 말고, 부탁이야!"
1827,19,"~C06どうやらチルカに
引き下がる気はないようだ。
依頼を受けるしかなさそうだ…。~C00","~C06아무래도 칠카는
물러설 생각이 없는 듯하다.
의뢰를 받을 수밖에 없을 것 같다….~C00"
1940,20,"やったあ！
さすがは何でも屋さん！","해냈다!
역시 해결사 씨네!"
1996,21,"じゃあ~C05ベルキュロスと
ドラギュロスの狩猟~C00、お願いねっ！","그럼 ~C05벨큐로스와
드라규로스 사냥~C00, 부탁할게!"
2079,22,"あ、あのオンニャは一体何者ニャ！？
あれでも天下のレジェンドラスタかニャ！","저, 저 온냥은 대체 뭐냐냥!?
저래 봬도 천하의 레전드 라스터라니냥!"
2181,23,"まあまあ、可愛いオンニャの
頼みだと思って諦めるしかニャいぜニャ。","자자, 귀여운 온냥의
부탁이라고 생각하고 포기할 수밖에 없다냥."
2275,24,モービンはオンニャに甘すぎるニャ！,모빈은 온냥한테 너무 물러터졌다냥!
2330,25,"受けてしまったからには
仕方ニャいですニャぁ。","받아버린 이상
어쩔 수 없다냥아."
2397,26,"まずは~C05ベルキュロス~C00からですニャ。
@MYNAME様、よろしくお願いしますニャ。","우선은 ~C05벨큐로스~C00부터다냥.
@MYNAME님, 잘 부탁드린다냥."
2517,27,"まずは~C05ベルキュロスの狩猟~C00からですニャ。
@MYNAME様、よろしくお願いしますニャ。","우선은 ~C05벨큐로스 사냥~C00부터다냥.
@MYNAME님, 잘 부탁드린다냥."
2665,28,"ベルキュロスの狩猟、お疲れ様でしたニャ。
次は~C05ドラギュロス~C00ですニャ。
がんばってくださいニャ。","벨큐로스 사냥, 수고하셨다냥.
다음은 ~C05드라규로스~C00다냥.
힘내주세요냥."
2808,29,"次は~C05ドラギュロスの狩猟~C00ですニャ。
がんばってくださいニャ。","다음은 ~C05드라규로스 사냥~C00다냥.
힘내주세요냥."
2951,30,"お疲れ様でございましたニャ。
チルカが来て待っておりますニャ。","수고하셨습니다냥.
칠카가 와서 기다리고 있다냥."
3034,31,"ありがと～っ！
うん、これだけの素材があれば
両方の強化を試せそうだよ！","고마워~!
응, 이 정도 소재가 있으면
둘 다 강화를 시험해볼 수 있을 것 같아!"
3140,32,"ホントに助かりました！
はい、これは約束のお礼ね。","정말로 큰 도움이 됐어요!
자, 이건 약속한 답례예요."
3211,33,~C06チルカからポルタ焼きを受け取った。~C00,~C06칠카에게서 포르타 구이를 받았다.~C00
3296,34,"ポ、ポルタ焼き！？
あんニャに危険ニャ依頼のお礼が、
ポルタ焼きひとつだってのかニャ！？","포, 포르타 구이!?
그렇게나 위험한 의뢰의 답례가,
포르타 구이 하나뿐이라는 거다냥!?"
3405,35,"ええ～、これとっても美味しいんだよ？
私も大好き！","에에~, 이거 엄청 맛있단 말이야?
나도 정말 좋아해!"
3476,36,"ふ、ふざけすぎニャ！
あまりといえばあまりの仕打ちニャ！","너, 너무 장난이 심하다냥!
너무해도 너무한 처사다냥!"
3553,37,"まあまあ、怒る前に、
ちょっと聞きたいことがあるぜニャ。","자자, 화내기 전에,
좀 물어보고 싶은 게 있다냥."
3637,38,"チルカ、アンタ確か最初に、
ここに来れば何でも頼み事を聞いてくれる、
とか言ってたよニャあ？","칠카, 너 분명 처음에,
여기 오면 뭐든지 부탁을 들어준다고,
그렇게 말했었지 않냐냥?"
3750,39,"うん！
親切なネコちゃんたちと狩人さんが、
何でも屋を始めたって…","응!
친절한 고양이들이랑 사냥꾼 씨가,
해결사를 시작했다고…"
3837,40,誰から聞いたニャ？,누구한테 들었다냥?
3876,41,"えーと確か、
広場にいたネコちゃんから…","음, 분명,
광장에 있던 고양이한테서…"
3937,42,え…？,어…?
3971,43,"トッツイ、
お前そんニャこと言ったかニャ？","톳츠이,
네가 그런 말 했었냐냥?"
4040,44,言うわけニャいニャ！,그럴 리가 없다냥!
4095,45,バッシはどうだニャ？,바시는 어떠냐냥?
4136,46,ワ、ワタシも心当たりありませんニャ！,"저, 저도 짐작 가는 게 없다냥!"
4200,47,"てことは、だニャ…。
どうやら誰かが妙なウワサを
流してるってコトじゃねえのかニャ？","그렇다는 건, 말이다냥….
아무래도 누군가가 이상한 소문을
퍼뜨리고 있다는 거 아니냐냥?"
4312,48,"そ、そんニャ…！
一体誰がそんニャことを…！","그, 그럴 리가…!
대체 누가 그런 짓을…!"
4384,49,"わからねえニャ。
だが、コイツはちょいと
キナ臭い話にニャってきそうだぜニャ…","모르겠다냥.
하지만, 이건 좀
수상한 냄새가 나는 이야기가 될 것 같다냥…"
