Offset,Hash,Original,Translation
61,0,"@MYNAMEさん、こんにちは。
またお邪魔させていただきました。","@MYNAME님, 안녕하세요.
또 찾아뵈었어요."
141,1,"実は、またちょっと
相談事がございまして…","실은, 또 조금
상담드릴 일이 있어서…"
204,2,"釣りフィーバエを１０匹ほど
譲っていただけませんでしょうか？","낚시용 피버애를 １０마리 정도
나눠주실 수 없을까요?"
298,3,"ありがとうございます！
いつもお世話になりっぱなしで
申し訳ございません。","감사합니다!
항상 신세만 지고 있어
죄송합니다."
393,4,"では、私はここでお待ちしております。
どうぞよろしくお願いいたします。","그럼, 저는 여기서 기다리고 있겠습니다.
부디 잘 부탁드립니다."
497,5,"釣りフィーバエを１０匹ほど
譲っていただけませんでしょうか？","낚시용 피버애를 １０마리 정도
나눠주실 수 없을까요?"
578,6,"猟団部屋でお待ちしておりますので、
どうぞよろしくお願いします！","수렵단실에서 기다리고 있을 테니,
부디 잘 부탁드립니다!"
691,7,"ありがとうございます！
助かりました。","감사합니다!
덕분에 살았어요."
763,8,"え？
これで何を釣るのかですって？","네?
이걸로 뭘 낚느냐고요?"
818,9,"いいえ、釣りなどいたしませんわ。
この釣りフィーバエは、
料理の隠し味として使うんです。","아니요, 낚시는 하지 않아요.
이 낚시용피버파리는
요리의 숨은 비법 재료로 쓰는 거랍니다."
927,10,"がんばって調理して、今度こそ
ティアラをうならせて見せますわ！","열심히 요리해서, 이번에야말로
티아라를 감탄시켜 보이겠어요!"
1023,11,"ありがとうございました。
お礼に、@MYNAMEさんの狩りに
一度だけお供いたしますわね。","감사했습니다.
답례로 @MYNAME님의 사냥에
한 번만 동행해 드릴게요."
1127,12,"どんなクエストでも結構です。
ここでお待ちしておりますので、
いつでもお声がけください。","어떤 퀘스트든 상관없어요.
여기서 기다리고 있을 테니
언제든 말씀해 주세요."
