Offset,Hash,Original,Translation
61,0,"こんにちは。
突然ですが、@MYNAMEさんは
お魚はお好きですか？","안녕하세요.
갑작스럽지만, @MYNAME님은
생선을 좋아하시나요?"
156,1,"実は最近、
魚料理に凝っておりまして、
美味しい焼き方を勉強しているのですが…","실은 요즘
생선 요리에 푹 빠져서,
맛있게 굽는 법을 공부하고 있는데…"
255,2,"何度やってもうまくいかなくて、
生焼け魚やコゲ魚になってしまうんです。","몇 번을 해도 잘 안 돼서,
덜 익거나 타 버린 생선이 되고 말아요."
346,3,"厚かましいお願いで恐縮なのですが、
できれば@MYNAMEさんに
お手本をお見せいただければと…","염치없는 부탁이라 죄송하지만,
가능하다면 @MYNAME님께서
시범을 보여주셨으면 해서…"
456,4,"いかがでしょう？
ご協力していただけますか…？","어떠신가요?
협력해 주실 수 있을까요…?"
536,5,"わあ、嬉しいです！
では、こんがり魚を見せてください！","와, 기뻐요!
그럼, 노릇노릇 구운 생선을 보여주세요!"
611,6,"私はここで待っていますね。
楽しみにしております！","저는 여기서 기다릴게요.
기대하고 있을게요!"
694,7,"私は猟団部屋でお待ちしてますので、
こんがり魚を見せてください。
楽しみにしてますね！","저는 수렵단실에서 기다리고 있을 테니,
노릇노릇 구운 생선을 보여주세요.
기대하고 있을게요!"
828,8,わあ、なんて美味しそうな焼き魚！,"와, 정말 맛있어 보이는 구운 생선이네요!"
881,9,"なるほど、こうやって焼けば
美味しそうに焼けるわけですね！","그렇군요, 이렇게 구우면
맛있게 구워지는 거군요!"
960,10,"とても参考になりました！
これで妹のティアラに、
美味しい料理をごちそうできそうです。","정말 큰 도움이 됐어요!
이제 동생 티아라에게
맛있는 요리를 대접할 수 있을 것 같아요."
1067,11,"お礼と言ってはなんですが、
@MYNAMEさんの狩りの
お供をさせて下さい。","답례라고 하기엔 뭐하지만,
@MYNAME님의 사냥에
동행하게 해 주세요."
1157,12,"魚の焼き加減はこれから特訓ですが、
ヘビィボウガンなら誰にも負けません！","생선 굽는 솜씨는 앞으로 특훈해야겠지만,
헤비 보우건이라면 누구에게도 지지 않아요!"
1250,13,"準備ができたら、
いつでもお声掛けくださいね。
どうもありがとうございました！","준비가 되면
언제든 불러 주세요.
정말 감사했습니다!"
