Offset,Hash,Original,Translation
0,79,"ＤＭ
",
0,79,"じゃあね！またのお越しを
お待ちしておりまーす！","그럼 이만! 다음에 또
찾아와 주길 기다리고 있을게요~!"
0,79,"えーっと…。指定してくれた内容で
紹介できるクエストは、これだよ。","어디 보자…. 지정해 준 내용으로
소개할 수 있는 퀘스트는, 이거야."
0,79,"ＤＭ
",
0,79,"ＤＭ
",
0,79,"あ。このクエストは、契約金
不要になっているけど、それでいいよね？","아. 이 퀘스트는, 계약금이
필요 없는데, 그래도 괜찮지?"
0,79,"オッケー！このクエストだと
$ｚの契約金を頂くことになる
けど、それでいいよね？","오케이! 이 퀘스트라면
$ｚ의 계약금을 받게 되는데
괜찮지?"
0,79,"現在このクエストは≪Ａ級≫のＷＴＤに指定
されているから、通常の契約金$ｚと、
ＷＴＤ契約の$ｚが必要だね。
別に問題ないよね？","현재 이 퀘스트는 ≪Ａ급≫ WTD로 지정
되어 있어서, 통상 계약금 $z와,
WTD 계약의 $z가 필요해.
딱히 문제없지?"
0,79,"おっとっと。残念だけど、所持金が
不足しているようだね。","어이쿠쿠. 아쉽지만, 소지금이
부족한 것 같아."
0,79,"あれ…。ごめんね。指定してくれ
た内容だと、紹介できるクエストがないみたい。
他にも探してみる？","어라…. 미안해. 지정해
준 내용으로는, 소개할 수 있는 퀘스트가 없나 봐.
다른 것도 찾아볼까?"
0,79,"オッケー！これで手続き終了！
   
クエストの達成を心からお祈りしています。
いってらっしゃーい！","오케이! 이걸로 수속 완료!
   
퀘스트 달성을 진심으로 기원할게요.
다녀오세요~!"
0,79,"オッケー！募集内容を書いた用紙を
~C05≪クエストボード≫~C00に貼り出したよ。
   
仲間を募集する場合、誘いの声をあげてみる
といいかもね。","오케이! 모집 내용을 적은 용지를
~C05≪퀘스트 게시판≫~C00에 붙여 놨어.
   
동료를 모집할 경우, 초대의 목소리를 내 보는
것도 좋을지도."
