Offset,Hash,Original,Translation
61,0,"狩人さん、こんにちは！
えへへ、また来ちゃいました！","사냥꾼님, 안녕하세요!
에헤헤, 또 와버렸어요!"
147,1,"うん、そうなんだ。
実は今日もちょっと相談があって…","응, 맞아.
실은 오늘도 좀 상담할 게 있어서…"
220,2,"ボクね、いま毒属性の武器を
作ろうと思ってるんだ。","나 있잖아, 지금 독 속성 무기를
만들려고 생각하고 있어."
291,3,"で、その素材に
ゲキレツ毒テングってのが
必要なんだけど…","그래서, 그 소재로
격렬 독버섯이라는 게
필요한데…"
370,4,"ギルドの仕事が忙しすぎて、
ぜんぜん採集に行けないんだよ！
うわ～ん！","길드 일이 너무 바빠서,
전혀 채집하러 못 가!
으앙~!"
461,5,"お願い、狩人さん！
ボクの代わりにゲキレツ毒テングを
採ってきて！","부탁이야, 사냥꾼님!
나 대신 격렬 독버섯을
채집해다 줘!"
561,6,"ホント！？
わーい、狩人さん大好き！","진짜!?
와아, 사냥꾼님 정말 좋아!"
618,7,"ちなみにゲキレツ毒テングは
夜の沼地で採集できるからね。","참고로 격렬 독버섯은
밤의 늪지에서 채집할 수 있어."
695,8,"３つほど必要なんだ。
見つかったら、ここまで届けてほしいな。
よろしくお願いします！","３개 정도 필요해.
찾으면, 여기까지 가져다줬으면 좋겠어.
잘 부탁드려요!"
812,9,"ちなみにゲキレツ毒テングは
夜の沼地で採集できるからね。","참고로 격렬 독버섯은
밤의 늪지에서 채집할 수 있어."
889,10,"３つほど必要なんだ。
集まったら、猟団部屋まで届けて！
よろしくお願いします！","３개 정도 필요해.
다 모이면, 수렵단실까지 가져다줘!
잘 부탁드려요!"
1015,11,"わーい、ゲキレツ毒テングだ！
狩人さん、いつもありがとう！","와아, 격렬 독버섯이다!
사냥꾼님, 항상 고마워!"
1094,12,"武器の中で扱いやすいのは
やっぱり麻痺属性の武器だけど、
毒属性もなかなか捨てがたいよね。","무기 중에서 다루기 쉬운 건
역시 마비 속성 무기지만,
독 속성도 꽤나 버리기 아깝지."
1205,13,"獲物にじわじわ
ダメージを与えるだけじゃなく…","사냥감에게 서서히
대미지를 줄 뿐만 아니라…"
1272,14,"毒状態になったモンスターは、
特殊攻撃をしてこなくなったりするんだよ。
知ってた？","독 상태가 된 몬스터는,
특수 공격을 하지 않게 되기도 해.
알고 있었어?"
1388,15,"閃光玉で目を回さないモンスターは、
毒状態にしちゃうのもアリだよね！","섬광구슬로 눈이 안 돌아가는 몬스터는,
독 상태로 만들어버리는 것도 괜찮지!"
1477,16,"狩人さん、本当にいつもありがとう。
お礼に、狩りに１回だけつきあうよ。","사냥꾼님, 정말 항상 고마워.
답례로, 사냥에 한 번만 함께할게."
1568,17,"獲物は狩人さんにお任せするから、
準備ができたら声をかけてね！","사냥감은 사냥꾼님한테 맡길 테니까,
준비되면 말 걸어줘!"
