Offset,Hash,Original,Translation
61,0,"こんにちはデス、@MYNAMEさん！
狩り活動は順調ですか？","안녕하세요데스, @MYNAME님!
사냥 활동은 순조로우신가요?"
148,1,"アタシの方はと言いますと、
実はちょっと苦戦中でして…","저 쪽은 말하자면요,
실은 좀 고전 중이라서요…"
223,2,"ガノトトスを狩猟したいんですけど、
水場から陸に引きずり出すのが難しくって…","가노토토스를 사냥하고 싶은데,
물가에서 육지로 끌어내는 게 어려워서…"
320,3,"そこで、音爆弾を使おうと思ったんですけど、
あいにく調合素材の鳴き袋の
手持ちがないんです。","그래서, 소리폭탄을 쓰려고 했는데,
공교롭게도 조합 소재인 울음주머니가
수중에 없어요."
433,4,"@MYNAMEさん、お願いです！
鳴き袋を譲ってもらえませんか？","@MYNAME님, 부탁이에요!
울음주머니를 양보해주실 수 있나요?"
511,5,"もし譲ってもらえるのでしたら、
猟団部屋まで持ってきてください。
よろしくお願いします！","만약 양보해주신다면,
수렵단실까지 가져다주세요.
잘 부탁드립니다!"
631,6,"@MYNAMEさん、お願いです！
鳴き袋を譲ってもらえませんか？","@MYNAME님, 부탁이에요!
울음주머니를 양보해주실 수 있나요?"
709,7,"もし譲ってもらえるのでしたら、
猟団部屋まで持ってきてください。
よろしくお願いします！","만약 양보해주신다면,
수렵단실까지 가져다주세요.
잘 부탁드립니다!"
844,8,"わーいわーい！
これで音爆弾を作れます～！！","와~아 와~아!
이걸로 소리폭탄을 만들 수 있어요~!!"
909,9,"おじいちゃん曰く、
見えない獲物は耳で追え！","할아버지 말씀으론,
보이지 않는 사냥감은 귀로 쫓으라고 하셨어요!"
974,10,"なんとなく、今回の獲物も
そんな感じしますよねー、すると思う！","왠지, 이번 사냥감도
그런 느낌이 들죠~, 그럴 것 같아요!"
1057,11,"@MYNAMEさんのおかげで、
ガノトトスを狩れそうです！
どうもありがとうございました！","@MYNAME님 덕분에
가노토토스를 사냥할 수 있을 것 같아요!
정말 감사했습니다!"
1161,12,"お礼と言っては何ですが、
一緒に狩りにいきませんかっ？","감사의 뜻이라긴 뭐하지만,
함께 사냥하러 가지 않으실래요?"
1236,13,"ここで待ってますから、
いつでも声をかけてください！","여기서 기다리고 있을 테니,
언제든지 불러주세요!"
