Offset,Hash,Original,Translation
61,0,"はーい、狩人さん！
遊びに来ちゃいました！","네~, 사냥꾼 씨!
놀러 와버렸어요!"
124,1,"ここが狩人さんの猟団部屋なんだね。
うん、思ってたよりずっと素敵だよ！","여기가 사냥꾼 씨의 수렵단실이구나.
응, 생각했던 것보다 훨씬 근사하네!"
215,2,"ボクもお部屋の内装にはこだわりがあってね、
いろんなお気に入りを飾ってるんだ！","나도 방 인테리어에는 고집이 있어서,
여러 가지 마음에 드는 걸 장식해 두고 있거든!"
314,3,"でね、今日はそのことで
狩人さんに相談があって来たんだけど…","그래서 오늘은 그 일로
사냥꾼 씨한테 상담할 게 있어서 왔는데…"
395,4,"良かったらボクの相談に
乗ってくれる？","괜찮다면 내 상담
좀 들어줄래?"
467,5,"ほんと！？わーい！
狩人さん大好き、来てよかった！","정말!? 와아!
사냥꾼 씨 정말 좋아, 오길 잘했다!"
538,6,"じゃあ、詳しいことは２人で話したいから、
祈樹の泉まで来てもらってもいい？","그럼 자세한 얘기는 둘이서만 하고 싶으니까,
기수의 샘까지 와 줄래?"
633,7,"ボクもすぐに追いかけるから、
先に行ってネコさんとお話ししてて。
よろしく！","나도 금방 뒤따라갈 테니까,
먼저 가서 냥이 씨랑 얘기하고 있어.
잘 부탁해!"
743,8,"詳しいことは２人で話したいから、
祈樹の泉まで来てもらってもいい？","자세한 얘기는 둘이서만 하고 싶으니까,
기수의 샘까지 와 줄래?"
830,9,"ボクもすぐに追いかけるから、
先に行って待っててよね。
よろしく！","나도 금방 뒤따라갈 테니까,
먼저 가서 기다리고 있어.
잘 부탁해!"
926,10,"わざわざ来てもらってごめんね。
猟団部屋だと、他の人に話を
聞かれちゃうからさ。","일부러 오게 해서 미안해.
수렵단실이면 다른 사람한테
얘기를 들킬 수도 있으니까."
1040,11,"え？
そんな秘密の話なのかって？
うーん、秘密といえば秘密かなぁ…","어?
그렇게 비밀 얘기냐고?
으음, 비밀이라면 비밀일지도…"
1127,12,"実はボク、可愛いモノを集めて
お部屋に飾るのが趣味なんだけど…","사실 나, 귀여운 걸 모아서
방에 장식하는 게 취미인데…"
1210,13,"どうもその可愛いって感覚が、
ちょっぴり人と違うみたいなんだよね。","아무래도 그 귀엽다는 감각이,
남들이랑 조금 다른 것 같더라고."
1297,14,"たとえば、フルフルの
あのみょ～んって伸びる首とか
すっごく可愛いと思うんだけど…","예를 들면, 푸르푸르의
그 쭈~욱 늘어나는 목 같은 거
엄청 귀엽다고 생각하는데…"
1400,15,"この話をすると、だいたいの人が
残念な顔になるんだよね。","이 얘기를 하면, 대부분의 사람이
안타까운 표정을 짓더라고."
1490,16,"それはさておき、
今はゴゴモアの武器に凝ってるんだ！","그건 그렇다 치고,
지금은 고고모아의 무기에 빠져 있어!"
1563,17,"ボクが使う双剣だけじゃなく、
全種類を集めてお部屋に飾るの。","내가 쓰는 쌍검뿐만 아니라,
전 종류를 모아서 방에 장식할 거야."
1644,18,"あのふわっふわした毛に包まれると
なんだかとっても安心するよね！","그 폭신폭신한 털에 감싸이면
왠지 엄청 안심되지!"
1756,19,安心するでしょ？,안심되지?
1806,20,"良かった！
キミならそう言ってくれると思ったよ！","다행이다!
너라면 그렇게 말해줄 거라 믿었어!"
1875,21,"でね、キミにも
ゴゴモアの素材を集めるのを
手伝って欲しいんだ。","그래서 너한테도
고고모아의 소재를 모으는 걸
도와줬으면 해."
1960,22,"とりあえず、まずは１頭。
ゴゴモアを狩ってきてくれる？","일단 우선 １마리.
고고모아를 사냥해다 줄래?"
2048,23,"ありがとう！
じゃあ、ゴゴモアを狩ったら
またここに戻ってきて。","고마워!
그럼 고고모아를 사냥하면
다시 여기로 돌아와 줘."
2133,24,よろしくね！,잘 부탁해!
2179,25,"とりあえず、まずは１頭。
ゴゴモアを狩ってきてくれる？","일단 우선 １마리.
고고모아를 사냥해다 줄래?"
2254,26,"終わったら
また祈樹の泉に戻ってきて。
よろしくね！","끝나면
다시 기수의 샘으로 돌아와 줘.
잘 부탁해!"
2335,27,"待ってたよ！
ゴゴモアを狩ってきてくれたんだね！","기다렸어!
고고모아를 사냥해다 줬구나!"
2404,28,"ありがとう。
これでまたひとつ
ゴゴモアの武器を作れるよ。","고마워.
이걸로 또 하나
고고모아의 무기를 만들 수 있겠어."
2483,29,"次は何にしようかなぁ。
ゴゴモアの武器って麻痺属性があるから、
狩りでとっても使いやすいよね！","다음엔 뭘로 할까.
고고모아의 무기는 마비 속성이 있어서,
사냥할 때 엄청 쓰기 편하지!"
2605,30,ここにいたのか、フラウ…,"여기 있었나, 플라우…"
