Offset,Hash,Original,Translation
74,0,"ハ～イ、@MYNAME！
元気でやってる？","하~이, @MYNAME!
잘 지내고 있어?"
130,1,"今日はアンタにね、
とっておきの新情報を持ってきたのよ。","오늘은 너한테,
특별한 새 정보를 가져왔어."
207,2,"なんと、マンドラゴラと
増強剤とケルビの角を調合すると、
いにしえの秘薬ができるんですって！","글쎄, 만드라고라랑
증강제랑 켈비의 뿔을 조합하면,
태고의 비약이 만들어진대!"
333,3,"え…？
そんなのとっくに知ってたって？","어…?
그런 거 진작에 알고 있었다고?"
392,4,"もう、面白くない反応ね。
アタシにとっては新発見なんだから、
アンタももっと驚きなさいな。","아 참, 재미없는 반응이네.
나한테는 새로운 발견이니까,
너도 좀 더 놀라라고."
503,5,"でね、さっそく作りたいんだけど、
マンドラゴラが足りないのよ。","그래서 당장 만들고 싶은데,
만드라고라가 부족해."
586,6,"悪いけどアンタ、
マンドラゴラを３つほど
調達してきてくれない？","미안하지만 너,
만드라고라를 ３개 정도
조달해다 주지 않을래?"
684,7,"ありがとう。
アンタならそう言ってくれると思ったわ。","고마워.
너라면 그렇게 말해줄 거라고 생각했어."
757,8,"マンドラゴラを採集するには、
火山がいいかしら？","만드라고라를 채집하려면
화산이 좋으려나?"
826,9,"あとは色んな依頼の報酬とか、
ニャカ漬けの壺にアオキノコを入れても
作ることができるわね。","그리고 여러 의뢰의 보수라든가,
냐카절임 항아리에 파랑버섯을
넣어도 만들 수 있어."
937,10,"とにかく、３つ欲しいの。ここまで
持ってきてくれたら、またアンタの
狩りに付き合ってあげるから。","아무튼, ３개 필요해.여기까지
가져다주면 또 너의
사냥에 함께해줄 테니까."
1054,11,よろしくね。,잘 부탁해.
1100,12,"とにかく、
マンドラゴラを３つ欲しいの。","아무튼,
만드라고라를 ３개 원해."
1161,13,"猟団部屋まで持ってきてくれたら、
またアンタの狩りに付き合ってあげる。
じゃあ、よろしくね。","수렵단실까지 가져다주면
또 너의 사냥에 함께해줄게.
그럼, 잘 부탁해."
1301,14,"マンドラゴラを持ってきてくれたのね。
ありがとう。","만드라고라를 가져다줬구나.
고마워."
1379,15,"ちょっと待っててね。
いま調合するから…","잠깐 기다려줘.
지금 조합할 테니까…"
1460,16,"ほら、できた。
せっかくだから、アンタにも
いにしえの秘薬をあげるわ。","자, 완성됐어.
모처럼이니까, 너한테도
태고의 비약을 줄게."
1559,17,"それがあれば、
イザという時に役に立つでしょ？
感謝してよね。","그게 있으면,
만약의 순간에 도움이 되겠지?
고마워해야 해."
1642,18,"もちろん、約束通り
アンタの狩りにも付き合ってあげるわ。","물론, 약속대로
너의 사냥에도 함께해줄게."
1719,19,"え…？
なんでそんなに親切なんだって？","어…?
왜 그렇게 친절하냐고?"
1778,20,"そんなのアタシが
レジェンドラスタだからに決まってるでしょ。
ハンターを助けるのがアタシの仕事なの。","그야 내가
레전드 라스터이기 때문이지.
헌터를 돕는 게 내 일이거든."
1899,21,"ほら、わかったら狩りに行くわよ。
獲物はなんだっていいから、
とっととクエストを受注してきなさいな。","자, 알았으면 사냥하러 가자.
사냥감은 뭐든 좋으니까,
얼른 퀘스트를 수주해오라고."
