Offset,Hash,Original,Translation
61,0,"@MYNAME様、
待っておりましたニャ！","@MYNAME님,
기다리고 있었다냥!"
117,1,"今日もギネルが来ておりますニャ！
あの話の続きをしてもらうですニャ！","오늘도 기넬이 와 있다냥!
그 이야기의 다음 부분을 들려 달라고 할 거다냥!"
206,2,"もう、オイラはあの話の続きが
気になって気になって、
夜もグッスリでしたニャ！","아휴, 나는 그 이야기의 다음이
궁금해서 궁금해서,
밤에도 푹 잘 잤다냥!"
305,3,グッスリ寝てどうするニャ…,푹 자 놓고 뭘 그러냐다냥…
352,4,"と、とにかく！
早速ギネルに話してもらうですニャ！","아, 아무튼!
얼른 기넬한테 이야기해 달라고 하겠다냥!"
430,5,"イナガミは竹林に古くから住み着き、
雅翁龍とも呼ばれている古龍だ。","이나가미는 죽림에 예로부터 살아왔고,
아옹룡이라고도 불리는 고룡이다."
517,6,"その不思議な力を人間たちは恐れ、
逆に自分たちのものにしようとした。","그 신비한 힘을 인간들은 두려워했고,
오히려 자신들의 것으로 만들려 했다."
606,7,"それが、
歌姫さまやレイラの一族だったんだ。","그게,
가희님과 레일라의 일족이었던 거다."
671,8,"では、歌姫さまの歌の力は
その一族の力を受け継いだものだと…？","그럼, 가희님의 노래의 힘은
그 일족의 힘을 이어받은 것이라고…?"
754,9,"さあ、そこまではわからない。
なにせその一族は、イナガミの怒りを買って
土地を追われちまったんだからな…","글쎄, 거기까지는 모른다.
어쨌든 그 일족은, 이나가미의 노여움을 사서
땅에서 쫓겨나 버렸으니까 말이다…"
879,10,ニャンと…！,이럴 수가다냥…!
912,11,"残ったのは、付近の集落で発見された
文献だけだった。","남은 것은, 부근의 마을에서 발견된
문헌뿐이었다."
985,12,"そこに記されていたのは、イナガミの生態と、
イナガミによって離散した一族、そして
生き別れになった幼い姉妹の話だった…","거기에 적혀 있던 것은, 이나가미의 생태와,
이나가미로 인해 흩어진 일족, 그리고
생이별하게 된 어린 자매의 이야기였다…"
