Offset,Hash,Original,Translation
61,0,"うぇーん、狩人さぁん！
この哀れなボクを助けて～！","으앙~, 사냥꾼님~!
이 불쌍한 나를 도와줘~!"
132,1,"もう、すごくショックを受けてるんだ。
相談、乗ってくれる…？","정말, 엄청 충격받았어.
상담, 들어줄래…?"
226,2,"あぁ、どうもありがとう！
恩に着るよ！","아, 정말 고마워!
은혜는 잊지 않을게!"
285,3,"実はこの前、部屋で飾る用に
ピンクボンボンを作ったんだ。","실은 저번에, 방에 장식하려고
핑크 봉봉을 만들었어."
362,4,"桃毛獣の毛がモフモフして
最高に可愛い双剣なんだけど、
でもそれがね……","도모수의 털이 복슬복슬해서
최고로 귀여운 쌍검인데,
근데 그게 말이야……"
455,5,"素材のババコンガの臭いが取れなくて、
この世のものでないくらい、
最凶に臭いんだ！！","소재인 바바콩가의 냄새가 안 빠져서,
이 세상 것이 아닐 정도로,
최악으로 지독한 냄새가 나!!"
560,6,"きっとあの素材、
ババコンガのお尻の部分の毛
だったに違いないよ！","분명 그 소재,
바바콩가의 엉덩이 부분 털이
틀림없었을 거야!"
647,7,"あんなの部屋に飾ったら、
臭すぎて大変なことになっちゃう！","그런 걸 방에 장식했다간,
냄새가 너무 심해서 큰일 나버려!"
726,8,"可愛いものに触れられないことが
こんなにも辛いなんて…はぁ……","귀여운 걸 만질 수 없다는 게
이렇게나 괴로울 줄이야…하아……"
809,9,"というわけで狩人さん！
ボクのために、ババコンガの臭いを
どうにかしてほしいんだよ…！","그런 이유로 사냥꾼님!
나를 위해서, 바바콩가의 냄새를
어떻게든 해줬으면 좋겠어…!"
916,10,"いろいろ調べたらね、
消臭玉５つで臭いが消えるみたいなんだ！","이것저것 알아봤더니,
소취옥 ５개면 냄새가 사라진대!"
997,11,"そう、５つ。
１つじゃとても足りないんだ！
これでわかるでしょ、ボクの辛さ……","그래, ５개.
１개로는 도저히 부족해!
이걸로 알겠지, 내 괴로움을……"
1096,12,"そこでお願い、狩人さん。
ボクに、消臭玉をくれない…？","그래서 부탁이야, 사냥꾼님.
나한테, 소취옥을 주지 않을래…?"
1184,13,"わぁっ、ありがとう！
狩人さんはやっぱりいい人だ！","와아, 고마워!
사냥꾼님은 역시 좋은 사람이야!"
1255,14,"じゃあ…ボクはここで
消臭玉を５つ持ってきてくれるのを、
心から待ち望んでるよ！よろしく～！","그럼…나는 여기서
소취옥을 ５개 가져다주는 걸,
진심으로 기다리고 있을게! 잘 부탁해~!"
1379,15,"狩人さん、お願い！
消臭玉５つ、持ってきて欲しいんだ！！","사냥꾼님, 부탁이야!
소취옥 ５개, 가져다줬으면 좋겠어!!"
1456,16,"ボクは猟団部屋で
消臭玉を５つ持ってきてくれるのを、
待ち続けているよ！よろしく～！","나는 수렵단실에서
소취옥을 ５개 가져다주는 걸,
계속 기다리고 있을게! 잘 부탁해~!"
1587,17,"やったぁ、消臭玉だー！
これでピンクボンボンの臭いが消える！","됐다, 소취옥이다~!
이걸로 핑크 봉봉의 냄새가 사라져!"
1668,18,"どうもありがとう、@MYNAMEさん！
感謝しても感謝しきれないよ！","정말 고마워, @MYNAME님!
아무리 감사해도 모자라!"
1750,19,"マイハウスに帰ったら、
さっそく使ってみるね！
今回も本当にありがとうっ！","마이 하우스에 돌아가면,
바로 써볼게!
이번에도 정말 고마워!"
1858,20,"お礼と言ってはなんだけど、
ボクが@MYNAMEさんの狩りを
一回お手伝いしてもいい？","답례라고 하긴 뭐하지만,
내가 @MYNAME님의 사냥을
한 번 도와줘도 될까?"
1958,21,"もちろん、どんな獲物だって
付き合っちゃうよ！","물론, 어떤 사냥감이든
함께해줄게!"
2025,22,"ボクはここで待ってるから、
いつでも声をかけてね！
よろしく～！","나는 여기서 기다리고 있을 테니까,
언제든 말 걸어줘!
잘 부탁해~!"
