Offset,Hash,Original,Translation
81,0,"@MYNAME様、例のイナガミの件で
フラウが来ておりますニャ。","@MYNAME님, 그 이나가미 건으로
플라우가 와 있다냥."
166,1,"ハ～イ、@MYNAMEさん！
元気してる？","하~이, @MYNAME 씨!
잘 지내?"
235,2,"ボク？
うーん、ボクはどうかなぁ…","나? 음~, 나는 어떨까나…"
290,3,"ほら、レイラを助けるために
みんなでイナガミを狩りにいったでしょ？","봐, 레일라를 돕기 위해
다 같이 이나가미를 사냥하러 갔었잖아?"
377,4,"でもねぇ、どうもあのイナガミって、
ボクの双剣だと相性が悪い気がして…","근데 있잖아, 아무래도 그 이나가미는,
내 쌍검이랑은 상성이 안 좋은 것 같아서…"
468,5,"イナガミは体液を硬化させて
甲殻をまとう習性がありますニャ。","이나가미는 체액을 경화시켜
갑각을 두르는 습성이 있다냥."
549,6,"一撃の破壊力や貫通力に劣る双剣では、
確かに苦戦するかもしれませんニャ。","일격의 파괴력이나 관통력이 부족한 쌍검으로는,
확실히 고전할지도 모른다냥."
642,7,"そうなんだよねぇ。
それに、イナガミの狩りに行くと
眠くなって仕方ないんだよ。","그렇다니까~.
게다가, 이나가미 사냥을 가면
졸려서 참을 수가 없어."
741,8,"まるでヒプノックと戦ってる時みたいに、
途中でグッスリ寝ちゃったりとか…","마치 히프노크랑 싸울 때처럼,
중간에 푹 잠들어 버리거나 해서…"
841,9,"危険すぎるニャ！
獲物を前に寝るとかありえないニャ！","너무 위험하다냥!
사냥감 앞에서 잠들다니 있을 수 없다냥!"
914,10,そうは言ってもさぁ…,그렇게 말해도 말이지…
962,11,"それは、イナガミが噴出する
催眠ガスのせいさ…","그건, 이나가미가 내뿜는
최면 가스 때문이지…"
1043,12,！？レイラ…！,!? 레일라…!
1126,13,"その顔…どうやら
迷いは吹っ切れたようだニャ。","그 얼굴…아무래도
미혹은 떨쳐낸 모양이다냥."
1193,14,"あんたたちのおかげさ。
悔しいけど、今のアタシには
イナガミを討伐することはできない。","너희들 덕분이야.
분하지만, 지금의 나로서는
이나가미를 토벌할 수 없어."
1300,15,"けど、イナガミを狩らない限り、
アタシは前に進めない…","하지만, 이나가미를 사냥하지 않는 한,
나는 앞으로 나아갈 수 없어…"
1375,16,"だから、@MYNAME。
あんたに、あの雅翁龍を
討伐してもらいたいんだ…！","그러니까, @MYNAME.
너에게, 그 아옹룡을
토벌해 줬으면 하는 거야…!"
1465,17,ニャ、ニャンだと！？,"냐, 냐니?!"
1506,18,レイラ、キミはそれでいいの…？,"레일라, 너는 그걸로 괜찮은 거야…?"
1557,19,"ああ。
ただし、条件がある。","그래.
다만, 조건이 있다."
1606,20,"イナガミの討伐には、
お師匠様が遺してくれた、対睡眠装備と…","이나가미의 토벌에는,
사부님이 남겨 주신, 대수면 장비와…"
1687,21,"あんた達が作ってくれた、
コーレクラウフィーを使って欲しい！","너희들이 만들어 준,
코레크라우피를 사용해 줬으면 해!"
1768,22,トキシの装備と、穿龍棍で…,"토키시의 장비와, 천룡곤으로…"
1815,23,"そうさ。
甲殻をまとうイナガミには、
穿龍棍だと相性がいいはずだ。","그래.
갑각을 두른 이나가미에게는,
천룡곤이라면 상성이 좋을 거다."
1902,24,"そして、対睡眠装備は
まさにイナガミと対するための防具！","그리고, 대수면 장비는
바로 이나가미와 맞서기 위한 방어구!"
1979,25,"お師匠様と、
みんなの想いが宿ったこの２つで、
イナガミを狩って欲しいんだ。","사부님과,
모두의 마음이 깃든 이 두 가지로,
이나가미를 사냥해 줬으면 해."
2083,26,@MYNAME、やってくれるね…？,"@MYNAME, 해 줄 거지…?"
2144,27,"ありがとう。
あんたなら、きっと
そう言ってくれると思ったよ。","고마워.
너라면, 분명
그렇게 말해 줄 거라 생각했어."
2227,28,"あんたがこの装備で~C05イナガミを討伐~C00できた時、
アタシはようやく前に進める…
そんな気がするんだ。","네가 이 장비로 ~C05이나가미를 토벌~C00할 수 있을 때,
나는 드디어 앞으로 나아갈 수 있을…
그런 느낌이 들어."
2350,29,"~C05Ｇ級クエスト受付~C00へ行けば、
案内してくれるはずだ。
@MYNAME、頼んだよ！","~C05Ｇ급 퀘스트 접수처~C00에 가면,
안내해 줄 거다.
@MYNAME, 부탁한다!"
2463,30,"トキシが遺した対睡眠装備と、
レジェンドラスタたちが作った穿龍棍、
コーレクラウフィー…","토키시가 남긴 대수면 장비와,
레전드 라스터들이 만든 천룡곤,
코레크라우피…"
2572,31,"この２つを使って、
~C05イナガミを討伐~C00して欲しいですニャ！
~C05Ｇ級クエスト受付~C00へ向かってくださいニャ！","이 두 가지를 사용해서,
~C05이나가미를 토벌~C00해 줬으면 한다냥!
~C05Ｇ급 퀘스트 접수처~C00로 향해 달라냥!"
2734,32,@MYNAME様、お疲れ様でしたニャ！,"@MYNAME님, 수고하셨습니다냥!"
2786,33,"ありがとう、@MYNAME。
これでアタシは、やっと呪縛から…","고마워, @MYNAME.
이걸로 나는, 드디어 저주에서…"
2869,34,"レイラ…ようやくあなたも、
かつての心を取り戻せたのですね…","레일라…드디어 당신도,
예전의 마음을 되찾을 수 있었군요…"
2991,35,姉さん…,언니…
3040,36,"思えば、わたくしたちは
数奇な運命に弄ばれました…","생각해 보면, 저희들은
기구한 운명에 농락당했지요…"
