Offset,Hash,Original,Translation
61,0,"@MYNAME様！
た、大変ですニャ！","@MYNAME님!
크, 큰일이다냥!"
120,1,"バッシとモービンが、
大変なんですニャ！","바시랑 모빈이,
큰일 났습니다냥!"
181,2,"う、うぅぅ…寒いですニャ！
眠いですニャあ！","으, 으으…춥습니다냥!
졸립습니다냥!"
246,3,"こ、この症状は…
フローラのパートニャーと同じだぜニャ…","이, 이 증상은…
플로라의 파트냐랑 똑같다냥…"
323,4,"きっと、フローラが来た時に
オレたちにまでうつったぜニャ…","분명, 플로라가 왔을 때
우리한테까지 옮았다냥…"
409,5,"あああ…どうすればいいニャ！？
確か、魚竜のキモと特濃血を混ぜて…","아아아…어떡하면 좋냥!?
분명, 어룡 간과 매우 진한 피를 섞어서…"
503,6,それだけではダメでゴザル！,그것만으로는 안 되오이다!
557,7,"！？キ、キース！？
お前がどうして…","!? 키, 키스!?
네가 어째서…"
655,8,"フローラ殿から話を聞いて、
もしやと思って参上したでゴザルが…","플로라 님께 이야기를 듣고,
혹시나 싶어 찾아뵈었소이다만…"
738,9,"やはり、思った通りでゴザル。
この症状は、アイルー特有の病…
モンスター毒ネココロリでゴザル！","역시, 생각한 대로요.
이 증상은, 아이루 특유의 병…
몬스터독 냥코로리요!"
853,10,"うニャ！？
モンスター毒ネココロリって…！","우냥!?
몬스터독 냥코로리라니…!"
916,11,"毒性の高いモンスターとの接触などで
ごく稀に発症し、まるで眠ったように息を引き取る
恐ろしい病気でゴザル。","독성이 강한 몬스터와의 접촉 등으로
극히 드물게 발병하여, 마치 잠든 듯이 숨을 거두는
무서운 병이오."
1043,12,"この病気は次々とアイルーにうつるため、
以前、修行の旅の途中、とある村でこの病が発生
した時には、村のアイルーが全滅したでゴザルよ！","이 병은 차례차례 아이루에게 옮기 때문에,
예전, 수행 여행 도중, 어느 마을에서 이 병이 발생
했을 때는, 마을의 아이루가 전멸했었소이다!"
1196,13,"そ、そんニャ…！
どうすればいいニャ！？","그, 그럴 수가…!
어떡하면 좋냥!?"
1257,14,"とにかく原因となったモンスターを
特定して、一刻も早く治療薬を
飲ませねばならんでゴザル！","어쨌든 원인이 된 몬스터를
특정하여, 한시라도 빨리 치료약을
먹여야만 하오!"
1368,15,@MYNAME殿も協力してくだサレ！,@MYNAME 님도 협력해 주시오!
1431,16,かたじけない！,고맙소!
1466,17,"では拙者はここで
ネコたちの応急処置をいたすゆえ、
狩人殿は~C05フローラ殿~C00への聞き込みを！","그럼 소인은 여기서
아이루들의 응급처치를 할 터이니,
나리는 ~C05플로라 님~C00께 탐문을!"
1581,18,"フローラ殿は酒場にいるはずでゴザル。
よろしくお頼み申ス！","플로라 님은 주점에 있을 것이오.
잘 부탁드리오!"
1673,19,"た、大変なことになったニャ！
バッシたちを助けるために、
~C05フローラ~C00に話を聞いて欲しいニャ！","크, 큰일 났다냥!
바시 일행을 돕기 위해,
~C05플로라~C00에게 이야기를 들어줬으면 한다냥!"
1792,20,"一刻を争うニャ！
よろしくお願いしますニャ！","한시가 급하다냥!
잘 부탁드립니다냥!"
1859,21,あ、@MYNAMEさん！,"아, @MYNAME씨!"
1910,22,"そんなに恐ろしい病だったんですか！？
アタシのせいで、泉のネコちゃんたちまで
大変なことになってるなんて…","그렇게 무서운 병이었나요!?
저 때문에, 샘의 아이루들까지
큰일이 나다니…"
2037,23,"お願いします！
なんとかネコちゃんたちを
助けてあげてください！","부탁드려요!
어떻게든 아이루들을
구해 주세요!"
2135,24,"そ、そうですよね。
まずは原因のモンスターを特定しないと…","그, 그렇죠.
우선은 원인 몬스터를 특정해야…"
2214,25,"あれからいろいろ考えたんですけど、
少し前に、パートニャーと一緒に
ヒュジキキを狩猟したんです。","그 후로 이런저런 생각을 해봤는데요,
조금 전에, 파트냐와 함께
휴지키키를 사냥했었어요."
2331,26,もしかしたらその時、ヒュジキキに…,"혹시 그때, 휴지키키에게…"
2386,27,"とても毒性の高いモンスターだし、
細心の注意を払っていたんですが…","굉장히 독성이 강한 몬스터라서,
세심하게 주의를 기울였는데요…"
2473,28,"思い当たるのはこれぐらいです。
ウチのパートニャーも、また体温が
下がり始めてしまって…","짚이는 건 이 정도예요.
저희 파트냐도, 다시 체온이
떨어지기 시작해서…"
2582,29,"眠ると、もっと体温が下がってしまうから、
できるだけ眠るまいとする姿も
つらそうで…","잠들면, 체온이 더 떨어지기 때문에,
최대한 잠들지 않으려는 모습이
안쓰러워서…"
2687,30,"お願いです、助けてあげてください！
@MYNAMEさんだけが頼りなんです！","부탁이에요, 도와주세요!
@MYNAME님만이 의지가 돼요!"
2775,31,"~C06フローラは取り乱している。
よほどアイルーたちが心配なのだろう。~C00","~C06플로라는 당황해 어쩔 줄 몰라 하고 있다.
아이루들이 무척 걱정되는 모양이다.~C00"
2868,32,~C06ひとまず~C05祈樹の泉~C06に戻ろう。~C00,~C06우선~C05기수의 샘~C06으로 돌아가자.~C00
2951,33,"おかえりなさいですニャ！
フローラは何か話しましたかニャ？","어서 오세요다냥!
플로라는 뭔가 얘기했나냥?"
3043,34,"ふむ、ヒュジキキでゴザルか。
確かに、あのモンスターは強烈な毒性を
持っているでゴザルからな。","흠, 휴지키키였구려.
확실히, 그 몬스터는 강렬한 독성을
지니고 있으니 말이오."
3165,35,どうすればいいニャ！？,어떻게 하면 되냥!?
3208,36,"解毒薬などでは治らんでゴザル。
やはり、ヒュジキキの素材から直接
治療薬を作るしかないでゴザルな。","해독약 따위로는 낫지 않소.
역시, 휴지키키의 소재로 직접
치료약을 만드는 수밖에 없구려."
3327,37,"寒いですニャ…
お湯を…お湯をくださいニャ…","추워요냥…
뜨거운 물을… 뜨거운 물을 주세요냥…"
3399,38,"ああ、バッシ！
今すぐお湯をあげるニャ！","아, 바시!
지금 바로 뜨거운 물을 줄게냥!"
3460,39,近づいてはいかんでゴザル！,가까이 가면 안 되오!
3541,40,"オ、オレたちに近づくニャ…！
お前にまで、うつるぜニャ…","오, 우리한테 가까이 오지 마냥…!
너한테까지, 옮는다냥…"
3618,41,け、けど…！,"그, 그래도…!"
3651,42,"オ、オレたちに、もしものことがあれば…
歌姫さまのことは頼んだぜニャ…","우, 우리한테, 무슨 일이 생기면…
가희님 일은 부탁한다냥…"
3742,43,"な、何を言うニャ！
モービンらしくない弱気なセリフニャ！","무, 무슨 소리냥!
모빈답지 않게 약한 소리다냥!"
3819,44,"オイラたちには、
@MYNAME様がいるニャ！
今回もきっと助けてくださるニャ！","우리한테는,
@MYNAME님이 있다냥!
이번에도 분명 도와주실 거다냥!"
3926,45,"は、はは…そうだったぜニャ。
オレたちには、伝説を超えるハンターが
味方についてくれてたんだぜニャ…","하, 하하… 그랬었다냥.
우리한테는, 전설을 뛰어넘는 헌터가
아군으로 있어 줬었다냥…"
4047,46,"これで…
歌姫さまのことも…安心して…","이걸로…
가희님 일도… 안심하고…"
4106,47,"モ、モービン！？
モービン、しっかりしろニャ！","모, 모빈!?
모빈, 정신 차려냥!"
4173,48,"い、イカン！
体温が下がりすぎて、
意識を失いかけているでゴザル！","아, 안 되오!
체온이 너무 떨어져서,
의식을 잃어가고 있소!"
4267,49,"狩人殿！
一刻も早く~C05ヒュジキキの狩猟~C00を！","나리!
한시라도 빨리~C05휴지키키 사냥~C00을!"
4336,50,"ヒュジキキを狩っていただければ、
治療薬は拙者がなんとかいたス！","휴지키키를 사냥해 주신다면,
치료약은 소인이 어떻게든 해보겠소!"
4428,51,"お願いしますニャ！
バッシとモービンを…
オイラの親友を助けてくださいニャ！","부탁드려요냥!
바시와 모빈을…
제 친구를 도와주세요냥!"
4552,52,"治療薬を作るために、
~C05ヒュジキキを狩猟~C00して欲しいですニャ！","치료약을 만들기 위해,
~C05휴지키키를 사냥~C00해 주셨으면 해요냥!"
4639,53,"お願いしますニャ！
バッシとモービンを…
オイラの親友を助けてくださいニャ！","부탁드려요냥!
바시와 모빈을…
제 친구를 도와주세요냥!"
4752,54,"おかえりなさいですニャ！
@MYNAME様が狩猟した獲物の素材が
届きましたニャ！","어서 오세요다냥!
@MYNAME님이 사냥한 사냥감의 소재가
도착했다냥!"
4855,55,"すでにキースが治療薬を作って、
バッシとモービンに飲ませてくれましたニャ。
今寝かせていますが、これで一安心ですニャ！","이미 키스가 치료약을 만들어서,
바시와 모빈에게 먹여줬다냥.
지금 재우고 있지만, 이걸로 한시름 놓았다냥!"
5008,56,いや、まだ予断を許さない状況でゴザル。,"아니, 아직 안심할 수 없는 상황이오."
5074,57,"うニャ！？
ど、どうしてニャ！？
治療薬は確かに飲ませたはずニャ！","우냥!?
어, 어째서냥!?
치료약은 분명 먹였을 텐데냥!"
5161,58,"体温が一向に上がらんでゴザル。
それに、起き上がることもできず、口にする言葉も
不明瞭で理解できない状況でゴザって…","체온이 도무지 오르지 않소.
게다가, 몸을 일으키지도 못하고, 말도
불분명해 알아들을 수 없는 상황이라서…"
5298,59,"このままでは、
免疫力や体内機能が低下し、
深刻な状態に陥るやもしれヌ…","이대로라면,
면역력과 체내 기능이 저하되어,
심각한 상태에 빠질지도 모르오…"
5391,60,"そ、そんな馬鹿ニャ！
フローラのパートニャーだって、
ここまで悪化はしなかったはずニャ！","그, 그런 말도 안 되냥!
플로라의 파트냐도,
이 정도까지 악화되진 않았을 텐데냥!"
5500,61,"原因が同じだとしても、
症状は個体によって異なるでゴザル。","원인이 같다고 해도,
증상은 개체마다 다르오."
5579,62,"バッシ殿とモービン殿の場合は、
もっとも重い症状が…","바시 님과 모빈 님의 경우는,
가장 심각한 증상이…"
5652,63,"そ、そんニャ…！
じゃあ、バッシとモービンはどうなるニャ！？
治療薬が効かないとなれば…","그, 그런냥…!
그럼, 바시와 모빈은 어떻게 되냥!?
치료약이 듣지 않는다면…"
5788,64,拙者の口からは、とても言えヌ…,"소인의 입으로는, 도저히 말할 수 없소…"
5839,65,"ふ、ふざけるニャ！
お前らは、レジェンドラスタだろがニャ！","장, 장난하냥!
너희들, 레전드 라스터잖냥!"
5918,66,"天下のレジェンドラスタが、
そんな簡単に諦めるのかニャ！？","천하의 레전드 라스터가,
그렇게 쉽게 포기하는 거냥!?"
5997,67,す、すまヌ…,"미, 미안하오…"
6030,68,"ちょ、ちょっと待ってくれニャ！
謝ってどうするニャ！？
謝ったらおしまいだろがニャ！","자, 잠깐 기다려냥!
사과해서 뭐가 되냥!?
사과하면 끝이잖냥!"
6135,69,"お、お願いですニャ…！
バッシとモービンを助けてくださいニャ！","부, 부탁이에요냥…!
바시와 모빈을 도와주세요냥!"
