Offset,Hash,Original,Translation
74,0,"やあ、君か。
邪魔をさせてもらっているよ。","야, 자네였군.
방해 좀 하고 있었네."
150,1,"いや、特に用があるわけじゃないんだ。
こうやって、いろいろな猟団の活動を
視察するのもギルドの仕事の一環でね。","아니, 특별히 볼일이 있는 건 아니야.
이렇게 여러 수렵단의 활동을
시찰하는 것도 길드 업무의 일환이라서 말이지."
281,2,"レジェンドラスタも、
なかなかヒマではないということさ。
ははは。","레전드 라스터도,
꽤나 한가하지가 않다는 거지.
하하하."
368,3,"そうだ、いま時間はあるかい？
良かったら僕が、今日は特別に
いろいろとレクチャーしてあげよう。","그렇지, 지금 시간 있나?
괜찮다면 내가, 오늘은 특별히
여러 가지 강의를 해 주지."
483,4,"こんな機会はめったにないよ？
その気があるなら、祈樹の泉で
僕のことを待っててくれ。","이런 기회는 좀처럼 없다고?
그럴 마음이 있다면, 기수의 샘에서
나를 기다리고 있게."
588,5,"僕もすぐに駆けつける。
少しネコとでも話していてくれ。
では、また後で。","나도 곧바로 달려가지.
잠깐 냥이하고라도 얘기하고 있게.
그럼, 또 보세."
693,6,"その気があるなら、祈樹の泉で
僕のことを待っててくれ。","그럴 마음이 있다면, 기수의 샘에서
나를 기다리고 있게."
768,7,"僕もすぐに駆けつける。
少しネコとでも話していてくれ。
では、また後で。","나도 곧바로 달려가지.
잠깐 냥이하고라도 얘기하고 있게.
그럼, 또 보세."
876,8,"やあ、お待たせしたね。
よく来てくれた。","야, 기다리게 했군.
잘 와 주었네."
937,9,"レジェンドラスタである僕が
こんなことを言うのもなんだが、
最近はハンターたちも様変わりしてきてね。","레전드 라스터인 내가
이런 말을 하는 것도 뭐하지만,
요즘은 헌터들도 많이 달라졌더군."
1058,10,"以前に比べて、メゼポルタにも
多種多様のハンターが現れるようになった。","예전에 비해, 메제포르타에도
다양한 헌터들이 나타나게 되었지."
1149,11,"もちろん、それは喜ばしいことだが、
中には素材や武器防具の種類が多すぎて、
道に迷ってしまうハンターもいるらしいんだ。","물론, 그건 기쁜 일이지만,
개중에는 소재나 무기방어구 종류가 너무 많아서,
길을 헤매는 헌터도 있는 모양이더군."
1288,12,"君はどうだ？
楽しいハンターライフを送れているかい？","자네는 어떤가?
즐거운 헌터 라이프를 보내고 있나?"
1374,13,"それは良かった。
君には君の狩りの流儀があるだろうし、
それを否定するつもりはないよ。","그거 다행이군.
자네에게는 자네만의 사냥 방식이 있을 테고,
그걸 부정할 생각은 없네."
1481,14,"ただまあ、たまには初心に帰って
狩りの基本をおさらいするのもいいだろう。","다만 뭐, 가끔은 초심으로 돌아가서
사냥의 기본을 복습하는 것도 좋겠지."
1587,15,"そうだな…たとえば、イャンクック。
新人ハンターにとっては、
登竜門ともいえるモンスターだ。","그렇군… 예를 들면, 얀쿡.
신참 헌터에게는,
등용문이라 할 수 있는 몬스터지."
1700,16,"様々な狩りの基本を覚えるには、
最も適したモンスターだといえるだろう。","다양한 사냥의 기본을 익히기에는,
가장 적합한 몬스터라고 할 수 있겠지."
1790,17,"君も新人の頃、
教官と一緒に狩りに行っただろう？","자네도 신참 시절에는,
교관과 함께 사냥하러 갔었지?"
1872,18,"Ｇ級ハンターともなれば、
下位のイャンクックなんて、
それこそ一撃で仕留められる場合もある。","Ｇ급 헌터씩이나 되면,
하위 얀쿡 정도는
그야말로 일격에 쓰러뜨릴 수도 있지."
1985,19,"だが、捕獲となると話は別だ。
獲物の体力の減少具合を
見切らなければならないからね。","하지만 포획이라면 이야기가 다르지.
사냥감의 체력 감소 정도를
가늠해야 하니까 말이야."
2090,20,"どうだろう？
ここはひとつ、君もイャンクックの
捕獲に挑戦してみないか？","어떤가?
여기서 한번, 자네도 얀쿡
포획에 도전해보지 않겠나?"
2196,21,"ランクや武器種は問わない。
なに、コツさえ掴んでいれば簡単な狩猟さ。","랭크나 무기종은 상관없네.
뭐, 요령만 익히면 간단한 사냥이지."
2285,22,"達成したらまたここで落ち合おう。
君の日頃の鍛錬の成果を見せてくれ。","달성하면 다시 여기서 만나세.
자네의 평소 단련 성과를 보여주게."
2401,23,"最初のお題はイャンクックの捕獲だ。
ランクや武器種は問わない。","첫 번째 과제는 얀쿡 포획이다.
랭크나 무기종은 상관없네."
2484,24,"達成したらまた祈樹の泉で落ち合おう。
君の日頃の鍛錬の成果を見せてくれ。","달성하면 다시 기수의 샘에서 만나세.
자네의 평소 단련 성과를 보여주게."
2593,25,"やあ、無事にイャンクックを
捕獲できたようだね。","이야, 무사히 얀쿡을
포획한 모양이군."
2662,26,"どうだった？
たまには捕獲も楽しいだろう。","어땠나?
가끔은 포획도 재미있지 않던가."
2738,27,"中には捕獲でしか入手できない
貴重な素材もあるしね。
いろいろと試してみるといい。","포획으로만 얻을 수 있는
귀중한 소재도 있으니까 말이야.
여러 가지로 시도해보는 게 좋아."
2841,28,さて、では次のお題だが…,"자, 그럼 다음 과제인데…"
2893,29,"あー、いた！
エドワードさん、見つけましたよっ！","아, 있다!
에드워드 씨, 찾았어요!"
3003,30,"フローラじゃないか。
どうした、何かあったのかい？","플로라 아닌가.
무슨 일이지, 무슨 일 있었나?"
3074,31,"エドワードさんが@MYNAMEさんに
狩りの極意を伝授してるって聞いて
飛んできたんです！","에드워드 씨가 @MYNAME 씨에게
사냥의 비결을 전수하고 있다고 해서
한걸음에 달려왔어요!"
3185,32,"@MYNAMEさんだけなんて
ズルいですよ。
アタシにも教えてくださいっ！","@MYNAME 씨한테만
알려주다니 치사해요.
저한테도 알려주세요!"
3321,33,"狩りの極意…？
いや、僕は単に初歩的なことを
確認しているだけだぞ？","사냥의 비결…?
아니, 나는 그저 초보적인 것을
확인하고 있을 뿐인데?"
3410,34,"へ…？
でも、チルカちゃんが
確かにそう言ってたんですけど…","네…?
하지만 칠카가
분명 그렇게 말했었는데요…"
3491,35,"はぁ…それはたぶん、
チルカのいつもの勘違いだよ。","하아… 그건 아마
칠카의 평소 착각일 거야."
3562,36,ええ～！？そんなぁ…,에엑~!? 그럴 수가…
3603,37,"まったく、あの娘ときたら
ほぼ勘違いと思い込みだけで
話をしているようなものだからな。","정말이지, 그 아이는
거의 착각과 지레짐작만으로
이야기를 하는 것 같으니 말이야."
3710,38,"まあ、それを鵜呑みにしてしまう
君も似たようなものだが…","뭐, 그걸 곧이곧대로 믿어버리는
자네도 비슷한 것 같지만…"
3787,39,"だって、信じられないって嘆くより、
人を信じて傷つく方がいいって
お祖父ちゃんも言ってましたし。","그야, 못 믿겠다고 한탄하는 것보다
남을 믿고 상처받는 편이 낫다고
할아버지도 말씀하셨는걸요."
3904,40,君のお祖父ちゃんの話はもういいよ。,자네 할아버지 얘기는 이제 됐어.
3966,41,"それよりも@MYNAME、
さっきの続きだ。","그것보다 @MYNAME,
아까 하던 얘기를 계속하지."
4024,42,"新人ハンターが戸惑うもののひとつに、
砂漠の広さがある。","신참 헌터가 당황하는 것 중 하나로
사막의 광활함이 있지."
4101,43,"千里眼の薬を飲んで
モンスターを追いかけても、
着いた頃には移動されてたりとかね。","천리안의 약을 마시고
몬스터를 쫓아가도,
도착했을 즈음엔 이동해버렸다든가 말이야."
4204,44,"あー、わかります。
ガノトトスとか、水場を
行ったり来たりして面倒なんですよね。","아, 알아요.
가노토토스 같은 건 물가를
왔다 갔다 해서 성가시죠."
4312,45,"そうだね。
しかし、実は砂漠には
近道があるということを知ってるかな？","그렇지.
하지만 실은 사막에는
지름길이 있다는 걸 알고 있나?"
4403,46,"はーい、知ってます！
ベースキャンプの井戸に飛び込むと、
地底湖に降りられるんですよね！","네~, 알아요!
베이스캠프의 우물에 뛰어들면
지하호수로 내려갈 수 있죠!"
4512,47,"その通りだ。
実はこの事実は、上級ハンターでも
意外と知らない者が多いんだよ。","바로 그거야.
실은 이 사실은 상급 헌터라도
의외로 모르는 자가 많다네."
4618,48,"そこで、次のお題は
砂漠での狩猟でどうだろう。","그래서 다음 과제는
사막에서의 사냥으로 하는 게 어떻겠나."
4685,49,"獲物はドスガレオスだ。
達成したらまた祈樹の泉で落ち合おう。
広大な砂漠の狩りを満喫してくれたまえ。","사냥감은 도스가레오스다.
달성하면 다시 기수의 샘에서 만나세.
광대한 사막의 사냥을 만끽해주게."
4845,50,"次のお題は、
砂漠での狩猟でどうだろう？","다음 과제는
사막에서의 사냥으로 하는 게 어떻겠나?"
4906,51,"獲物はドスガレオスだ。
達成したらまた祈樹の泉で落ち合おう。
広大な砂漠の狩りを満喫してくれたまえ。","사냥감은 도스가레오스다.
달성하면 다시 기수의 샘에서 만나세.
광대한 사막의 사냥을 만끽해주게."
5035,52,"やあ、@MYNAME。
砂漠での狩りはどうだったかな？","이야, @MYNAME.
사막에서의 사냥은 어땠나?"
5103,53,"タイゾウのセリフじゃないが、
広大な砂漠を延々と走り続けるのも
なかなか青春を感じるだろう？","타이조의 대사는 아니지만,
광대한 사막을 끝없이 계속 달리는 것도
제법 청춘을 느끼게 하지 않나?"
5216,54,"クーラードリンクと
強走薬グレートは必須ですけどね！","쿨러 드링크랑
강주약 그레이트는 필수지만요!"
5289,55,よし、では次のお題だが…,"좋아, 그럼 다음 과제인데…"
5341,56,"あー、いたいた！
皆さん、ここにいたんですね！","아, 있다 있다!
다들 여기 있었네요!"
5449,57,"チルカちゃん！
来てくれたんだね！","칠카!
와줬구나!"
5504,58,"そりゃあ、エドワードさんが
ポルタケーキを焼いてるって聞いたら
黙ってられないですよっ！","그야 에드워드 씨가
포르타 케이크를 굽는다는 얘길 들었는데
가만있을 수 없죠!"
5640,59,誰が何をしてるって？,누가 뭘 한다고?
5681,60,"え、違うんですか？
エドワードさんがケーキ職人に
転職したとかしないとか…","네? 아닌가요?
에드워드 씨가 케이크 장인으로
전직했다는 둥 안 했다는 둥…"
5783,61,"もはや、どこでどう間違えたのか
検証するのも面倒なレベルだな…","이제는 어디서 어떻게 잘못됐는지
검증하는 것도 귀찮은 수준이군…"
5914,62,"何度も言うが、
僕は@MYNAMEと狩りの初歩を
確認しているだけだ！","몇 번을 말하지만,
나는 @MYNAME과 사냥의 기초를
확인하고 있을 뿐이다!"
5998,63,"あー、なるほど。
つまり、狩りの初歩である
こんがり肉を焼こうとして…","아, 그렇군요.
즉, 사냥의 기초인
노릇노릇 고기를 구우려다가…"
6089,64,"いつのまにか
ポルタケーキを焼いてたんですね！
おいしそーっ！","어느샌가
포르타 케이크를 굽고 있었던 거네요!
맛있겠다~!"
6172,65,"じゃあ、次のお題は
ハチミツの採集ですねっ！","그럼 다음 과제는
벌꿀 채집이네요!"
6264,66,"もうそれでいいよ。
@MYNAME、聞いての通り
次はハチミツが必要になった。","이제 그걸로 됐어.
@MYNAME, 들은 대로
다음은 벌꿀이 필요해졌다."
6356,67,"この人数分のケーキなら
５つは必要になるな。","이 인원수 만큼의 케이크라면
５개는 필요하겠군."
6421,68,"やったあ！
やっぱりケーキを焼くんですね！","됐다!
역시 케이크를 굽는 거네요!"
6484,69,"君たちが強引に
その流れに持っていったんだろう！","너희가 억지로
그런 흐름으로 몰고 간 거잖아!"
6560,70,"@MYNAME、すまないが
ハチミツを５つほど調達してくれ。","@MYNAME, 미안하지만
벌꿀을 ５개 정도 조달해주게."
6635,71,"集まったら、また祈樹の泉に来てくれ。
よろしく頼んだよ。","다 모이면 다시 기수의 샘으로 와주게.
잘 부탁하네."
6724,72,"@MYNAME、すまないが
ハチミツを５つほど調達してくれ。","@MYNAME, 미안하지만
벌꿀을 ５개 정도 조달해주게."
6799,73,"集まったら、また祈樹の泉に来てくれ。
よろしく頼んだよ。","다 모이면 다시 기수의 샘으로 와주게.
잘 부탁하네."
6903,74,"あっ、@MYNAMEさん！
ハチミツを持ってきてくれたんですね！","앗, @MYNAME 씨!
벌꿀을 가져다주셨네요!"
6981,75,"こっちはもう準備万端です！
あとは焼くだけ、エドワードさん
よろしくお願いします！","이쪽은 이미 준비 만전이에요!
이제 굽기만 하면 돼요, 에드워드 씨
잘 부탁드려요!"
7132,76,"なぜレジェンドラスタの僕が
ケーキを焼いているんだろうか…","어째서 레전드 라스터인 내가
케이크를 굽고 있는 걸까…"
7225,77,"おいし～っ！
このポルタケーキ、最高です！
はい、@MYNAMEさんもどうぞ！","맛있어~!
이 포르타 케이크, 최고예요!
자, @MYNAME 씨도 드세요!"
7345,78,"お祖父ちゃんが言ってました。
料理の味を決めるのは、
下準備と手際の良さだって！","할아버지가 말씀하셨어요.
요리의 맛을 결정짓는 건
밑준비와 손놀림이라고요!"
7446,79,"エドワードさん、この腕なら
本当にケーキ職人になれますよ！","에드워드 씨, 이 솜씨라면
정말 케이크 장인이 될 수 있어요!"
7559,80,"@MYNAME、よかったら
僕と一緒に狩りに行かないか？","@MYNAME, 괜찮다면
나와 함께 사냥하러 가지 않겠나?"
7629,81,"このやるせなさは、
ランスでも振り回さなければ
晴らせそうにないよ…","이 답답함은
랜스라도 휘두르지 않으면
풀릴 것 같지 않군…"
7718,82,"えー、いいなあ！
私たちも狩り行きたいっ！","에~, 좋겠다!
우리도 사냥 가고 싶어요!"
7788,83,"君たちはそこで
ケーキでも食べていたまえ！","너희는 거기서
케이크나 먹고 있어라!"
7851,84,"はぁ～…。
狩りのレクチャーをしていたはずが、
どうしてこうなってしまったのか…","하아~….
사냥 강의를 하고 있었을 텐데
어쩌다 이렇게 돼버린 건지…"
7952,85,僕自身が道に迷ってしまいそうだ…,나 자신이 길을 잃어버릴 것 같군…
8005,86,"エドワードさん、
ごちそうさまでしたっ！","에드워드 씨,
잘 먹었습니다!"
8066,87,"本当に美味しかったですよ。
えへへ…","정말 맛있었어요.
에헤헤…"
8130,88,"…@MYNAME、
僕は君の猟団部屋で待っているよ。","…@MYNAME,
나는 자네의 수렵단실에서 기다리고 있겠네."
8196,89,"準備ができたら声をかけてくれ。
獲物は何でもいいからね。","준비가 되면 말을 걸어주게.
사냥감은 뭐든 상관없으니까."
