Offset,Hash,Original,Translation
61,0,"うぅ～ん…うぉおお……
ぬぁあ…ふぅう……！","으으음…우오오……
으아아…후우……!"
126,1,"おお…こ、これはこれは狩人殿…
ご機嫌、うるわ…しゅう……！","오오…이, 이것 참 나리…
오늘도 좋아…보이시는구려……!"
220,2,"いや…お恥ずかしい…
実はポルタツムリの食べ過ぎで
お腹をくだしてしまったでゴザルよ！","아니… 부끄럽소만…
실은 포르타 달팽이를 너무 많이 먹어
배탈이 나버렸소!"
327,3,経験上…これはかなりの緊急事態っ…,경험상… 이건 상당한 긴급사태요…
382,4,"かっ、狩人殿！
拙者に漢方薬をめぐんではくれヌカ！？","사, 나리!
소인에게 한방약을 나눠주지 않겠소!?"
455,5,"もう…もう耐えられないでゴザルよ！
た、助けてぇ～！！","이제… 이제 더는 못 참겠소!
사, 살려주오~!!"
556,6,"狩人殿…！
腹をくだした拙者に
漢方薬をめぐんではくれヌカ！？","나리…!
배탈이 난 소인에게
한방약을 나눠주지 않겠소!?"
638,7,"は、早く猟団部屋へ…
もう…もう耐えられないでゴザルよ！
た、助けてぇ～！！","어, 어서 수렵단실로…
이제… 이제 더는 못 참겠소!
사, 살려주오~!!"
775,8,"おお、かたじけない！
狩人殿のおかげで平和は守られたでゴザル！","오오, 고맙소!
나리 덕분에 평화는 지켜졌소!"
858,9,"もしあのまま漢方薬を飲まずにいたら…
あぁ、ホッとしたでゴザル！","만약 그대로 한방약을 마시지 않았더라면…
아아, 안심이 되는구려!"
943,10,"ちなみにポルタツムリは、見た目は
カタツムリだが実は貝の一種でゴザル。","참고로 포르타 달팽이는, 겉모습은
달팽이지만 실은 조개의 일종이오."
1034,11,"だから塩をかけても溶けないのでゴザルよ。
知っておりましたカナ？","그래서 소금을 뿌려도 녹지 않는 것이오.
알고 계셨소?"
1132,12,"まあ、そんなウンチクは
どうでも良かったでゴザルな。","뭐, 그런 잡학 지식은
아무래도 상관없었구려."
1204,13,"こたびは大変世話になった。
ぜひ狩人殿にお礼をさせてくだサレ！","이번에는 크게 신세를 졌소.
부디 나리께 답례를 하게 해 주시오!"
1286,14,"たとえば一度、拙者の太刀術を
狩人殿の狩りに使ってもらうというのは
いかがカナ！？","예를 들어 한번, 소인의 태도술을
나리의 사냥에 써 보는 건
어떻겠소!?"
1402,15,"拙者はここでお待ちいたす！
その気になったら、いつでも拙者に
声をかけてくだサレ！！","소인은 여기서 기다리겠소!
그럴 마음이 들면, 언제든지 소인에게
말을 걸어 주시오!!"
