Offset,Hash,Original,Translation
0,150,"それから、掲示板に今回の評価とコメントを
残しておきました。ご確認ください。","그리고, 게시판에 이번 평가와 코멘트를
남겨두었습니다. 확인해 주세요."
0,150,"チケットですね。はい、受け取りましたー
   
今回は絶好調ですね！早速ですがギャラリー
大会、始めますよ。","티켓이군요. 네, 받았습니다~
   
이번엔 컨디션이 최고네요! 그럼 바로 갤러리
대회, 시작하겠습니다."
0,150,"チケットですね。はい、受け取りましたー
   
早速ですがギャラリー大会、チョット期待して
始めますよ。","티켓이군요. 네, 받았습니다~
   
그럼 바로 갤러리 대회, 조금 기대하며
시작하겠습니다."
0,150,"チケットですね。はい、受け取りましたー
   
早速ですがギャラリー大会、まぁまぁそれなり
に始めますよ。","티켓이군요. 네, 받았습니다~
   
그럼 바로 갤러리 대회, 그럭저럭 적당히
시작하겠습니다."
0,150,"チケットですね。はい、受け取りましたー
   
早速ですがギャラリー大会、ダメでもいいなら
始めますよ。","티켓이군요. 네, 받았습니다~
   
그럼 바로 갤러리 대회, 안 돼도 괜찮다면
시작하겠습니다."
0,150,"チケットですね。はい、受け取りましたー
   
早速ですがギャラリー大会、最低評価狙いで
始めますよ。","티켓이군요. 네, 받았습니다~
   
그럼 바로 갤러리 대회, 최저 평가를 노리고
시작하겠습니다."
0,150,"いまレイアウト中の家具全てが交換対象
（所持品から無くなる）となりますが、
いいかしら？","지금 레이아웃 중인 가구 전부가 교환 대상
(소지품에서 사라집니다)이 되는데,
괜찮으시겠어요?"
0,150,"では次回の挑戦をお待ちしています。
あ、チケットはお返しできないので、
また総合ショップさんでスタンプと
交換してくださいね。","그럼 다음 도전을 기다리고
있겠습니다. 아, 티켓은 돌려드릴 수
없으니, 다시 종합 상점에서
스탬프와 교환해 주세요."
0,150,"レイアウト家具交換した品物は、
総合ショップさんへ送りました。","레이아웃 가구 교환한 물품은,
종합 상점으로 보냈습니다."
0,150,"はーい。お邪魔してます。
",네~. 실례하고 있습니다.
0,150,End of Line,
1,130,"ニャ～！
",냐~!
1,130,End of Line,
2,138,ＤＭ,
2,138,"こんにちは。
今日はギルドの報告として妹達が来てくれたので、
少し話していたんですよ。
あ。わたしの妹達も、ギルドに就いているんです。
ふふっ。","안녕하세요. 오늘은 길드 보고차 동생들이
와줘서, 잠시 이야기를 나누고 있었어요. 아. 제
동생들도, 길드에서 일하고 있답니다. 후훗."
2,138,"うふふっ。
こんにちは。妹がいつもお世話になっています。
ご迷惑かけたりしていませんか？","우후훗.
안녕하세요. 동생이 늘 신세를 지고 있어요.
혹시 폐를 끼치거나 하지는 않았나요?"
2,138,"まぁ。そうなんですか？（やっぱり…）
まだ仕事に慣れていないこともあるのですが、
こちらで成長させるつもりで、懐をお借り
できないでしょうか？よろしくお願いします。
え？冗談でしたの？うふふっ。でしたら安心
しましたわ。","어머. 그런가요? (역시…) 아직 일이 손에
익지 않은 부분도 있지만, 이쪽에서 성장시킬
셈으로, 품을 좀 빌릴 수 있을까요? 잘
부탁드려요. 네? 농담이셨어요? 우후훗.
그러면 안심이 되네요."
2,138,"あらっ。何か気を使わせてしまったかしら？　
うふふっ。冗談ですよ。　
でも、こんなに素敵な方の担当になって、妹も　
幸せですね。　
これからも、よろしくお願いしますね。","어머. 뭔가 신경 쓰이게 해드렸나요?　
우후훗. 농담이에요.　
하지만, 이렇게 멋진 분이 담당이 되어서,
동생도　행복하겠어요.　
앞으로도, 잘 부탁드릴게요."
2,138,"こんにちは。いつも妹がお世話になっています。
甘やかせてしまったせいか、少し言葉使いが乱暴
だったりで、気分を悪くなどしていませんか？","안녕하세요. 늘 동생이 신세를 지고 있어요.
제가 너무 오냐오냐 키운 탓인지, 말투가 조금 거칠어서
기분이 상하거나 하지는 않으셨나요?"
2,138,"あらら…どうしましょう。
ですが、あの子も悪い子ではないんですよ。
あなたの力で、あの子の心を…態度を変える
ことができるかも知れません。
ですから、温かい目で見守るように接して
あげてくださいませ。","어머나…어쩌죠. 하지만, 그 애도 나쁜
아이는 아니에요. 당신의 힘으로, 그 애의
마음을…태도를 바꿀 수 있을지도 몰라요.
그러니, 따뜻한 눈으로 지켜보듯이 대해
주세요."
2,138,"うふふ。
きっと、わたしを心配させないように気を使って
いただいているか、妹から事前に何か言われての
返事のようですね。
ですが、このような心遣いの出来る方のところで
妹が働くことができて、とてもホッとしています。
ありがとうございます。これからもよろしくお願い
しますね。","우후후. 분명, 저를 걱정시키지 않으려고 신경을
써 주시는 거거나, 동생에게서 미리 무슨 말을
듣고 하시는 대답 같네요. 하지만, 이런 배려를
할 줄 아는 분 밑에서 동생이 일할 수 있어서,
정말 마음이 놓여요. 감사합니다. 앞으로도 잘
부탁드릴게요."
2,138,"うふふっ。
今日は仕事の合間を縫って、妹達が話しに来た
のですが、お邪魔でしたか？","우후훗.
오늘은 일하는 틈틈이, 동생들이 이야기하러 왔는데,
방해가 되었나요?"
2,138,"すみません。
早めに帰らせるので、少しだけお許しください。","죄송해요.
일찍 돌려보낼 테니, 조금만 봐주세요."
2,138,"ありがとうございます。　
よろしかったら、妹達の話を聞いてやって　
もらえませんか？","감사합니다.　
괜찮으시다면, 동생들의 이야기를 들어　
주시겠어요?"
2,138,"あらっ。すみません。つい時間を忘れて話し込んで
いたようですね。もうじき切り上げますので、
もう少しだけ、よろしいでしょうか？","어머. 죄송해요. 그만 시간 가는 줄 모르고 이야기에
빠져 있었네요. 곧 마무리할 테니,
조금만 더, 괜찮으실까요?"
2,138,"ありがとうございます。もし、妹達と会話が
済んでいないようでしたら、ぜひ話してやって
くださいね。","감사합니다. 혹시, 동생들과 대화가
끝나지 않았다면, 꼭 이야기해
주세요."
2,138,"そうですね。
では、そろそろ帰りの支度をしますので、
お待ちください。今日はありがとうございました。","그렇군요.
그럼, 슬슬 돌아갈 준비를 할 테니,
기다려 주세요. 오늘은 감사했습니다."
2,138,"あら、おかえりなさい。　
またお邪魔しています。　
今日はお疲れになりました？","어머, 어서 오세요.　
또 신세 지고 있어요.　
오늘은 많이 힘드셨나요?"
2,138,"お疲れさまです。　
あなたを含め、ハンターさんの活躍があるからこそ、
わたし達がここで生活することができるのですもの
ね。とても頼りに思いますし、こうして妹がハン
ターさんの所で仕事をしていることを、誇りに思って
います。うふふっ。","수고 많으셨어요.　 당신을 비롯해, 헌터 여러분이
활약해 주시니까, 저희가 이곳에서 살아갈 수 있는
거겠죠. 정말 든든하게 느껴지고, 이렇게 동생이
헌터 님 곁에서 일하고 있는 것을, 자랑스럽게 생각
하고 있어요. 우후훗."
2,138,"そうですか。　
これからクエストに行かれたりするのですね。
たまにですが、妹も心配しております。
ケガをして帰ってきたときなど、どのような言葉を
かけた方が良いのかなどを…。　
うふふっ。あなたの前では、そんな素振りを見せて
いないかも知れないですけどね。","그렇군요.　 이제 퀘스트를 가시는 거군요.
가끔이지만, 동생도 걱정하고 있어요. 다치고
돌아오셨을 때 등, 어떤 말을 건네는 게
좋을지를…　 우후훗. 당신 앞에서는, 그런
내색은 보이지 않고 있을지도 모르지만요."
2,138,"あら。すみません。つい妹達と話し込んでしまって
対応を忘れてしまいました。
業務中にこのような対応を許していただき、感謝を
態度で表さなければならないというのに…
すみません。","어머. 죄송해요. 그만 동생들과 이야기에 빠져서
응대를 잊고 말았어요. 업무 중에 이런 응대를
허락해 주신 것에, 감사를 행동으로 보여드려야
하는데… 죄송합니다."
2,138,"すみません。
わたしが妹達を足止めさせてしまって…。
妹達は悪くありませんので、しからないで
あげてください。
","죄송해요. 제가 동생들을 붙잡아
두어서… 동생들은 잘못이 없으니,
혼내지 말아 주세요."
2,138,"ありがとうございます。　
いつもいつも甘えてばかりですみません。
でも、とても感謝しています。　
ありがとうございます。","감사합니다.　 항상 어리광만 부려서
죄송해요. 하지만, 정말 감사하고
있어요.　 감사합니다."
2,138,"こんにちは。またお邪魔しています。
こちらから見える景色は、とてもきれいですね。","안녕하세요. 또 신세 지고 있어요.
여기서 보이는 경치는, 정말 아름답네요."
2,138,"昼の顔、夜の顔、どちらもきれいな場所って、
あまりないものですよね。わたしもこのような
場所で、あなたのような方と話しながら仕事が
できたらな…なんて思いますわ。","낮의 얼굴, 밤의 얼굴, 둘 다 아름다운 곳은,
흔치 않죠. 저도 이런 곳에서, 당신 같은
분과 이야기하며 일을 할 수 있다면… 하고
생각해요."
2,138,"あら、もっと眺めの良い場所があるのですか？
それはきっとクエスト場所なのでしょうね。
わたしも一度、見てみたいですわ。
あの…わたしを連れて行ってもらえますか？
うふふっ。
すみません、困らせてしまったようですね。","어머, 더 경치가 좋은 곳이 있나요? 그건
분명 퀘스트 장소겠죠. 저도 한 번, 보고
싶어요. 저기…저를 데려가 주실 수 있나요?
우후훗. 죄송해요, 곤란하게 해드린 것
같네요."
2,138,"うふふっ。こんにちは。　　
今日の状態はいかがですか？
まだまだこれから…といった感じでしょうか？","우후훗. 안녕하세요.　　
오늘 상태는 어떠세요?
아직 갈 길이 멀다…는 느낌이신가요?"
2,138,"頑張り屋さんなのですね。
でも、あまり進み過ぎても息切れしてしまうので、
合間を作っては休憩されることも大切ですよ。
こちらのマイトレで妹とゆっくりされるのも、
そのひとつになっていると良いですね。","노력파시네요. 하지만, 너무 무리하시면 숨이
차실 테니, 틈틈이 쉬시는 것도 중요해요. 이곳
마이 파크에서 동생과 느긋하게 지내시는 것도,
그중 하나가 되면 좋겠네요."
2,138,"そうですね。
きっと今日はお疲れなのでしょうから、ゆっくり
お休みください。太く短い人生もあるのでしょうが、
細く長い人生を送り、その変化ひとつひとつを
見送ることも、素敵だと思うので…。","그렇군요. 분명 오늘은 피곤하실 테니, 푹 쉬세요.
굵고 짧은 인생도 있겠지만, 가늘고 길게 사는
인생을 살며, 그 변화 하나하나를 지켜보는 것도,
멋지다고 생각하니까요…."
2,138,"うふふっ。
あ、ごめんなさい。
話に夢中になってしまいました。","우후훗.
아, 죄송해요.
이야기에 정신이 팔렸네요."
2,138,"うふふ。
あら。もう少ししたら話しを終えますので、
それまで…すみません。","우후후.
어머. 조금만 있으면 이야기를 마칠 테니,
그때까지…죄송해요."
2,138,"うふふっ。
あら、どうかしました？","우후훗.
어머, 무슨 일이신가요?"
2,138,"もう少ししたら帰らせますので、
すみませんが、少しお散歩などしていただいてから
来ていただけると助かります。","조금만 있으면 돌려보낼 테니,
죄송하지만, 잠시 산책이라도 하고 계시다가
와주시면 도움이 될 것 같아요."
2,138,"あら。もしかして急用などでしょうか？
でしたら急いで失礼しますけど。","어머. 혹시 급한 용무이신가요?
그렇다면 서둘러 실례하겠지만요."
2,138,"あら。
こんにちは。
…って、もうあいさつはしましたよね。
うふふっ。","어머. 안녕하세요. …라니, 벌써
인사는 나눴었죠. 우후훗."
2,138,"あ…あの。各方面に確認と了承を得る必要がある
のですが、こちらの管理を妹に代わってわたしが
行うことになった場合、そのようにして構わない
でしょうか？","저…저기. 각 방면에 확인과 승낙을 받을 필요가
있는데요, 이곳 관리를 동생 대신 제가
맡게 될 경우, 그렇게 해도 괜찮을까
요?"
2,138,"はい。ありがとうございます。
妹が少し悲しむかも知れませんが、数少ない
わたしのわがままとして通したいと思います。
うふふ。これからが楽しみになりますね。","네. 감사합니다. 동생이 조금 서운해할지도
모르지만, 몇 안 되는 제 욕심으로
밀어붙이고 싶어요. 우후후. 앞으로가
기대되네요."
2,138,"そうですよね。
突然こんな話しをしたところで、選択に困る
というものですよね。妹もこちらで頑張っている
ようですし。では、今後も妹をよろしくお願い
します。","그렇겠죠. 갑자기 이런 이야기를 하니,
선택하기 곤란하시겠죠. 동생도 이곳에서
열심히 하고 있는 것 같고요. 그럼, 앞으로도
동생을 잘 부탁 드릴게요."
2,138,"あ…あの。もし、妹とギルドが了承した場合
なのですが、妹に代わってこちらの担当に
なりましょうか？","저…저기. 혹시, 동생과 길드가 승낙한다면
말인데요, 동생 대신 이쪽 담당이
될까요?"
2,138,"はい、了解しました。
これからが楽しくなりそうですね。
妹とギルドへは、わたしから確認しておきますね。","네, 알겠습니다.
앞으로가 즐거워질 것 같네요.
동생과 길드에게는, 제가 확인해 둘게요."
2,138,"そうですよね。
妹を気遣っての判断ともとれますが、確かに
突然過ぎましたよね。気を迷わすようなこと
を言ってしまい、すみませんでした。","그렇겠죠.
동생을 배려한 판단으로도 볼 수 있지만,
확실히 너무 갑작스러웠죠. 마음을
흔들리게 하는 말을 해버려서, 죄송했어요."
2,138,"おつかれさまです。
今回もよろしくお願いします。","수고하셨습니다.
이번에도 잘 부탁드립니다."
2,138,"おつかれさまです。
今回もよろしくお願いします。","수고하셨습니다.
이번에도 잘 부탁드립니다."
2,138,はい！よろしくお願いします！,네! 잘 부탁드립니다!
2,138,"え？どうかしました？
何か気にさわることしたかしら…。
でしたらすみません。","네? 왜 그러세요?
뭔가 신경 쓰이게 한 게 있나요…
그렇다면 죄송해요."
2,138,"まずは、何をしましょう？
お話でもしましょうか？ふふっ。
楽しいですね。","먼저, 뭘 할까요?
이야기라도 나눌까요? 후훗.
즐겁네요."
2,138,"うふふっ。
あ、すみません。はい、頑張りましょう！
…って、あら？今、いいえって言いました？","우후훗.
아, 죄송해요. 네, 힘내요!
…라니, 어머? 지금, 아니요라고 하셨나요?"
2,138,"世の中、いろいろありますが
それに負けず、今日も頑張りましょうね。","세상엔, 여러 일이 있지만
그것에 지지 않고, 오늘도 힘내요."
2,138,いえいえ、よろしくお願いしますね。,"아니에요, 잘 부탁드릴게요."
2,138,はい。良い返事でした。うふふっ。,네. 좋은 대답이었어요. 우후훗.
2,138,"どうしましょう…。
まさか、いいえと言われるとは思いませんでした。","어쩌죠…
설마, 아니요라고 하실 줄은 몰랐어요."
2,138,"こんにちは。　
どうかなさいましたか？　
さて。今日は何を行いますか？　","안녕하세요.　
무슨 일 있으신가요?　
자. 오늘은 뭘 하실까요?"
2,138,"おつかれさまです。
だいぶお疲れのようですが、
体調を崩したりしていませんか？","수고하셨습니다.
많이 피곤해 보이시는데,
혹시 몸이 안 좋으신 건 아닌가요?"
2,138,"おつかれさまです。
とても久しぶりにお顔を拝見できたような気が
します。でも、お元気そうで何よりです。","수고하셨습니다.
정말 오랜만에 얼굴을 뵌 것 같은
느낌이 드네요. 그래도, 건강해 보이셔서 다행이에요."
2,138,"すみません。
わたしの管理がしっかりしていないから、
プーギーが体調を壊してしまったようです。
風邪かしら…。熱があるようです。","죄송해요. 제 관리가 부족해서, 푸기가
몸이 안 좋아진 것 같아요. 감기인가…열이
있는 것 같아요."
