Offset,Hash,Original,Translation
0,186,"おいコラ！…おっとっと、失礼。
   
ここから先は『伝説を語る狩人』
以上のお方しか通せない決まりなんだ。
…悪いな。","야, 인마!...아니, 이런, 실례.
   
여기서부터는 『전설을 이야기하는 사냥꾼』
이상인 분만 지나갈 수 있는 규칙이라서 말이지.
...미안하네."
0,186,"悪いがこの先は通せない決まりなんだよな。
   
『伝説を語る狩人』以上じゃないと
ダメだぜ。
   
…すまないな。","미안하지만 이 앞은 지나갈 수 없는 규칙이라서 말이지.
   
『전설을 이야기하는 사냥꾼』 이상이 아니면
안 되는 거다.
   
...미안하군."
0,186,"ほぉ、あんたか。
   
うちらのために色々とありがとうな。
   
ささっ、通ってくれ。","오호, 자넨가.
   
우리를 위해 여러모로 고맙군.
   
자자, 지나가게."
0,186,"ん？何だい？エクストラコースを
利用しているから、別に問題ないぜ。
   
ささっ。通ってくれ。","응? 뭐야? 엑스트라 코스를
이용하고 있으니까, 딱히 문제없다.
   
자자. 지나가게."
0,186,"ん？何だい？アンタはプレミアムコースを
利用しているから、別に問題ないぜ。
   
ささっ。通ってくれ。","응? 뭐야? 자넨 프리미엄 코스를
이용하고 있으니까, 딱히 문제없다.
   
자자. 지나가게."
0,186,End of Line,
1,195,"また来るとよいでの。ほーっほっほー。
",또 오면 좋을 게야. 호호홋~.
1,195,"また来るとよいでの。ほーっほっほー。
",또 오면 좋을 게야. 호호홋~.
1,195,"ほっほぉー。ようおいでなすった、
狩人さん。
   
ココでしか買えない、あんなもの、こんなもの
…あるでよ。ほーっほっほー。","호호오~. 잘 와주셨구먼,
사냥꾼 양반.
   
여기서만 살 수 있는, 이런 거, 저런 거
…있다네. 호호홋~."
1,195,End of Line,
2,196,"装備品や装飾品のことなら、何でも来いだ！
","장비나 장식품에 관한 거라면, 뭐든지 오라고!"
2,196,"たくさんの狩人たちとたくさん協力したら
また来るんだぜっ！","많은 사냥꾼들과 잔뜩 협력하면
또 오는 거다!"
2,196,"強化すると新しいスキルが加わるぜっ！
   
覚悟はできてるかァ？","강화하면 새로운 스킬이 추가된다!
   
각오는 되어 있냐?"
2,196,"それと第２段階からは”おていれ”をしねぇと
いけねぇんだ。
   
お前さん、”おていれ”の準備は
できてんだよなァ？","그리고 2단계부터는 ”손질”을 하지
않으면 안 된다구.
   
네놈, ”손질” 준비는
되어 있는 거겠지?"
2,196,"どんなスキルが増えたか仲間の狩人と協力して
確かめてみるんだなっ！","어떤 스킬이 늘었는지 동료 사냥꾼과 협력해서
확인해 보는 거다!"
2,196,"オウっとぉ！初期段階の狩人珠に
おていれは不要だぜっ！   
手がかからなくてラクなんじゃねぇのかぃ？
がっははは！","오옷! 초기 단계의 수인주엔
손질이 필요 없다구!   
손이 안 가서 편한 거 아니냐?
가하하하!"
2,196,"   
桃色になったぜィ！",분홍색이 됐다!
2,196,"   
茶色になったかァ！",갈색이 됐나!
2,196,"   
黄色かぁ！",노란색인가!
2,196,"   
緑になっちまったっ！",초록색이 되고 말았다!
2,196,"   
白だぁ！",하얀색이다!
2,196,"   
紫だなっ！",보라색이군!
2,196,"   
水色だぜィ！",하늘색이다!
2,196,"   
ぬうぉっ！に…虹色になったぞォ！
   
ぶわっははは！！","으어엇! 무, 무지개색이 됐다!
   
부와하하하!!"
2,196,"助け合う狩人たちのつよォ～いミカタ！
特殊工房へヨォこそ！
   
それじゃあ狩人たちと助け合ったあかしを
見せてくれぃ！","서로 돕는 사냥꾼들의 든~든한 아군!
특수공방에 잘 왔다!
   
그럼 사냥꾼들과 서로 도운 증표를
보여다오!"
2,196,End of Line,
