Offset,Hash,Original,Translation
61,0,"あっ、@MYNAMEさん！
お元気ですか～！？","앗, @MYNAME님!
잘 지내셨어요～!?"
134,1,"突然ですが、@MYNAMEさんは、
ニンジャソードっていう片手剣を
ご存知ですか？","갑작스럽지만, @MYNAME님은
닌자소드라는 한손검을
아세요?"
230,2,"おじいちゃんに聞いたんですが、
東方の国から伝わった小刀で、
飛竜も貫く斬れ味なんですって！","할아버지께 들었는데요,
동방의 나라에서 전해진 단도인데,
비룡도 꿰뚫는 절삭력이래요!"
343,3,"東方ってなにか神秘的ですよね。
私もキースさんみたいに、東方の国に
修行にいこうかなあ…","동방이라니 뭔가 신비롭네요.
저도 키스 씨처럼, 동방의 나라로
수행하러 가볼까나…"
452,4,"でも、まずはニンジャソードを
作ってみなくちゃ！","하지만, 우선 닌자소드를
만들어봐야죠!"
521,5,"と思って、武具工房に行ったんです。
そしたらなぜか、たまご券が
必要だって言われまして…","그렇게 생각해서 장비공방에 갔어요.
그랬더니 왠지, 계란권이
필요하다고 하더라고요…"
630,6,"ニンジャソードを作るのに、
なぜたまご券が必要なのかはさておき、
いまは手持ちがないんです…！","닌자소드를 만드는 데
왜 계란권이 필요한지는 제쳐두고,
지금은 가진 게 없어요…!"
745,7,"お願いします、@MYNAMEさん！
私にたまご券を３枚譲ってください！","부탁드려요, @MYNAME님!
저에게 계란권을 ３장 양보해주세요!"
829,8,"もし譲ってくれるなら、
猟団部屋まで持ってきてくださいね。","만약 양보해주신다면,
수렵단실까지 가져다주세요."
920,9,"お願いします、@MYNAMEさん！
私にたまご券を３枚譲ってください！","부탁드려요, @MYNAME님!
저에게 계란권을 ３장 양보해주세요!"
1004,10,"もし譲ってくれるなら、
猟団部屋まで持ってきてくださいね。","만약 양보해주신다면,
수렵단실까지 가져다주세요."
1110,11,"わーい、わーい！
どうもありがとうございます！
これで念願のニンジャソードが作れる！","와~아, 와~아!
정말 감사합니다!
이걸로 염원하던 닌자소드를 만들 수 있어요!"
1215,12,"でも、ニンジャソードを作るのに
どうしてたまご券が必要なんでしょうね？
不思議だなぁ…","그런데, 닌자소드를 만드는 데
어째서 계란권이 필요한 걸까요?
신기하네요…"
1322,13,"@MYNAMEさん、
今日はありがとうございました！","@MYNAME님,
오늘은 감사했습니다!"
1388,14,"お礼に、@MYNAMEさんの
狩りにお付き合いさせてくださいっ！","감사의 뜻으로, @MYNAME님의
사냥에 함께하게 해주세요!"
1466,15,"獲物はお任せしますので、
いつでも声をかけてくださいねー！","사냥감은 맡겨드릴 테니,
언제든지 불러주세요~!"
