Offset,Hash,Original,Translation
61,0,"おう、@MYNAME！
ちょうどいいところに来てくれたな！","오, @MYNAME！
마침 잘 와줬군！"
133,1,"呼びとめてすまん…
少し困ったことがあってな。","불러 세워서 미안하다…
조금 곤란한 일이 있어서 말이야."
199,2,"作物を荒していると報告を受け、
ヒュジキキの狩猟を依頼されたんだが…","작물을 망치고 있다는 보고를 받아,
휴지키키의 사냥을 의뢰받았는데…"
287,3,"その、何というか…、
ぎっくり腰になってしまってな…","그, 뭐랄까…,
허리를 삐끗해버려서 말이야…"
372,4,"回復を待てば狩猟には行けるが、
なるべく早く解決してやりたい。","회복을 기다리면 사냥은 갈 수 있지만,
되도록 빨리 해결해주고 싶다."
454,5,"それに、とてもじゃないが、
こんな理由で狩りにいけないなどとは
口が裂けても言えんだろう。","게다가, 도저히,
이런 이유로 사냥을 못 간다고는
죽어도 말할 수 없겠지."
563,6,すまん、@MYNAME！,"미안하다, @MYNAME！"
601,7,"俺に代わって、「ヒュジキキ」１頭の狩猟を
頼めないだろうか！","나 대신, 「휴지키키」１마리의 사냥을
부탁할 수 없겠나！"
694,8,"本当に助かる！
この礼は必ずしよう！","정말 도움이 된다！
이 은혜는 반드시 갚으마！"
750,9,"…お前さんには、頼ってばかりだな。
本当は、俺がもっと頼られるべきなんだが…。","…너한테는, 기대기만 하는구나.
사실은, 내가 더 의지가 되어야 하는데…."
848,10,面目ない…,면목없다…
879,11,"俺はここで待っておく。
本当にすまないが、「ヒュジキキ」を狩猟したら
猟団部屋まで来てくれ。","나는 여기서 기다리고 있으마.
정말 미안하지만, 「휴지키키」를 사냥하면
수렵단실까지 와다오."
1016,12,"俺に代わって、
「ヒュジキキ」を１頭、狩猟してきて欲しい。
猟団部屋で待っているぞ。","나 대신,
「휴지키키」를 １마리, 사냥해와줬으면 한다.
수렵단실에서 기다리고 있으마."
1120,13,面目ない…,면목없다…
1153,14,"おお、@MYNAME！
ヒュジキキを狩猟してくれたんだな。","오오, @MYNAME！
휴지키키를 사냥해줬군."
1238,15,"ンハハ！
良かった。","음하하！
다행이군."
1278,16,"本当に世話をかけた。
そのお礼と言っちゃなんだが、","정말 신세를 졌다.
그 답례라고 하긴 뭣하지만,"
1348,17,"また俺にお前さんの狩りを手伝わせてくれ。
猟団部屋で待っているから、
準備ができたら声をかけてくれ。","또 나에게 네 사냥을 돕게 해다오.
수렵단실에서 기다리고 있을 테니,
준비가 되면 말을 걸어다오."
1467,18,ぎっくり腰は、治したからな！,"허리는, 다 나았으니까 말이야！"
