Offset,Hash,Original,Translation
61,0,おう、@MYNAMEか。,"오, @MYNAME인가."
99,1,お前さん、丁度いいところに来たな。,"자네, 딱 좋은 때 왔군."
154,2,"何を隠そう、少し困っていてな。
少しばかり、手伝ってはもらえないか。","실은 말이지, 좀 곤란한 일이 있어서.
조금이나마, 도와줄 수 없겠나."
255,3,すまんな。,미안하네.
286,4,"助けを求めるとなると、
お前さんしかアテがなくてな。","도움을 청하려니,
자네밖에 믿을 사람이 없어서 말이야."
358,5,どれ、祈樹の泉まで来てもらえるか。,"어디, 기수의 샘까지 와 줄 수 있겠나?"
413,6,"察してくれよ、俺も後で行く。
お前さんは先に行っていてくれ。","눈치 좀 채 줘, 나도 나중에 갈 테니까.
너는 먼저 가 있어 줘."
506,7,"祈樹の泉まで来てもらえるか。
なかなか大声で話せる内容ではなくてな…","기수의 샘까지 와 줄 수 있겠나?
좀처럼 큰 소리로 할 얘기가 아니라서 말이지…"
594,8,"俺も後で行く。
お前さんは先に行っていてくれ。","나도 나중에 갈 테니
너는 먼저 가 있어 줘."
662,9,"ああ、@MYNAME。
わざわざすまないな。
話というのはだな…","아, @MYNAME.
일부러 오게 해서 미안하군.
할 얘기라는 게 말이지…"
738,10,"…その、お前さんに限っては
そんな事は無いと思うんだがな…","…그, 너한테만은
그런 일은 없을 거라 생각하지만 말이지…"
816,11,"俺がメゼポルタに帰ってきてから
今までずっと…","내가 메제포르타에 돌아온 뒤로
지금까지 계속…"
882,12,"他のやつらに、「ジジイ」扱いを
されてるんじゃないかと思ってな…。","다른 녀석들한테 '영감탱이' 취급을
받고 있는 게 아닌가 싶어서 말이지…."
981,13,おい！　何を笑ってやがる！,이봐! 뭘 웃고 있는 거야!
1028,14,…やっぱりか…。,…역시 그런가….
1065,15,確かに、俺は周りよりも少し年上だ。,"확실히, 나는 주위보다 조금 나이가 많지."
1120,16,"髪も白くなってきたし、髭も生え揃ってる。
ダンディーな雰囲気は十分に出ているし、
最近は腰も悲鳴をあげている。","머리도 하얗게 세었고, 수염도 제대로 자랐지.
중후한 분위기는 충분히 나고 있고,
요즘은 허리도 비명을 지르고 있어."
