Offset,Hash,Original,Translation
80,0,"これは@MYNAME様。
ようこそおいで下さいましたニャ。","이런, @MYNAME님.
잘 오셨다냥."
151,1,"何でも屋の一件以来、
この泉もすっかり賑やかにニャりまして、
そのことは歌姫さまもお喜びニャのですが…","해결사 사건 이후로,
이 샘도 완전히 활기차졌다냥.
그 일은 가희님도 기뻐하고 계시다냥…"
274,2,"人が増えてくると、
今度は別の問題も発生するものですニャ。","사람이 늘어나면,
이번엔 또 다른 문제도 생기는 법이다냥."
366,3,"実は以前、とあるハンター様に
アカムトルムの討伐をお願いしたのですがニャ…","실은 예전에, 어떤 헌터님께
아캄토름의 토벌을 부탁드렸는데 말이다냥…"
461,4,"なんとそのハンター様は、
依頼を達成しニャいまま逃げ出して
しまったのですニャ！","글쎄 그 헌터님은,
의뢰를 달성하지 못한 채 도망쳐
버렸다냥!"
562,5,"まったく…
ハンターの風上にもおけない奴だぜニャ。","정말이지…
헌터의수치나 다름없는 녀석이다냥."
633,6,"降りるなら降りるで、
ちゃんと依頼者に報告するべきだぜニャ。","그만둘 거면 그만두는 대로,
제대로 의뢰인에게 보고해야 한다냥."
714,7,"そんなワケで、
我々としても大変困っているのですニャ。","그런 이유로,
우리도 무척 곤란한 상황이다냥."
789,8,"やっぱり頼れるのは
@MYNAME様だけですニャ。","역시 믿을 수 있는 건
@MYNAME님뿐이다냥."
852,9,"お願いですニャ！
その逃げ出したハンターに代わって、
~C05アカムトルムを討伐~C00して欲しいですニャ！","부탁이다냥!
그 도망친 헌터를 대신해서,
~C05아캄토름을 토벌~C00해 주었으면 한다냥!"
999,10,"お願いですニャ！
その逃げ出したハンターに代わって、
~C05アカムトルムを討伐~C00して欲しいですニャ！","부탁이다냥!
그 도망친 헌터를 대신해서,
~C05아캄토름을 토벌~C00해 주었으면 한다냥!"
1122,11,"おお、@MYNAME様！
お待ちしておりましたニャ。","오오, @MYNAME님!
기다리고 있었다냥."
1213,12,"アカムトルムの素材、
確かに受け取りましたニャ。
さすがは我らのハンター様ですニャ！","아캄토름의 소재,
확실히 받았다냥.
역시 우리의 헌터님이다냥!"
1325,13,"いやはや、相変わらずの凄腕ぶりですニャ。
安心して仕事をお願いできますニャ。","이야, 여전히 대단한 실력이다냥.
안심하고 일을 맡길 수 있다냥."
1422,14,"もはや@MYNAME様は、
他のハンター様たちを導く存在ですニャ！","이제 @MYNAME님은,
다른 헌터님들을 이끄는 존재다냥!"
1501,15,"バッシの言う通りだぜニャ。
アンタの腕なら、そろそろ他のハンターを
育ててみてもいいと思うぜニャ。","바시의 말이 맞다냥.
네 실력이라면, 슬슬 다른 헌터를
키워봐도 좋을 것 같다냥."
1620,16,"そういえば、レジェンドラスタが
~C05パートナーを紹介~C00したいとか言ってたようニャ
気がするニャ。","그러고 보니, 레전드 라스터가
~C05파트너를 소개~C00하고 싶다고 했던 것
같다냥."
1739,17,"まだ紹介してもらってニャいなら、
~C05酒場~C00に行って聞いてみるといいですニャ。","아직 소개받지 못했다면,
~C05주점~C00에 가서 물어보면 좋다냥."
1847,18,"それは素晴らしいですニャ。
ぜひパートナー様も、凄腕ハンターに
鍛えて欲しいですニャ！","그거 훌륭하다냥.
부디 파트너님도, 대단한 헌터로
단련시켜 주었으면 한다냥!"
1954,19,"アンタなら、きっとできるぜニャ。
楽しみにしてるぜニャ！","너라면, 분명 할 수 있다냥.
기대하고 있겠다냥!"
