Offset,Hash,Original,Translation
61,0,@MYNAME様、ごきげんよう。,"@MYNAME님, 안녕하세요."
107,1,"@MYNAME様と一緒にお作りした
甲殻種のスープのおかげで、
お花はすっかり元気になりましたよ。","@MYNAME님과 함께 만든
갑각종 수프 덕분에
꽃이 완전히 기운을 되찾았답니다."
219,2,"それはもう、元気すぎるほどで…
ちょっと怖いくらい、大量のお花が咲きました。","그야말로 지나치게 활기가 넘쳐서…
조금 무서울 정도로 꽃이 대량으로 피었어요."
316,3,"あまりに大量ですから、
いくらかお花を摘んで
匂い袋を作ろうと思うんです。","너무 많이 피었으니
꽃을 좀 따서
향낭을 만들어볼까 해요."
411,4,"乾燥させた花びらを袋に詰めたもので、
持ち歩くと香水の代わりになるという、
アレです。","말린 꽃잎을 주머니에 채운 것으로,
가지고 다니면 향수 대신이 된다는
바로 그거예요."
518,5,"本で調べたところ、匂い袋には花びらだけでなく、
いろいろな草を混ぜた方がいいのだとか。","책에서 찾아봤더니, 향낭에는 꽃잎뿐만 아니라
여러 가지 풀을 섞는 게 좋다고 하네요."
625,6,"ただ、その草を集めるのが大変そうなんです。
かなり多くの種類が必要で…","다만, 그 풀을 모으는 게 꽤 힘들 것 같아요.
종류가 상당히 많이 필요해서…"
716,7,"お忙しいところ申し訳ありませんが、
またお力を貸していただけませんか？","바쁘신 중에 죄송하지만
다시 한번 힘을 빌려주시겠어요?"
820,8,まずは、太陽草５つをお願いします。,"우선, 태양초 5개를 부탁드립니다."
875,9,"ご協力してくださったら、
また私が狩りにお付き合いしますね。","협력해 주시면
다시 제가 사냥에 함께해 드릴게요."
969,10,"太陽草５つ、猟団部屋まで
持ってきていただけますか？","태양초 5개, 수렵단실까지
가져다주시겠어요?"
1041,11,"ご協力してくださったら、
また私が狩りにお付き合いしますね。","협력해 주시면
다시 제가 사냥에 함께해 드릴게요."
1124,12,ありがとうございます、@MYNAME様。,"감사합니다, @MYNAME님."
1178,13,次は銀シャリ草５つをお願いできますか？,다음은 은샤리초 5개를 부탁드려도 될까요?
1250,14,"銀シャリ草は雪山に生えています。
防寒にはお気をつけてくださいね。","은샤리초는 설산에 자라고 있어요.
방한에 신경 써 주세요."
1350,15,"次は銀シャリ草５つ、
猟団部屋まで持ってきていただけますか？","다음은 은샤리초 5개를
수렵단실까지 가져다주시겠어요?"
1430,16,"銀シャリ草は雪山に生えています。
防寒にはお気をつけてくださいね。","은샤리초는 설산에 자라고 있어요.
방한에 신경 써 주세요."
1519,17,おかえりなさい、@MYNAME様！,"어서 오세요, @MYNAME님!"
1567,18,"銀シャリ草もお持ちくださったのですね。
これでどうにか、匂い袋を作ることができそうです。","은샤리초도 가져다주셨군요.
이제 어떻게든 향낭을 만들 수 있을 것 같아요."
1676,19,"@MYNAME様にはお世話になってばかりですね。
お約束通り、また狩りにお付き合いします。","@MYNAME님께는 늘 신세만 지네요.
약속드린 대로, 다시 사냥에 함께하겠습니다."
1780,20,"仕事もありますので
一度しかお付き合いできませんが、
どんなモンスターでも構いません。","일도 있어서
한 번밖에 함께해 드릴 수 없지만,
어떤 몬스터든 상관없어요."
1887,21,"私と@MYNAME様が組めば、
向かうところ敵なしです！","저와 @MYNAME님이 힘을 합치면
무적이나 다름없어요!"
