Offset,Hash,Original,Translation
61,0,"@MYNAME様、
お待ちしておりましたニャ。","@MYNAME님,
기다리고 있었습니다냥."
135,1,"例の大型探査船のことで、
エドワードが来ておりますニャ。","그 대형 탐사선 건으로,
에드워드가 와 있다냥."
212,2,"やあ、@MYNAME。
今回もまた、君の力を借りたくてね。","이야, @MYNAME.
이번에도 또, 자네의 힘을 빌리고 싶어서 말이야."
284,3,"すでに知っていると思うが、
一連の大型探査船の墜落事故は
ガルバダオラの原因によるものだった。","이미 알고 있으리라 생각하지만,
일련의 대형 탐사선 추락 사고는
갈바다오라가 원인이었다."
399,4,"レイラとユウェルが、文字通り命を懸けて
突き止めたんだぜニャ。","레일라와 유웰이, 말 그대로 목숨을 걸고
밝혀낸 거다냥."
482,5,"その通りだ。
幸い、彼女たちのケガは軽く、
すでにギルドの仕事にも復帰している。","그 말대로다.
다행히, 그녀들의 부상은 가볍고,
이미 길드 일에도 복귀했다."
583,6,"だが、彼女たちの無念や怒りは
心中察するにあまりある。","하지만, 그녀들의 원통함과 분노는
마음속을 헤아리고도 남는다."
658,7,"頼む、@MYNAME！
ユウェルとレイラ、そしてティアラの
仇を討ってやってくれ！","부탁한다, @MYNAME!
유웰과 레일라, 그리고 티아라의
원수를 갚아줘!"
767,8,"ありがとう。
君には感謝してもしきれないな。","고맙다.
자네에게는 아무리 감사해도 부족하군."
832,9,"しかし、いくら@MYNAME様が
凄腕のハンターといえども、
相手はあのガルバダオラ、しかも烈種ですニャ。","하지만, 아무리 @MYNAME님이
뛰어난 실력의 헌터라 해도,
상대는 그 갈바다오라, 게다가 열종이다냥."
952,10,"また大型探査船そのものが
結晶化させられでもしたら
どうするのですかニャ？","또 대형 탐사선 그 자체가
결정화당하기라도 하면
어떡할 거냥?"
1054,11,"すでにギルドの技術者たちが
総がかりで探査船に改良を加えている。","이미 길드 기술자들이
총력을 다해 탐사선에 개량을 가하고 있다."
1139,12,"アクラ・ヴァシムやアクラ・ジェビアの
結晶をもとに、その構造や機能を解明して、
機械の結晶化を防ぐことに成功したんだ。","아크라·바심이나 아크라·제비아의
결정을 바탕으로, 그 구조와 기능을 해명하여,
기계의 결정화를 막는 데 성공했어."
1285,13,"すごい技術ニャ！
これでもう墜落する心配はないニャ！","굉장한 기술이다냥!
이제 더 이상 추락할 걱정은 없다냥!"
1358,14,"そう、モンスターが
結晶化を武器に襲ってくるなら、
こちらには血と汗と涙の結晶がある。","그래, 몬스터가
결정화를 무기로 덤벼든다면,
이쪽에는 피와 땀과 눈물의 결정이 있다."
1465,15,"人間はね、敗北の中から
勝利を見い出すことができるんだ。","인간은 말이지, 패배 속에서도
승리를 찾아낼 수 있는 거야."
1542,16,"うーむ…ものすごくクサいのに
わけもなく胸が熱くなる言葉ですニャ！","으음... 엄청 오글거리는데도
까닭 없이 가슴이 뜨거워지는 말이다냥!"
1636,17,"すでにギルドからの許可は下りた。
@MYNAME、あとは君にすべてを託す！","이미 길드의 허가는 떨어졌다.
@MYNAME, 나머지는 전부 자네에게 맡기지!"
1751,18,お待ちください！,잠시만 기다려 주세요!
1829,19,歌姫さま…！,가희님…!
1862,20,"@MYNAME様、
話はすべて伺いました。","@MYNAME님,
이야기는 모두 들었습니다."
1918,21,"わたくしの妹が…レイラが
人様のためにその身を投げ出そうとは、
思ってもみませんでした。","제 동생이... 레일라가
다른 사람들을 위해 몸을 던지려 하다니,
생각지도 못했습니다."
2027,22,"あの子はあの子なりに、
皆さんに溶け込もうと必死に
がんばっていたのですね…","그 아이는 그 아이 나름대로,
여러분과 어울리려고 필사적으로
애써왔던 거군요..."
2124,23,"歌姫、レイラはすでに
僕たちの立派な仲間であり、友ですよ。","가희님, 레일라는 이미
저희의 훌륭한 동료이자, 친구입니다."
2223,24,"ええ、ええ。
わたくしも、心の底から
喜ばしく思っています。","네, 네.
저도, 마음속 깊이
기쁘게 생각하고 있습니다."
2304,25,"だからこそ、このたびの狩りは
なんとしても@MYNAME様に
やり遂げていただきたいのです。","그렇기에, 이번 사냥은
무슨 일이 있어도 @MYNAME님께서
완수해 주셨으면 합니다."
2410,26,"大丈夫ニャ。
いまや@MYNAMEさんは、
メゼポルタにおける伝説の中の伝説ニャ。","괜찮다냥.
이제 @MYNAME씨는,
메제포르타에서 전설 중의 전설이다냥."
2506,27,"探査船に墜落の心配さえなければ、
ガルバダオラに負けるはずがないぜニャ！","탐사선이 추락할 걱정만 없다면,
갈바다오라에게 질 리가 없다냥!"
2599,28,"わたくしもそう信じています。
けれど、わたくしたちにできることは
ここで待つことだけ…","저도 그렇게 믿고 있습니다.
하지만, 저희가 할 수 있는 일은
여기서 기다리는 것뿐..."
2706,29,"@MYNAME様、あなたが
ご無事に帰られますよう、
せめてわたくしに祈らせてください…","@MYNAME님, 당신이
무사히 돌아오시기를,
적어도 저에게 기도하게 해주세요..."
2815,30,歌姫さま…,가희님...
2853,31,"@MYNAME、これは
歌姫だけの祈りじゃない。","@MYNAME, 이건
가희만의 기도가 아니야."
