Offset,Hash,Original,Translation
81,3325352339,"@MYNAME様、
お待ちしておりましたニャ。","@MYNAME님,
기다리고 있었습니다냥."
141,4049460049,必ず来てくれると思ってましたニャ！,반드시 와주실 거라고 생각했습니다냥!
203,1476685837,"おい、バッシ！
今度こそ@MYNAME様に
失礼のニャいようにニャ！","이봐, 바시!
이번에야말로 @MYNAME님께
실례가 없도록 하라냥!"
285,741381303,"わかっていますニャ。
@MYNAME様は、『トキシ』というニャの
ハンターをご存知ですかニャ？","알고 있습니다냥.
@MYNAME님은 '토키시'라는
헌터를 알고 계십니까냥?"
406,4095269781,"たったひとりで数多のモンスターを狩った、
歌姫さまのおられた地方では、
伝説とまで呼ばれたハンターですニャ。","홀로 수많은 몬스터를 사냥한,
가희님이 계셨던 지방에서는
전설이라고까지 불렸던 헌터입니다냥."
535,2062597010,"ニャにが伝説ニャ！
あの男、実はその正体はとんでもニャい
大悪党だったニャ！","전설은 무슨 전설이냥!
그 남자, 사실 그 정체는 터무니없는
대악당이었다냥!"
632,2982773935,"あの男こそが、
歌姫さまの力を奪った張本人ニャ！","그 남자야말로
가희님의 힘을 빼앗은 장본인이다냥!"
701,3750400663,"そう…最初はトキシも、
他のハンターたちとおニャじように
歌姫さまの力を得て狩りを行い…","그래…처음에는 토키시도
다른 헌터들과 마찬가지로
가희님의 힘을 얻어 사냥을 하고…"
810,2996172332,"そしてそのお礼として、
歌姫さまに贈り物をしていましたニャ。","그리고 그 답례로
가희님께 선물을 드리고 있었습니다냥."
891,3256044745,"ところが、その贈り物の中に毒が…いや、
呪われた装飾品が混じっていたのですニャ。","그런데, 그 선물 안에 독이…아니,
저주받은 장식품이 섞여 있었던 것입니다냥."
999,512019683,"オイラたちが気づいた時には
もう手遅れで…以来、歌姫さまの力は
日に日に弱っていってしまわれたですニャ。","저희가 눈치챘을 때는
이미 늦어서…그 이후로 가희님의 힘은
나날이 약해져 가시고 말았습니다냥."
1124,3576449729,"そして、そのうちトキシは、
行方をくらませてしまったニャ…","그리고 그러던 중 토키시는
행방을 감춰버렸다냥…"
1203,835597779,"ワタシたちは歌姫さまと一緒に、
必死にトキシの行方を探しましたですニャ。
それこそ世界中…","저희는 가희님과 함께
필사적으로 토키시의 행방을 찾았습니다냥.
그야말로 온 세상을…"
1314,4234101335,"ですが、とうとう見つかりませんでしたニャ。
そして祈りの森に帰ってきた時には…","하지만 결국 찾지 못했습니다냥.
그리고 기도의 숲으로 돌아왔을 때는…"
1413,2455413175,"森は龍に襲われ、
滅びてしまった後だったのですニャぁ…","숲은 용에게 습격당해
이미 멸망해 버린 후였습니다냥…"
1488,2867983494,"それにしても許せんのは、
あのトキシというハンターニャ！
あの男さえいニャければ、歌姫さまは…！","그건 그렇다 쳐도 용서할 수 없는 것은
그 토키시라는 헌터다냥!
그 남자만 없었더라면 가희님은…!"
1605,460562789,"今さらニャげいても詮ニャきこと。
こうニャった以上、まずは歌姫さまの
呪いを解いて差し上げねば…","이제 와서 한탄해봤자 소용없는 일.
이렇게 된 이상, 우선은 가희님의
저주를 풀어드려야…"
1722,895384490,けど…,하지만…
1756,4293037830,"お前が言った神龍木の衣装は
効果がニャかったニャ！","네가 말한 영룡목 의상은
효과가 없었다냥!"
1833,4108100907,"ご心配は無用。
このバッシの叡智は、
まだまだ枯れてはおりませんニャ。","걱정은 필요 없습니다.
이 바시의 지혜는
아직 메마르지 않았습니다냥."
1924,627894436,"ワタシの研究の結果、
ある妙薬に、劇的な効果があることが
判明しましたですニャ","저의 연구 결과,
어떤 묘약에 극적인 효과가 있다는 것이
판명되었습니다냥"
2030,1244248474,"@MYNAME様には、
その妙薬の原料とニャる素材を
集めてきて欲しいですニャ","@MYNAME님께서는
그 묘약의 원료가 되는 소재를
모아다 주셨으면 합니다냥"
2122,2074825740,その素材とは…！？,그 소재란…!?
2161,3032104831,"まずは『天』の素材。
万病に効くといわれる、
魚竜のキモを欲しいですニャ。","우선은 '천(天)'의 소재.
만병에 효과가 있다고 하는
어룡 간을 원합니다냥."
2256,2205726346,"ただし、通常のモノよりも大ぶりで、
新鮮なものほどよろしいですニャ。","단, 보통 것보다 크고
신선한 것일수록 좋습니다냥."
2345,3500251698,"そうですニャぁ…。
~C05ドスガレオスを３頭ほど
狩猟~C00してきて欲しいですニャ。","그렇습니다냥…
~C05도스가레오스를 3마리 정도
사냥~C00해서 와주셨으면 합니다냥."
