Offset,Hash,Original,Translation
61,0,"これは@MYNAME様。
ようこそおいで下さいましたニャ。","이런, @MYNAME님.
잘 오셨다냐."
140,1,"実は、例のメラギナスの件で
エドワードが来ておりますニャ。","실은 그 메라기나스 건으로
에드워드가 와 있습니다냐."
226,2,"やあ、@MYNAME。
君もなかなか熱心なハンターだね。","야, @MYNAME.
자네도 꽤나 열심인 헌터로군."
309,3,"先日のメラギナスのことは覚えてるだろう？
何か爆裂したような形跡のあった、
あの個体のことさ。","지난번 메라기나스 얘기는 기억하고 있겠지?
뭔가 폭발한 것 같은 흔적이 있던
그 개체 말이야."
437,4,"ギルドでの調査の結果、
あの痕は穿龍棍の攻撃によって
できたものだということが判明したんだ。","길드 조사 결과,
그 흔적은 천룡곤의 공격으로
생긴 것이라는 사실이 판명됐어."
557,5,"穿龍棍というと、あのトキシが
使っていたといわれる武器ですかニャ？","천룡곤이라면, 그 토키시가
사용했다던 무기 말인가냐?"
651,6,"ということは、まさか
トキシは生きているのかニャ！？","그렇다는 건, 설마
토키시가 살아 있는 건가냐!?"
724,7,"いや、そこまではわからない。
穿龍棍を扱えるハンターは、
トキシ以外にもいるだろうしね。","아니, 거기까지는 모르겠어.
천룡곤을 다룰 수 있는 헌터는
토키시 말고도 있을 테니까."
833,8,"ただ、今回の一件で
穿龍棍がモンスターに対して
非常に有効な武器であることはわかった。","다만, 이번 일로
천룡곤이 몬스터에게
매우 유효한 무기라는 건 알게 됐어."
940,9,"そこで、ギルドとしては
この穿龍棍をメゼポルタでも
広く普及させようということになったんだ。","그래서 길드에서는
이 천룡곤을 메제포르타에서도
널리 보급시키기로 했어."
1053,10,"ニャるほど。
新しい武器種の登場ってワケかニャ。","그렇구나냐.
새로운 무기종의 등장이라는 거군냐."
1122,11,"そういうことだ。
で、@MYNAMEに相談なんだが…","그런 거지.
그래서, @MYNAME한테 상담할 게 있는데…"
1188,12,"ギルドでは今、その穿龍棍を
実験的に使ってくれるＧ級ハンターを
募集している。","길드에서는 지금, 그 천룡곤을
시험적으로 사용해 줄 Ｇ급 헌터를
모집하고 있어."
1287,13,"どうだ？
良かったら君も、この新武器種の使い手に
応募してみないか？","어떤가?
괜찮다면 자네도 이 신무기종의 사용자에
응모해 보지 않겠나?"
1389,14,"そうか。
君ならそう言ってくれると思ったよ。","그런가.
자네라면 그렇게 말해 줄 거라 생각했어."
