Offset,Hash,Original,Translation
61,0,"狩人さん、ボクだよー！
元気してる！？","사냥꾼님, 나야~!
잘 지내!?"
120,1,"なんだか心配になって、
顔見に来ちゃったよー！","왠지 걱정돼서,
얼굴 보러 와버렸어~!"
200,2,"って、やっぱりバレた？
ウフフ、お察しの通り、
相談があって来ちゃいましたー！","라니, 역시 들켰어?
우후후, 짐작대로,
상담할 게 있어서 와버렸어요~!"
299,3,"わかってるなら話が早い！
相談、乗ってくれるよね…？","알고 있다면 이야기가 빠르네!
상담, 들어줄 거지…?"
385,4,"やったあ！ボクは幸せ者だぁ！
狩人さんに出会えて良かったっ","됐다! 나는 행복한 사람이야!
사냥꾼님을 만나서 다행이야"
464,5,"ボクの趣味が武器集めってのは、
狩人さんも知ってるよね？","내 취미가 무기 수집이라는 건,
사냥꾼님도 알고 있지?"
541,6,"でね、マイハウスに飾る用に、
ピンクボンボンを作りたいんだ。
知ってるよね、ピンクボンボン。","그래서, 마이 하우스에 장식하려고,
핑크 봉봉을 만들고 싶어.
알지, 핑크 봉봉."
654,7,"桃毛獣の毛のモフモフ感がたまらなくて！
ボクみたいな可愛い女子に人気なんだけど、
ひとつ大きな問題があって…","도모수 털의 복슬복슬한 느낌이 견딜 수 없어서!
나 같은 귀여운 여자애한테 인기가 많은데,
한 가지 큰 문제가 있어서…"
783,8,"素材になるババコンガが、
本当に最低の最悪に臭いんだ！！","소재가 되는 바바콩가가,
정말 최악으로 지독하게 냄새가 나!!"
860,9,"だからどうしても狩猟する気になれなくて…
でも、ピンクボンボンは絶対欲しくて…","그래서 도저히 사냥할 마음이 안 생겨서…
그래도, 핑크 봉봉은 꼭 갖고 싶어서…"
959,10,"…単刀直入に言うね！
狩人さん、ボクの代わりに、
臭いババコンガを狩ってきてください！","…단도직입적으로 말할게!
사냥꾼님, 나 대신,
냄새나는 바바콩가를 사냥해다 주세요!"
1066,11,"どうかな…？
こんなお願い、最低なんだけど…
受けてくれるかな？？","어떨까…?
이런 부탁, 진짜 최악이지만…
들어줄 수 있을까??"
1166,12,"ありがとう！
なんていい人なんだ…！","고마워!
정말 좋은 사람이야…!"
1223,13,"じゃあ、ボクはここで待ってるから！
よろしくお願いね～！","그럼, 나는 여기서 기다리고 있을게!
잘 부탁해~!"
1313,14,"ボクは猟団部屋で待ってるから、
ババコンガの狩猟が終わったら
忘れずに来てね！　よろしくお願いね～！","나는 수렵단실에서 기다리고 있을 테니까,
바바콩가 사냥이 끝나면
잊지 말고 와줘!　잘 부탁해~!"
1435,15,"きたー、ババコンガの素材！
これでピンクボンボンが作れるっ！","왔다~, 바바콩가 소재!
이걸로 핑크 봉봉을 만들 수 있어!"
1516,16,"どうもありがとう、@MYNAMEさん！
ほんと感謝するよ～！","정말 고마워, @MYNAME님!
진짜 감사해~!"
1590,17,"…とはいえ、ちょっと臭う？
スンスン…うゎ、くっさ！！
がは、ごほっ、ぐふん！","…그건 그렇고, 좀 냄새나나?
킁킁…우와, 지독해!!
커헉, 콜록, 큭!"
1689,18,まさかこれ、お尻の部分の素材じゃあ…,"설마 이거, 엉덩이 부분 소재 아니야…"
1759,19,"で、でもまぁ…なんとかなるか！
今回は本当にありがとうっ！","그, 그래도 뭐…어떻게든 되겠지!
이번엔 정말 고마워!"
1838,20,"ぜひお礼をしたいんだけど…
ボクが@MYNAMEさんの狩りに
一回お付き合いするっていうのはどう？","꼭 답례를 하고 싶은데…
내가 @MYNAME님의 사냥에
한 번 함께하는 건 어때?"
1950,21,"どんな狩りでも付き合うよ！
あ、でもできればババコンガは
避けて欲しいかも…","어떤 사냥이든 함께할게!
아, 그래도 가능하면 바바콩가는
피해줬으면 하는데…"
2047,22,"いや、@MYNAMEさんの頼みなら
がんばってババコンガも狩猟します！","아니, @MYNAME님의 부탁이라면
열심히 바바콩가도 사냥할게요!"
2131,23,"準備ができたら、
いつでも声をかけてね。
よろしく～！","준비가 되면,
언제든 말 걸어줘.
잘 부탁해~!"
