Offset,Hash,Original,Translation
95,0,"@MYNAME様、
お待ちしておりましたニャ。","@MYNAME님,
기다리고 있었습니다냥."
155,1,"やっほー、ハンターさん！
元気ですかぁ？","야호~, 헌터씨!
잘 지내나요?"
216,2,"聞きましたよ、レイラのこと！
あのコ、歌姫さまの妹だったんですってね！","들었어요, 레일라 얘기!
그 애, 가희님의 동생이었대요!"
307,3,"しかも、あの伝説のハンター、
トキシの後継者だって話なんでしょ？
なんか複雑ですよねぇ。","게다가, 그 전설의 헌터,
토키시의 후계자라는 얘기잖아요?
뭔가 복잡하네요~."
416,4,"そうなんですニャ。
そもそも、歌姫さまが歌の力を失ったのは
トキシを想ってのことですニャ。","맞다냥.
애당초, 가희님이 노래의 힘을 잃은 건
토키시를 생각해서였다냥."
527,5,"それが、トキシが連れていたのが
実は生き別れた妹君で、しかも…","그게, 토키시가 데리고 있던 게
실은 생이별한 여동생분이었고, 게다가…"
610,6,"トキシが行方不明になった原因が、
歌姫さまの力を取り戻そうとしてのことで…","토키시가 행방불명된 원인이,
가희님의 힘을 되찾으려던 거였고…"
712,7,"で、レイラはレイラで、
そのことで歌姫さまを憎んでるんでしょ？","그리고, 레일라는 레일라대로,
그 일로 가희님을 미워하는 거죠?"
795,8,"そうだぜニャ。
まったく、トキシってヤツは
どこまでも罪な男だぜニャ。","맞다냥.
정말이지, 토키시라는 녀석은
어디까지나 죄 많은 남자다냥."
886,9,"もうドロドロですよね！
話を聞いて、あたし達も大混乱ですよぉ！
仕事もぜんぜん手につかないっていうかぁ…","완전 막장이네요!
얘기를 듣고, 저희도 대혼란이라구요!
일도 전혀 손에 안 잡힌달까요…"
1018,10,"とか言って、また@MYNAME様に
仕事を押し付ける気だニャ？","그런 말 하면서, 또 @MYNAME님한테
일을 떠넘길 속셈이다냥?"
1094,11,"あう…
ま、まあその…なんていうか…","아우…
그, 그게 그러니까… 뭐랄까…"
