Offset,Hash,Original,Translation
61,0,"@MYNAMEさん、こんにちは！
えーとですね、今日はなんというか…","@MYNAME님, 안녕하세요!
음, 그러니까, 오늘은 뭐랄까…"
143,1,"ちょっと恥ずかしいお願いなんですけど、
ブタせんべい、ご存知ですよね？
プーギーちゃんのエサの。","조금 부끄러운 부탁인데요,
돼지 전병 아시죠?
푸기의 먹이인…"
260,2,"アレを一回食べてみたいんです！
美味しそうに食べるプーギーちゃんを
見てると、私も欲しくなっちゃって…！","그걸 한번 먹어보고 싶어요!
맛있게 먹는 푸기를
보고 있으면, 저도 먹고 싶어져서…!"
385,3,"１つだけでいいので、
ブタせんべいを譲ってください！","1개만 있으면 되니까,
돼지 전병을 나눠 주세요!"
459,4,"私はここで待ってますので、
何とかお願いしますっ！","저는 여기서 기다리고 있을 테니,
어떻게든 부탁드려요!"
542,5,"１つだけでいいので、
ブタせんべいを譲ってください！","1개만 있으면 되니까,
돼지 전병을 나눠 주세요!"
616,6,"私は猟団部屋で待ってますので、
何とかお願いしますっ！","저는 수렵단실에서 기다리고 있을 테니,
어떻게든 부탁드려요!"
699,7,"わーい、やったあ！
これがブタせんべい…いただきますっ！","와아, 해냈다!
이게 돼지 전병…잘 먹겠습니다!"
823,8,"うーん…プーギーちゃんは
あんなに美味しそうに食べてたけど、
やっぱり人間の口には合いませんね。","으음… 푸기는
그렇게나 맛있게 먹었는데,
역시 사람 입에는 안 맞네요."
953,9,"まあ、当たり前ですよね。
えへへ…","뭐, 당연하겠죠.
에헤헤…"
1008,10,"なんか、変なお願いしちゃって
ごめんなさいでした！","괜히, 이상한 부탁을 드려서
죄송했어요!"
1079,11,"あ、お礼と言ってはなんだけど、
@MYNAMEさんの狩りに
１回だけお付き合いします！","아, 답례라고 하긴 뭐하지만,
@MYNAME님의 사냥에
한 번만 함께할게요!"
1179,12,"獲物は何でもいいので、
いつでも声をかけてくださいねっ！","사냥감은 뭐든 상관없으니,
언제든지 말 걸어 주세요!"
