Offset,Hash,Original,Translation
0,236,"ＤＭ
",
0,236,"我輩だ。貴様が来ることを、
ずっと遠くの星を眺めて待っていたぞ！","이 몸이다. 네놈이 오기를,
계속 저 먼 별을 바라보며 기다렸노라!"
0,236,"我輩は、ここでこれから貴様の良き相棒となる
≪ホルク≫の管理と≪パートニャー≫の紹介
をしている。","이 몸은, 여기서 앞으로 네놈의 좋은 동료가 될
≪호르크≫의 관리와 ≪파트냐≫의 소개
를 맡고 있다."
0,236,"礼などはいらん！礼をするくらいなら、
立派なハンターになることだ！
奴らは貴様の行動を見て、いろいろ学ぶ
はずだからな！フハハハハハ！","인사 따위는 필요 없다! 인사할 시간이 있다면,
훌륭한 헌터가 되는 것이다!
저놈들은 네놈의 행동을 보고, 여러 가지를 배울
것이니 말이다! 후하하하하하!"
0,236,"まずは、いろいろ知りたいことがあるだろう。
   
そんなこともあるかと、我輩が説明項目をまとめ
ておいたから、しっかり読むといい！","우선, 여러 가지 알고 싶은 것이 있을 것이다.
   
그럴 줄 알고, 이 몸이 설명 항목을 정리해
두었으니, 잘 읽어 보아라!"
0,236,"長話はここまでだ。ここで仕切り直して…。
   
フハハハハハッ！よぉく来たな！","긴 이야기는 여기까지다. 여기서 다시 시작하지…
   
후하하하하핫! 잘 왔구나!"
0,236,"貴様が来るのを待っていたぞ！
   
数々のエサを与えた結果が実を結び、ついに…
ついに！貴様のホルクが攻撃属性を変え、容姿ま
で変えよったぞ！","네놈이 오기를 기다리고 있었다!
   
수많은 먹이를 준 결과가 열매를 맺어,
드디어… 드디어! 네놈의 호르크가 공격 속성을
바꾸고, 모습까지 바꾸었다!"
0,236,"どうだ！これでクエスト中に落と
す「羽根」の種類も変わったのだ。忘れずに
覚えておくのだぞ！
   
さ、少し落ち着いて…。では用件を聞こう。","어떠냐! 이걸로 퀘스트 중에 떨어
뜨리는 「깃털」의 종류도 바뀐 것이다. 잊지 말고
기억해 두어라!
   
자, 조금 진정하고…. 그럼 용건을 들어보지."
0,236,"おぉ、来たか！貴様が与え続けたエサの
おかげで、今しがたホルクの状態異常属性が
変わったぞ！
   
さぁ、喜べ！大声を出して喜んでも構わんぞ！","오오, 왔느냐! 네놈이 계속 준 먹이
덕분에, 방금 호르크의 상태이상 속성이
바뀌었다!
   
자, 기뻐해라! 큰소리로 기뻐해도 상관없다!"
0,236,"これで、クエスト中の展開がまたひと味変化
することだろう！楽しみだな！
   
さ、少し落ち着いて…。では用件を聞こう。","이걸로, 퀘스트 중의 전개가 또 다른 맛으로 변화
하겠지! 기대되는군!
   
자, 조금 진정하고…. 그럼 용건을 들어보지."
0,236,"ほほぉ。なかなか、いい感じに
ＨＲを上げているようだな。
   
だが！現状で満足してはいかんのだ！","호오. 제법, 괜찮은 느낌으로
ＨＲ을 올리고 있는 모양이군.
   
하지만! 지금 상태에 만족해서는 안 되는 것이다!"
0,236,"上を！常に上を目指して奴らと共に
励むのだ！
   
分かったか！よし！
なら、用件を聞こう。","위를! 항상 위를 목표로 저놈들과
함께 힘쓰는 것이다!
   
알겠느냐! 좋다! 그럼, 용건을
들어보지."
0,236,"なんだ、その浮かない顔つきは！
   
たかだか１回や２回のクエスト失敗でそんな
状態では、貴様のホルクに笑われるぞ！","뭐냐, 그 뚱한 얼굴은!
   
고작 한두 번의 퀘스트 실패로 그런
꼴이라니, 네놈의 호르크에게 비웃음을 사겠다!"
0,236,"フハハハハハ！我輩も笑ってやろう！
   
どうだ？気分も変わったか？
   
よし！では用件を聞こう。","후하하하하하! 이 몸도 웃어 주지!
   
어떠냐? 기분도 바뀌었느냐?
   
좋다! 그럼 용건을 들어보지."
0,236,"ほほぉ。少しはホルクが貴様に対して興味を持ち
始めたようだな。
   
これからも引き続き、アイツを連れてクエスト
に行くことだ！","호오. 조금은 호르크가 네놈에게 흥미를 갖기
시작한 모양이군.
   
앞으로도 계속, 그 녀석을 데리고 퀘스트에
가는 것이다!"
0,236,"まずは互いの絆・信頼を深めないとな！
   
さ、用件を聞こう。今回は何をするんだ、
言ってみるがいい。","우선은 서로의 유대·신뢰를 깊게 해야지!
   
자, 용건을 들어보지. 이번에는 무엇을 할 건지,
말해 보아라."
0,236,"なるほどな。いい感じに、なつき度も
右上がり傾向のようだ。   
そろそろお互いがお互いを認め合った頃…とか
ではないか？んー？","그렇군. 괜찮은 느낌으로, 친밀도도 상승
추세인 모양이다. 슬슬 서로가 서로를
인정하기 시작한 때…라든가 그런 거 아니냐?
흠?"
0,236,"我輩と貴様の間は、すでにＭＡＸだがな！
え？違う？…それはそれとして。
   
さ、用件を聞こう。","이 몸과 네놈 사이는, 이미 ＭＡＸ이지만 말이다!
엥? 아니라고? …그건 그렇다 치고.
   
자, 용건을 들어보지."
0,236,"おぉ、貴様もやるな！なつき度が最高状態に
なっているぞ！
   
少なくとも貴様のホルクは、格別の信頼を持って
貴様と付きあっていると言えよう！","오오, 네놈도 제법이군! 친밀도가 최고 상태가
되어 있다!
   
적어도 네놈의 호르크는, 각별한 신뢰를 가지고
네놈과 지내고 있다고 할 수 있겠지!"
0,236,"貴様もホルク同様、最高の状態で向き合うことを
忘れるんじゃないぞ！
   
では、いつも通りに…用件を聞こう。","네놈도 호르크와 마찬가지로, 최고의 상태로 마주하는 것을
잊지 말도록!
   
그럼, 평소처럼…용건을 들어보지."
0,236,"今日も天気がいいぞ！これぞ「狩猟日和」と
言うものだ。
   
装備の確認は大丈夫か？消耗品の準備はいいか？
受注条件も確認したか？","오늘도 날씨가 좋구나! 이것이야말로
「사냥하기 좋은 날」 이라는 것이다.
   
장비 확인은 괜찮으냐? 소모품 준비는 됐느냐?
수주 조건도 확인했느냐?"
0,236,"よし！
   
あとは、貴様と奴らの
頑張り次第だ！
   
で、何だったか？","좋다!
   
나머지는, 네놈과 저놈들의
분발에 달렸다!
   
그래서, 무슨 일이었느냐?"
0,236,"夜はいい…。疲れたココロを癒して
くれるからな…。
   
と、いつまでも癒されていては、いかんのだ！","밤은 좋군…. 지친 마음을 달래
주니까 말이다…
   
라고, 언제까지고 위로만 받고 있어서는 안 되는 것이다!"
0,236,"クエストがある限り…依頼人がいる限り、
貴様と奴らは狩りを続けていかねば
ならん！
   
では、用件を聞こう。","퀘스트가 있는 한…의뢰인이 있는 한,
네놈과 저놈들은 사냥을 계속해 나가야
한다!
   
그럼, 용건을 들어보지."
0,236,よし！体力の訓練だな！,좋다! 체력 훈련이군!
0,236,"我輩が貴様のホルクに、体力がいかに重要である
かを、全力で叩きこんでおくぞ！
   
フハハハハハ！","이 몸이 네놈의 호르크에게, 체력이 얼마나 중요한
지를, 전력으로 각인시켜 두겠다!
   
후하하하하하!"
0,236,"よし！攻撃力の訓練だな！
",좋다! 공격력 훈련이군!
0,236,"我輩が貴様のホルクに、攻撃力がいかに重要で
あるかを、全力で叩きこんでおくぞ！
   
フハハハハハ！","이 몸이 네놈의 호르크에게, 공격력이 얼마나 중요
한지를, 전력으로 각인시켜 두겠다!
   
후하하하하하!"
0,236,"よし！防御力の訓練だな！
",좋다! 방어력 훈련이군!
0,236,"我輩が貴様のホルクに、防御力がいかに重要で
あるかを、全力で叩きこんでおくぞ！
   
フハハハハハ！","이 몸이 네놈의 호르크에게, 방어력이 얼마나 중요
한지를, 전력으로 각인시켜 두겠다!
   
후하하하하하!"
0,236,"よし！思考力の訓練だな！
",좋다! 사고력 훈련이군!
