Offset,Hash,Original,Translation
61,0,"@MYNAME様、
お待ちしておりましたニャ！","@MYNAME님,
기다리고 있었습니다냐!"
121,1,"とうとうバッシがやりましたニャ！
まずはバッシの話を聞いてくださいニャ。","드디어 바시가 해냈습니다냐!
우선 바시의 이야기를 들어 주십시오냐."
248,2,"@MYNAME様、
穿龍棍の製作に必要な
特殊合金を発見しましたニャ。","@MYNAME님,
천룡곤 제작에 필요한
특수 합금을 발견했습니다냐."
332,3,"メゼポルタではまだ
あまり知られていない合金で、
『バモート鋼』というのがありますニャ。","메제포르타에서는 아직
그다지 알려지지 않은 합금으로,
『바모트강』이라는 것이 있습니다냐."
441,4,"これは複数の鉱石を精製し、
さらにモンスターの生物素材を
合わせることで…","이것은 여러 광석을 정제하고,
거기에 몬스터의 생물 소재를
조합함으로써…"
543,5,"硬度と柔軟性を併せ持つ、
まさに理想的な合金ですニャ。","강도와 유연성을 함께 갖춘,
그야말로 이상적인 합금입니다냐."
618,6,"さすがはバッシだニャ！
よくそこまで調べ上げたニャ！","역시 바시다냐!
용케 그렇게까지 조사해 냈다냐!"
691,7,"なるほど。
それで、具体的には
どういった素材が必要なんだ？","그렇군.
그럼 구체적으로
어떤 소재가 필요한 거지?"
779,8,"まずは元となる合金を
精製しなくてはなりませんニャ。","우선은 바탕이 되는 합금을
정제해야만 합니다냐."
852,9,"これには、花畑で採集できる
グラレス鉱石とアタルカ純鉱石を
使用しますニャ。","여기에는 꽃밭에서 채집할 수 있는
그라레스 광석과 아타루카 순광석을
사용합니다냐."
949,10,"花畑かニャ。
確かにあそこには、
珍しい素材がゴロゴロしてるぜニャ。","꽃밭이라냐.
확실히 그곳에는
희귀한 소재가 널려 있다냐."
1045,11,"@MYNAME様、
まずは~C05グラレス鉱石を３つ~C00。
これが穿龍棍への第一歩ですニャ！","@MYNAME님,
우선은 ~C05그라레스 광석 ３개~C00.
이것이 천룡곤으로 가는 첫걸음입니다냐!"
1160,12,"@MYNAME様、
これが穿龍棍への第一歩ですニャ。","@MYNAME님,
이것이 천룡곤으로 가는 첫걸음입니다냐."
1226,13,"~C05グラレス鉱石を３つ~C00、
花畑で採集してきてくださいニャ！","~C05그라레스 광석 ３개~C00를
꽃밭에서 채집해 와 주십시오냐!"
1337,14,"@MYNAME様、グラレス鉱石の採集、
お疲れさまでしたニャ！","@MYNAME님, 그라레스 광석 채집,
수고 많으셨습니다냐!"
1413,15,"次はアタルカ純鉱石ですニャ。
植物によって不純物が吸い上げられた
加工しやすい鉱石ですニャ。","다음은 아타루카 순광석입니다냐.
식물에 의해 불순물이 흡수되어
가공하기 쉬운 광석입니다냐."
1526,16,"これも花畑で採集できますが、
かなり珍しい素材ですニャ。
採集には根気がいりますニャ。","이것도 꽃밭에서 채집할 수 있지만,
꽤 희귀한 소재입니다냐.
채집에는 끈기가 필요합니다냐."
1633,17,"ニャあに、@MYNAMEさんなら
必ず採ってきてくれるぜニャ。","냐아, @MYNAME 씨라면
반드시 채집해 올 거다냐."
1709,18,"@MYNAME様、
~C05アタルカ純鉱石~C00を１つ、
お待ちしておりますニャ！","@MYNAME님,
~C05아타루카 순광석~C00을 １개,
기다리고 있겠습니다냐!"
1812,19,"~C05アタルカ純鉱石~C00も
花畑で採集できますが、
かなり珍しい素材ですニャ。","~C05아타루카 순광석~C00도
꽃밭에서 채집할 수 있지만,
꽤 희귀한 소재입니다냐."
1909,20,"必要な数は１つですニャ。
採集には根気がいりますが、
がんばってくださいニャ！","필요한 개수는 １개입니다냐.
채집에는 끈기가 필요하지만,
힘내 주십시오냐!"
2036,21,"@MYNAME様、アタルカ純鉱石、
確かに受け取りましたニャ！","@MYNAME님, 아타루카 순광석,
확실히 받았습니다냐!"
2112,22,"これでバモート鋼の基礎となる
合金を精製できますニャ。","이걸로 바모트강의 기초가 되는
합금을 정제할 수 있습니다냐."
2187,23,"あとは柔軟性を持たせるための
モンスターの生物素材ですが…","이제 남은 건 유연성을 부여하기 위한
몬스터의 생물 소재입니다만…"
2266,24,"これには、
フォロクルルの爪を使用しますニャ。","여기에는
포로쿠루루의 발톱을 사용합니다냐."
2340,25,"フォロクルルって、
花畑にいるあの鳥みたいな
モンスターかニャ？","포로쿠루루라면,
꽃밭에 있는 그 새처럼 생긴
몬스터 말인가냐?"
2432,26,"そうですニャ。
フォロクルルの爪は、
鋼すら貫く硬度を持っていますニャ。","그렇습니다냐.
포로쿠루루의 발톱은
강철마저 꿰뚫는 강도를 지니고 있습니다냐."
2525,27,"それでいて、生物としての
しなやかさも兼ね備えていますニャ。","그러면서도 생물로서의
유연함도 함께 갖추고 있습니다냐."
2606,28,"この素材を合金に取り込めば、
バモート鋼の完成ですニャ！","이 소재를 합금에 넣으면
바모트강 완성입니다냐!"
2697,29,"@MYNAME様、
穿龍棍まであと一歩ですニャ！","@MYNAME님,
천룡곤까지 이제 한 걸음 남았습니다냐!"
2759,30,"~C05フォロクルルの狩猟~C00、
がんばってきてくださいニャ！","~C05포로쿠루루 사냥~C00,
힘내서 다녀와 주십시오냐!"
2851,31,"@MYNAME様、
穿龍棍まであと一歩ですニャ！","@MYNAME님,
천룡곤까지 이제 한 걸음 남았습니다냐!"
2913,32,"~C05フォロクルルの狩猟~C00、
がんばってきてくださいニャ！","~C05포로쿠루루 사냥~C00,
힘내서 다녀와 주십시오냐!"
2994,33,"@MYNAME様、フォロクルルの狩猟、
お疲れ様でしたニャ！","@MYNAME님, 포로쿠루루 사냥,
수고 많으셨습니다냐!"
3068,34,"これでようやく、
バモート鋼が完成しますニャ！","이걸로 드디어
바모트강이 완성됩니다냐!"
3142,35,"君が入手した素材は、
すでにギルド職員の手で
武具工房にまわしてある。","자네가 입수한 소재는
이미 길드 직원의 손으로
장비공방에 보내 두었어."
3233,36,あとは、バモート鋼の完成を待つだけだ。,이제 남은 건 바모트강의 완성을 기다리는 것뿐이다.
