Offset,Hash,Original,Translation
68,0,"これは@MYNAME様。
ようこそおいで下さいましたニャ。","이런, @MYNAME님.
잘 오셨다냥."
140,1,"この前はビックリしましたニャ。
まさか歌姫さまに妹がいて、
その子がトキシの後継者とは…","지난번엔 깜짝 놀랐다냥.
설마 가희님께 여동생이 있고,
그 아이가 토키시의 후계자였다니…"
249,2,"しかし、それならどうして
妹君は歌姫さまに
逢いに来ないですかニャ？","그런데, 그렇다면 어째서
여동생분은 가희님을
만나러 오지 않는 거냥?"
338,3,"潮島のメラギナスを狩ったなら、
メゼポルタに来ていても
おかしくはニャいはずですニャ。","조도의 메라기나스를 사냥했다면,
메제포르타에 와 있어도
이상하지 않을 텐데 말이다냥."
445,4,"さあニャぁ…
ニャにか深ぁ～い事情が
あるんだろうぜニャ。","글쎄다냥…
뭔가 깊은~ 사정이
있는 거겠지냥."
531,5,"放っておけばいいんじゃない？
逢いたくなったら、
そのうち向こうから逢いに来るわよ。","그냥 내버려 두면 되잖아?
만나고 싶어지면,
언젠가 저쪽에서 먼저 만나러 올 거야."
643,6,"ティアラ様…！",티아라 님…!
727,7,その節は大変お世話になりましたニャ。,그때는 정말 신세를 많이 졌다냥.
784,8,"ティアラが来てくれなければ、
オイラたち、ユウェルの料理で
化けネコになるところだったニャ！","티아라가 와주지 않았다면,
우리들, 유웰의 요리 때문에
괴물 고양이가 될 뻔했다냥!"
897,9,"ユウェル姉さんって、
おっとりしてて世間知らずで、
いかにもお嬢様って感じでしょ？","유웰 언니는,
느긋하고 세상 물정 모르고,
딱 아가씨 느낌이잖아?"
1000,10,"まあアタシも人のこと言えないけど、
ああいう人を姉に持つと、
妹としては苦労するのよね。","뭐 나도 남 말할 처지는 아니지만,
저런 사람을 언니로 두면,
동생으로서는 고생하는 법이지."
1109,11,"歌姫さまの妹も、
同じだとでも言いたいのかニャ？","가희님의 여동생도,
똑같다고 말하고 싶은 거냥?"
1178,12,"それはおかしいニャ。
歌姫さまはそもそもお嬢様ではニャいし、
むしろ逆に大変ご苦労されてますニャ。","그건 이상하다냥.
가희님은 애초에 아가씨가 아니고,
오히려 반대로 매우 고생하고 계신다냥."
1297,13,"でもほら、歌姫さまって神秘的で、
どこか近寄りがたい感じじゃない？","그치만 봐봐, 가희님은 신비롭고,
어딘가 다가가기 어려운 느낌이잖아?"
1384,14,"妹さんとしては、アタシとは別の意味で、
姉に対して、何か特別な感情が
あるんじゃないかなあと思うわけよ。","여동생분 입장에서는, 나와는 다른 의미로,
언니에 대해서, 뭔가 특별한 감정이
있는 게 아닐까 하는 생각이 든다는 거지."
1509,15,"そう言われましてもニャぁ…
歌姫さまの妹君が真実トキシの後継者なら、
我々としても事情をお聞きしたいし…","그렇게 말해도 말이다냥…
가희님의 여동생분이 정말 토키시의 후계자라면,
우리로서도 사정을 듣고 싶고…"
1634,16,"それにニャにより、生き別れたお二人を
お逢いさせて差し上げたいですニャ。","게다가 무엇보다도, 생이별한 두 분을
만나게 해드리고 싶다냥."
