Offset,Hash,Original,Translation
61,0,"来てくれたんだニャ。
本当にオイラの…いや、あの御方の
力になってくれるんだニャ！？","와주셨군요냥.
정말로 저의…아니, 그분의
힘이 되어주시는 겁니까냥!?"
189,1,"そうか…とても残念ニャ。
気が変わったらまた声をかけて欲しいニャ。","그런가요…정말 아쉽습니다냥.
마음이 바뀌면 다시 말을 걸어주세요냥."
297,2,"うっうっ…ありがとうございますニャ。
オイラはあなた様のようなハンターを
ずーっと待っていたですニャ。","흑흑…감사합니다냥.
저는 당신님 같은 헌터를
계속 기다리고 있었습니다냥."
421,3,"オイラの名前は、トッツイといいますニャ。
あなた様は？","제 이름은, 톳츠이라고 합니다냥.
당신님은요?"
509,4,"@MYNAME様とおっしゃいますかニャ。
今後ともよろしくお願いしますニャ。","@MYNAME님이라고 하시는군요냥.
앞으로도 잘 부탁드립니다냥."
599,5,"@MYNAME様は、伝説の歌姫さまのウワサを
ご存知ですかニャ？","@MYNAME님은, 전설의 가희님 소문을
알고 계십니까냥?"
684,6,"昔は、このメゼポルタでも
歌を聴かせていたことがあったですニャ。","예전에는, 이 메제포르타에서도
노래를 들려주신 적이 있었습니다냥."
776,7,"その歌には不思議な力が宿っていて、
人々を癒したり、力を与えたり…","그 노래에는 신기한 힘이 깃들어 있어서,
사람들을 치유하거나, 힘을 주거나…"
870,8,"ハンターたちは歌姫さまのおかげで、
より強いモンスターと戦うことができたニャ。","헌터들은 가희님 덕분에,
더 강한 몬스터와 싸울 수 있었습니다냥."
969,9,"オイラはその歌姫さまにお仕えして、
世界中を旅してきましたニャ。","저는 그 가희님을 모시며,
온 세상을 여행해왔습니다냥."
1061,10,"だけど、ある時、悲しい事件があって…
それ以来、歌姫さまは歌を失ってしまったニャ。","하지만, 어느 날, 슬픈 사건이 있어서…
그 이후로, 가희님은 노래를 잃어버리고 말았습니다냥."
1171,11,"オイラは、もう一度歌姫さまに
あの美しい歌声を取り戻して欲しいニャ！","저는, 다시 한번 가희님께서
그 아름다운 노랫소리를 되찾으셨으면 좋겠습니다냥!"
1260,12,"そのために、オイラたちは
必死に研究してきましたニャ。","그를 위해, 저희는
필사적으로 연구해왔습니다냥."
1342,13,"そしてついに、神龍木という素材に、
その手がかりがあるということを
突き止めたですニャ！","그리고 마침내, 영룡목이라는 소재에,
그 실마리가 있다는 것을
알아냈습니다냥!"
1451,14,"オイラの仲間の情報では、
神龍木には生命力を活性化させる
不思議な力があるとかニャいとかそんな話で…","제 동료의 정보로는,
영룡목에는 생명력을 활성화시키는
신기한 힘이 있다나 없다나 하는 이야기라서…"
1572,15,"まあちょっとよくわからニャいが、
その神龍木から歌姫さまの衣装を作れば、
きっと元気になってくれるに違いニャい！","뭐, 잘은 모르겠지만냥,
그 영룡목으로 가희님의 의상을 만들면,
분명 기운을 되찾아주실 게 틀림없다냥!"
1705,16,"お願いしますニャ！
浮岳龍と呼ばれる古龍を討伐して、
神龍木を獲ってきて欲しいニャ！","부탁드립니다냥!
부악룡이라고 불리는 고룡을 토벌해서,
영룡목을 구해와 주셨으면 좋겠습니다냥!"
